year,state,state_code,county,candidate,party,candidate_votes,total_votes
2012,Tennessee,TN,Bedford,Barack Obama,democrat,4211.0,14445
2012,Tennessee,TN,Bedford,Mitt Romney,republican,10034.0,14445
2012,Tennessee,TN,Benton,Barack Obama,democrat,2258.0,6226
2012,Tennessee,TN,Benton,Mitt Romney,republican,3850.0,6226
2012,Tennessee,TN,Bledsoe,Barack Obama,democrat,1267.0,4359
2012,Tennessee,TN,Bledsoe,Mitt Romney,republican,3022.0,4359
2012,Tennessee,TN,Blount,Barack Obama,democrat,12934.0,49234
2012,Tennessee,TN,Blount,Mitt Romney,republican,35441.0,49234
2012,Tennessee,TN,Bradley,Barack Obama,democrat,8037.0,35963
2012,Tennessee,TN,Bradley,Mitt Romney,republican,27422.0,35963
2012,Tennessee,TN,Campbell,Barack Obama,democrat,3328.0,12101
2012,Tennessee,TN,Campbell,Mitt Romney,republican,8604.0,12101
2012,Tennessee,TN,Cannon,Barack Obama,democrat,1564.0,4973
2012,Tennessee,TN,Cannon,Mitt Romney,republican,3309.0,4973
2012,Tennessee,TN,Carroll,Barack Obama,democrat,3475.0,10851
2012,Tennessee,TN,Carroll,Mitt Romney,republican,7225.0,10851
2012,Tennessee,TN,Carter,Barack Obama,democrat,4789.0,20617
2012,Tennessee,TN,Carter,Mitt Romney,republican,15503.0,20617
2012,Tennessee,TN,Cheatham,Barack Obama,democrat,4659.0,15182
2012,Tennessee,TN,Cheatham,Mitt Romney,republican,10268.0,15182
2012,Tennessee,TN,Chester,Barack Obama,democrat,1624.0,6410
2012,Tennessee,TN,Chester,Mitt Romney,republican,4684.0,6410
2012,Tennessee,TN,Claiborne,Barack Obama,democrat,2433.0,10178
2012,Tennessee,TN,Claiborne,Mitt Romney,republican,7617.0,10178
2012,Tennessee,TN,Clay,Barack Obama,democrat,1037.0,2820
2012,Tennessee,TN,Clay,Mitt Romney,republican,1747.0,2820
2012,Tennessee,TN,Cocke,Barack Obama,democrat,2804.0,11454
2012,Tennessee,TN,Cocke,Mitt Romney,republican,8459.0,11454
2012,Tennessee,TN,Coffee,Barack Obama,democrat,5870.0,19259
2012,Tennessee,TN,Coffee,Mitt Romney,republican,13023.0,19259
2012,Tennessee,TN,Crockett,Barack Obama,democrat,1669.0,5498
2012,Tennessee,TN,Crockett,Mitt Romney,republican,3783.0,5498
2012,Tennessee,TN,Cumberland,Barack Obama,democrat,6261.0,25247
2012,Tennessee,TN,Cumberland,Mitt Romney,republican,18653.0,25247
2012,Tennessee,TN,Davidson,Barack Obama,democrat,143120.0,244873
2012,Tennessee,TN,Davidson,Mitt Romney,republican,97622.0,244873
2012,Tennessee,TN,Decatur,Barack Obama,democrat,1303.0,4251
2012,Tennessee,TN,Decatur,Mitt Romney,republican,2874.0,4251
2012,Tennessee,TN,DeKalb,Barack Obama,democrat,2174.0,6422
2012,Tennessee,TN,DeKalb,Mitt Romney,republican,4143.0,6422
2012,Tennessee,TN,Dickson,Barack Obama,democrat,6233.0,17835
2012,Tennessee,TN,Dickson,Mitt Romney,republican,11296.0,17835
2012,Tennessee,TN,Dyer,Barack Obama,democrat,3757.0,13800
2012,Tennessee,TN,Dyer,Mitt Romney,republican,9921.0,13800
2012,Tennessee,TN,Fayette,Barack Obama,democrat,6688.0,19574
2012,Tennessee,TN,Fayette,Mitt Romney,republican,12689.0,19574
2012,Tennessee,TN,Fentress,Barack Obama,democrat,1561.0,6895
2012,Tennessee,TN,Fentress,Mitt Romney,republican,5243.0,6895
2012,Tennessee,TN,Franklin,Barack Obama,democrat,5603.0,16119
2012,Tennessee,TN,Franklin,Mitt Romney,republican,10262.0,16119
2012,Tennessee,TN,Gibson,Barack Obama,democrat,6564.0,19667
2012,Tennessee,TN,Gibson,Mitt Romney,republican,12883.0,19667
2012,Tennessee,TN,Giles,Barack Obama,democrat,3760.0,10799
2012,Tennessee,TN,Giles,Mitt Romney,republican,6915.0,10799
2012,Tennessee,TN,Grainger,Barack Obama,democrat,1668.0,7252
2012,Tennessee,TN,Grainger,Mitt Romney,republican,5470.0,7252
2012,Tennessee,TN,Greene,Barack Obama,democrat,6225.0,23887
2012,Tennessee,TN,Greene,Mitt Romney,republican,17245.0,23887
2012,Tennessee,TN,Grundy,Barack Obama,democrat,1643.0,4237
2012,Tennessee,TN,Grundy,Mitt Romney,republican,2516.0,4237
2012,Tennessee,TN,Hamblen,Barack Obama,democrat,5234.0,20032
2012,Tennessee,TN,Hamblen,Mitt Romney,republican,14522.0,20032
2012,Tennessee,TN,Hamilton,Barack Obama,democrat,58836.0,141181
2012,Tennessee,TN,Hamilton,Mitt Romney,republican,79933.0,141181
2012,Tennessee,TN,Hancock,Barack Obama,democrat,475.0,2046
2012,Tennessee,TN,Hancock,Mitt Romney,republican,1527.0,2046
2012,Tennessee,TN,Hardeman,Barack Obama,democrat,5482.0,10439
2012,Tennessee,TN,Hardeman,Mitt Romney,republican,4865.0,10439
2012,Tennessee,TN,Hardin,Barack Obama,democrat,2467.0,10495
2012,Tennessee,TN,Hardin,Mitt Romney,republican,7886.0,10495
2012,Tennessee,TN,Hawkins,Barack Obama,democrat,5088.0,19797
2012,Tennessee,TN,Hawkins,Mitt Romney,republican,14382.0,19797
2012,Tennessee,TN,Haywood,Barack Obama,democrat,4569.0,7569
2012,Tennessee,TN,Haywood,Mitt Romney,republican,2960.0,7569
2012,Tennessee,TN,Henderson,Barack Obama,democrat,2517.0,10055
2012,Tennessee,TN,Henderson,Mitt Romney,republican,7421.0,10055
2012,Tennessee,TN,Henry,Barack Obama,democrat,4339.0,12739
2012,Tennessee,TN,Henry,Mitt Romney,republican,8193.0,12739
2012,Tennessee,TN,Hickman,Barack Obama,democrat,2698.0,7602
2012,Tennessee,TN,Hickman,Mitt Romney,republican,4758.0,7602
2012,Tennessee,TN,Houston,Barack Obama,democrat,1400.0,3027
2012,Tennessee,TN,Houston,Mitt Romney,republican,1579.0,3027
2012,Tennessee,TN,Humphreys,Barack Obama,democrat,2905.0,6863
2012,Tennessee,TN,Humphreys,Mitt Romney,republican,3833.0,6863
2012,Tennessee,TN,Jackson,Barack Obama,democrat,1739.0,4184
2012,Tennessee,TN,Jackson,Mitt Romney,republican,2383.0,4184
2012,Tennessee,TN,Jefferson,Barack Obama,democrat,4232.0,17559
2012,Tennessee,TN,Jefferson,Mitt Romney,republican,13038.0,17559
2012,Tennessee,TN,Johnson,Barack Obama,democrat,1483.0,6194
2012,Tennessee,TN,Johnson,Mitt Romney,republican,4611.0,6194
2012,Tennessee,TN,Knox,Barack Obama,democrat,59399.0,172507
2012,Tennessee,TN,Knox,Mitt Romney,republican,109707.0,172507
2012,Tennessee,TN,Lake,Barack Obama,democrat,884.0,2087
2012,Tennessee,TN,Lake,Mitt Romney,republican,1163.0,2087
2012,Tennessee,TN,Lauderdale,Barack Obama,democrat,4011.0,8689
2012,Tennessee,TN,Lauderdale,Mitt Romney,republican,4616.0,8689
2012,Tennessee,TN,Lawrence,Barack Obama,democrat,4237.0,15219
2012,Tennessee,TN,Lawrence,Mitt Romney,republican,10770.0,15219
2012,Tennessee,TN,Lewis,Barack Obama,democrat,1447.0,4694
2012,Tennessee,TN,Lewis,Mitt Romney,republican,3117.0,4694
2012,Tennessee,TN,Lincoln,Barack Obama,democrat,3290.0,13268
2012,Tennessee,TN,Lincoln,Mitt Romney,republican,9803.0,13268
2012,Tennessee,TN,Loudon,Barack Obama,democrat,5058.0,22073
2012,Tennessee,TN,Loudon,Mitt Romney,republican,16707.0,22073
2012,Tennessee,TN,McMinn,Barack Obama,democrat,4609.0,17834
2012,Tennessee,TN,McMinn,Mitt Romney,republican,12967.0,17834
2012,Tennessee,TN,McNairy,Barack Obama,democrat,2645.0,9802
2012,Tennessee,TN,McNairy,Mitt Romney,republican,7015.0,9802
2012,Tennessee,TN,Macon,Barack Obama,democrat,1552.0,6905
2012,Tennessee,TN,Macon,Mitt Romney,republican,5260.0,6905
2012,Tennessee,TN,Madison,Barack Obama,democrat,18367.0,40702
2012,Tennessee,TN,Madison,Mitt Romney,republican,21993.0,40702
2012,Tennessee,TN,Marion,Barack Obama,democrat,3953.0,10409
2012,Tennessee,TN,Marion,Mitt Romney,republican,6272.0,10409
2012,Tennessee,TN,Marshall,Barack Obama,democrat,3725.0,10741
2012,Tennessee,TN,Marshall,Mitt Romney,republican,6832.0,10741
2012,Tennessee,TN,Maury,Barack Obama,democrat,11825.0,33006
2012,Tennessee,TN,Maury,Mitt Romney,republican,20708.0,33006
2012,Tennessee,TN,Meigs,Barack Obama,democrat,1163.0,3964
2012,Tennessee,TN,Meigs,Mitt Romney,republican,2734.0,3964
2012,Tennessee,TN,Monroe,Barack Obama,democrat,4372.0,16338
2012,Tennessee,TN,Monroe,Mitt Romney,republican,11731.0,16338
2012,Tennessee,TN,Montgomery,Barack Obama,democrat,24499.0,55584
2012,Tennessee,TN,Montgomery,Mitt Romney,republican,30245.0,55584
2012,Tennessee,TN,Moore,Barack Obama,democrat,705.0,2799
2012,Tennessee,TN,Moore,Mitt Romney,republican,2053.0,2799
2012,Tennessee,TN,Morgan,Barack Obama,democrat,1725.0,6504
2012,Tennessee,TN,Morgan,Mitt Romney,republican,4669.0,6504
2012,Tennessee,TN,Obion,Barack Obama,democrat,3321.0,12297
2012,Tennessee,TN,Obion,Mitt Romney,republican,8814.0,12297
2012,Tennessee,TN,Overton,Barack Obama,democrat,2805.0,7664
2012,Tennessee,TN,Overton,Mitt Romney,republican,4775.0,7664
2012,Tennessee,TN,Perry,Barack Obama,democrat,992.0,2621
2012,Tennessee,TN,Perry,Mitt Romney,republican,1578.0,2621
2012,Tennessee,TN,Pickett,Barack Obama,democrat,712.0,2453
2012,Tennessee,TN,Pickett,Mitt Romney,republican,1712.0,2453
2012,Tennessee,TN,Polk,Barack Obama,democrat,1856.0,6059
2012,Tennessee,TN,Polk,Mitt Romney,republican,4108.0,6059
2012,Tennessee,TN,Putnam,Barack Obama,democrat,7802.0,25500
2012,Tennessee,TN,Putnam,Mitt Romney,republican,17254.0,25500
2012,Tennessee,TN,Rhea,Barack Obama,democrat,2628.0,10590
2012,Tennessee,TN,Rhea,Mitt Romney,republican,7802.0,10590
2012,Tennessee,TN,Roane,Barack Obama,democrat,6018.0,21090
2012,Tennessee,TN,Roane,Mitt Romney,republican,14724.0,21090
2012,Tennessee,TN,Robertson,Barack Obama,democrat,8290.0,26289
2012,Tennessee,TN,Robertson,Mitt Romney,republican,17643.0,26289
2012,Tennessee,TN,Rutherford,Barack Obama,democrat,36414.0,98848
2012,Tennessee,TN,Rutherford,Mitt Romney,republican,60846.0,98848
2012,Tennessee,TN,Scott,Barack Obama,democrat,1452.0,6668
2012,Tennessee,TN,Scott,Mitt Romney,republican,5117.0,6668
2012,Tennessee,TN,Sequatchie,Barack Obama,democrat,1489.0,5142
2012,Tennessee,TN,Sequatchie,Mitt Romney,republican,3541.0,5142
2012,Tennessee,TN,Sevier,Barack Obama,democrat,7418.0,33864
2012,Tennessee,TN,Sevier,Mitt Romney,republican,25984.0,33864
2012,Tennessee,TN,Shelby,Barack Obama,democrat,232443.0,371109
2012,Tennessee,TN,Shelby,Mitt Romney,republican,135649.0,371109
2012,Tennessee,TN,Smith,Barack Obama,democrat,2470.0,7087
2012,Tennessee,TN,Smith,Mitt Romney,republican,4495.0,7087
2012,Tennessee,TN,Stewart,Barack Obama,democrat,2069.0,5115
2012,Tennessee,TN,Stewart,Mitt Romney,republican,2963.0,5115
2012,Tennessee,TN,Sullivan,Barack Obama,democrat,15321.0,59887
2012,Tennessee,TN,Sullivan,Mitt Romney,republican,43562.0,59887
2012,Tennessee,TN,Sumner,Barack Obama,democrat,18579.0,65366
2012,Tennessee,TN,Sumner,Mitt Romney,republican,46003.0,65366
2012,Tennessee,TN,Tipton,Barack Obama,democrat,7133.0,24081
2012,Tennessee,TN,Tipton,Mitt Romney,republican,16672.0,24081
2012,Tennessee,TN,Trousdale,Barack Obama,democrat,1240.0,2905
2012,Tennessee,TN,Trousdale,Mitt Romney,republican,1612.0,2905
2012,Tennessee,TN,Unicoi,Barack Obama,democrat,1913.0,7086
2012,Tennessee,TN,Unicoi,Mitt Romney,republican,5032.0,7086
2012,Tennessee,TN,Union,Barack Obama,democrat,1478.0,5828
2012,Tennessee,TN,Union,Mitt Romney,republican,4282.0,5828
2012,Tennessee,TN,Van Buren,Barack Obama,democrat,875.0,2300
2012,Tennessee,TN,Van Buren,Mitt Romney,republican,1386.0,2300
2012,Tennessee,TN,Warren,Barack Obama,democrat,4752.0,13015
2012,Tennessee,TN,Warren,Mitt Romney,republican,8010.0,13015
2012,Tennessee,TN,Washington,Barack Obama,democrat,14325.0,48032
2012,Tennessee,TN,Washington,Mitt Romney,republican,32808.0,48032
2012,Tennessee,TN,Wayne,Barack Obama,democrat,1163.0,5486
2012,Tennessee,TN,Wayne,Mitt Romney,republican,4253.0,5486
2012,Tennessee,TN,Weakley,Barack Obama,democrat,3548.0,12337
2012,Tennessee,TN,Weakley,Mitt Romney,republican,8605.0,12337
2012,Tennessee,TN,White,Barack Obama,democrat,2795.0,9140
2012,Tennessee,TN,White,Mitt Romney,republican,6197.0,9140
2012,Tennessee,TN,Williamson,Barack Obama,democrat,25142.0,96225
2012,Tennessee,TN,Williamson,Mitt Romney,republican,69850.0,96225
2012,Tennessee,TN,Wilson,Barack Obama,democrat,14695.0,51499
2012,Tennessee,TN,Wilson,Mitt Romney,republican,36109.0,51499
2012,Texas,TX,Anderson,Barack Obama,democrat,3813.0,16212
2012,Texas,TX,Anderson,Mitt Romney,republican,12262.0,16212
2012,Texas,TX,Andrews,Barack Obama,democrat,795.0,4482
2012,Texas,TX,Andrews,Mitt Romney,republican,3639.0,4482
2012,Texas,TX,Angelina,Barack Obama,democrat,7834.0,28406
2012,Texas,TX,Angelina,Mitt Romney,republican,20303.0,28406
2012,Texas,TX,Aransas,Barack Obama,democrat,2704.0,9648
2012,Texas,TX,Aransas,Mitt Romney,republican,6830.0,9648
2012,Texas,TX,Archer,Barack Obama,democrat,525.0,4164
2012,Texas,TX,Archer,Mitt Romney,republican,3600.0,4164
2012,Texas,TX,Armstrong,Barack Obama,democrat,98.0,935
2012,Texas,TX,Armstrong,Mitt Romney,republican,828.0,935
2012,Texas,TX,Atascosa,Barack Obama,democrat,5133.0,12721
2012,Texas,TX,Atascosa,Mitt Romney,republican,7461.0,12721
2012,Texas,TX,Austin,Barack Obama,democrat,2252.0,11649
2012,Texas,TX,Austin,Mitt Romney,republican,9265.0,11649
2012,Texas,TX,Bailey,Barack Obama,democrat,466.0,1816
2012,Texas,TX,Bailey,Mitt Romney,republican,1339.0,1816
2012,Texas,TX,Bandera,Barack Obama,democrat,1864.0,9448
2012,Texas,TX,Bandera,Mitt Romney,republican,7426.0,9448
2012,Texas,TX,Bastrop,Barack Obama,democrat,9864.0,24481
2012,Texas,TX,Bastrop,Mitt Romney,republican,14033.0,24481
2012,Texas,TX,Baylor,Barack Obama,democrat,267.0,1592
2012,Texas,TX,Baylor,Mitt Romney,republican,1297.0,1592
2012,Texas,TX,Bee,Barack Obama,democrat,3452.0,7879
2012,Texas,TX,Bee,Mitt Romney,republican,4356.0,7879
2012,Texas,TX,Bell,Barack Obama,democrat,35512.0,86206
2012,Texas,TX,Bell,Mitt Romney,republican,49574.0,86206
2012,Texas,TX,Bexar,Barack Obama,democrat,264856.0,513681
2012,Texas,TX,Bexar,Mitt Romney,republican,241617.0,513681
2012,Texas,TX,Blanco,Barack Obama,democrat,1220.0,4973
2012,Texas,TX,Blanco,Mitt Romney,republican,3638.0,4973
2012,Texas,TX,Borden,Barack Obama,democrat,32.0,363
2012,Texas,TX,Borden,Mitt Romney,republican,324.0,363
2012,Texas,TX,Bosque,Barack Obama,democrat,1367.0,7356
2012,Texas,TX,Bosque,Mitt Romney,republican,5885.0,7356
2012,Texas,TX,Bowie,Barack Obama,democrat,10196.0,35404
2012,Texas,TX,Bowie,Mitt Romney,republican,24869.0,35404
2012,Texas,TX,Brazoria,Barack Obama,democrat,34421.0,106739
2012,Texas,TX,Brazoria,Mitt Romney,republican,70862.0,106739
2012,Texas,TX,Brazos,Barack Obama,democrat,17477.0,55962
2012,Texas,TX,Brazos,Mitt Romney,republican,37209.0,55962
2012,Texas,TX,Brewster,Barack Obama,democrat,1765.0,3867
2012,Texas,TX,Brewster,Mitt Romney,republican,1976.0,3867
2012,Texas,TX,Briscoe,Barack Obama,democrat,117.0,702
2012,Texas,TX,Briscoe,Mitt Romney,republican,578.0,702
2012,Texas,TX,Brooks,Barack Obama,democrat,1886.0,2403
2012,Texas,TX,Brooks,Mitt Romney,republican,507.0,2403
2012,Texas,TX,Brown,Barack Obama,democrat,1904.0,13947
2012,Texas,TX,Brown,Mitt Romney,republican,11895.0,13947
2012,Texas,TX,Burleson,Barack Obama,democrat,1705.0,6456
2012,Texas,TX,Burleson,Mitt Romney,republican,4671.0,6456
2012,Texas,TX,Burnet,Barack Obama,democrat,3674.0,16796
2012,Texas,TX,Burnet,Mitt Romney,republican,12843.0,16796
2012,Texas,TX,Caldwell,Barack Obama,democrat,4791.0,11068
2012,Texas,TX,Caldwell,Mitt Romney,republican,6021.0,11068
2012,Texas,TX,Calhoun,Barack Obama,democrat,2410.0,6648
2012,Texas,TX,Calhoun,Mitt Romney,republican,4144.0,6648
2012,Texas,TX,Callahan,Barack Obama,democrat,751.0,5197
2012,Texas,TX,Callahan,Mitt Romney,republican,4378.0,5197
2012,Texas,TX,Cameron,Barack Obama,democrat,49975.0,76895
2012,Texas,TX,Cameron,Mitt Romney,republican,26099.0,76895
2012,Texas,TX,Camp,Barack Obama,democrat,1428.0,4335
2012,Texas,TX,Camp,Mitt Romney,republican,2881.0,4335
2012,Texas,TX,Carson,Barack Obama,democrat,292.0,2778
2012,Texas,TX,Carson,Mitt Romney,republican,2451.0,2778
2012,Texas,TX,Cass,Barack Obama,democrat,2924.0,11788
2012,Texas,TX,Cass,Mitt Romney,republican,8763.0,11788
2012,Texas,TX,Castro,Barack Obama,democrat,630.0,2119
2012,Texas,TX,Castro,Mitt Romney,republican,1470.0,2119
2012,Texas,TX,Chambers,Barack Obama,democrat,2790.0,14735
2012,Texas,TX,Chambers,Mitt Romney,republican,11787.0,14735
2012,Texas,TX,Cherokee,Barack Obama,democrat,3875.0,16126
2012,Texas,TX,Cherokee,Mitt Romney,republican,12094.0,16126
2012,Texas,TX,Childress,Barack Obama,democrat,320.0,1996
2012,Texas,TX,Childress,Mitt Romney,republican,1665.0,1996
2012,Texas,TX,Clay,Barack Obama,democrat,740.0,5057
2012,Texas,TX,Clay,Mitt Romney,republican,4266.0,5057
2012,Texas,TX,Cochran,Barack Obama,democrat,256.0,917
2012,Texas,TX,Cochran,Mitt Romney,republican,649.0,917
2012,Texas,TX,Coke,Barack Obama,democrat,179.0,1408
2012,Texas,TX,Coke,Mitt Romney,republican,1218.0,1408
2012,Texas,TX,Coleman,Barack Obama,democrat,442.0,3492
2012,Texas,TX,Coleman,Mitt Romney,republican,3012.0,3492
2012,Texas,TX,Collin,Barack Obama,democrat,101415.0,302821
2012,Texas,TX,Collin,Mitt Romney,republican,196888.0,302821
2012,Texas,TX,Collingsworth,Barack Obama,democrat,177.0,1150
2012,Texas,TX,Collingsworth,Mitt Romney,republican,962.0,1150
2012,Texas,TX,Colorado,Barack Obama,democrat,2029.0,8117
2012,Texas,TX,Colorado,Mitt Romney,republican,6026.0,8117
2012,Texas,TX,Comal,Barack Obama,democrat,11450.0,51529
2012,Texas,TX,Comal,Mitt Romney,republican,39318.0,51529
2012,Texas,TX,Comanche,Barack Obama,democrat,890.0,4906
2012,Texas,TX,Comanche,Mitt Romney,republican,3944.0,4906
2012,Texas,TX,Concho,Barack Obama,democrat,194.0,1001
2012,Texas,TX,Concho,Mitt Romney,republican,793.0,1001
2012,Texas,TX,Cooke,Barack Obama,democrat,2246.0,14351
2012,Texas,TX,Cooke,Mitt Romney,republican,11951.0,14351
2012,Texas,TX,Coryell,Barack Obama,democrat,5158.0,16604
2012,Texas,TX,Coryell,Mitt Romney,republican,11220.0,16604
2012,Texas,TX,Cottle,Barack Obama,democrat,180.0,741
2012,Texas,TX,Cottle,Mitt Romney,republican,555.0,741
2012,Texas,TX,Crane,Barack Obama,democrat,275.0,1283
2012,Texas,TX,Crane,Mitt Romney,republican,985.0,1283
2012,Texas,TX,Crockett,Barack Obama,democrat,480.0,1457
2012,Texas,TX,Crockett,Mitt Romney,republican,957.0,1457
2012,Texas,TX,Crosby,Barack Obama,democrat,639.0,1787
2012,Texas,TX,Crosby,Mitt Romney,republican,1132.0,1787
2012,Texas,TX,Culberson,Barack Obama,democrat,568.0,879
2012,Texas,TX,Culberson,Mitt Romney,republican,295.0,879
2012,Texas,TX,Dallam,Barack Obama,democrat,253.0,1534
2012,Texas,TX,Dallam,Mitt Romney,republican,1248.0,1534
2012,Texas,TX,Dallas,Barack Obama,democrat,405571.0,710117
2012,Texas,TX,Dallas,Mitt Romney,republican,295813.0,710117
2012,Texas,TX,Dawson,Barack Obama,democrat,1019.0,3642
2012,Texas,TX,Dawson,Mitt Romney,republican,2591.0,3642
2012,Texas,TX,Deaf Smith,Barack Obama,democrat,1239.0,4309
2012,Texas,TX,Deaf Smith,Mitt Romney,republican,3042.0,4309
2012,Texas,TX,Delta,Barack Obama,democrat,454.0,2018
2012,Texas,TX,Delta,Mitt Romney,republican,1524.0,2018
2012,Texas,TX,Denton,Barack Obama,democrat,80978.0,242781
2012,Texas,TX,Denton,Mitt Romney,republican,157579.0,242781
2012,Texas,TX,Dewitt,Barack Obama,democrat,1467.0,6638
2012,Texas,TX,Dewitt,Mitt Romney,republican,5122.0,6638
2012,Texas,TX,Dickens,Barack Obama,democrat,216.0,1019
2012,Texas,TX,Dickens,Mitt Romney,republican,793.0,1019
2012,Texas,TX,Dimmit,Barack Obama,democrat,2141.0,2917
2012,Texas,TX,Dimmit,Mitt Romney,republican,762.0,2917
2012,Texas,TX,Donley,Barack Obama,democrat,226.0,1535
2012,Texas,TX,Donley,Mitt Romney,republican,1287.0,1535
2012,Texas,TX,Duval,Barack Obama,democrat,3331.0,4344
2012,Texas,TX,Duval,Mitt Romney,republican,980.0,4344
2012,Texas,TX,Eastland,Barack Obama,democrat,970.0,6495
2012,Texas,TX,Eastland,Mitt Romney,republican,5444.0,6495
2012,Texas,TX,Ector,Barack Obama,democrat,8118.0,32513
2012,Texas,TX,Ector,Mitt Romney,republican,24010.0,32513
2012,Texas,TX,Edwards,Barack Obama,democrat,232.0,884
2012,Texas,TX,Edwards,Mitt Romney,republican,642.0,884
2012,Texas,TX,Ellis,Barack Obama,democrat,13881.0,54151
2012,Texas,TX,Ellis,Mitt Romney,republican,39574.0,54151
2012,Texas,TX,El Paso,Barack Obama,democrat,112952.0,172412
2012,Texas,TX,El Paso,Mitt Romney,republican,57150.0,172412
2012,Texas,TX,Erath,Barack Obama,democrat,1965.0,12473
2012,Texas,TX,Erath,Mitt Romney,republican,10329.0,12473
2012,Texas,TX,Falls,Barack Obama,democrat,2033.0,5434
2012,Texas,TX,Falls,Mitt Romney,republican,3356.0,5434
2012,Texas,TX,Fannin,Barack Obama,democrat,2486.0,10804
2012,Texas,TX,Fannin,Mitt Romney,republican,8161.0,10804
2012,Texas,TX,Fayette,Barack Obama,democrat,2315.0,10551
2012,Texas,TX,Fayette,Mitt Romney,republican,8106.0,10551
2012,Texas,TX,Fisher,Barack Obama,democrat,512.0,1629
2012,Texas,TX,Fisher,Mitt Romney,republican,1094.0,1629
2012,Texas,TX,Floyd,Barack Obama,democrat,551.0,2085
2012,Texas,TX,Floyd,Mitt Romney,republican,1523.0,2085
2012,Texas,TX,Foard,Barack Obama,democrat,140.0,495
2012,Texas,TX,Foard,Mitt Romney,republican,348.0,495
2012,Texas,TX,Fort Bend,Barack Obama,democrat,101144.0,219489
2012,Texas,TX,Fort Bend,Mitt Romney,republican,116126.0,219489
2012,Texas,TX,Franklin,Barack Obama,democrat,751.0,4257
2012,Texas,TX,Franklin,Mitt Romney,republican,3446.0,4257
2012,Texas,TX,Freestone,Barack Obama,democrat,1850.0,7570
2012,Texas,TX,Freestone,Mitt Romney,republican,5646.0,7570
2012,Texas,TX,Frio,Barack Obama,democrat,2376.0,3968
2012,Texas,TX,Frio,Mitt Romney,republican,1559.0,3968
2012,Texas,TX,Gaines,Barack Obama,democrat,535.0,4066
2012,Texas,TX,Gaines,Mitt Romney,republican,3484.0,4066
2012,Texas,TX,Galveston,Barack Obama,democrat,39511.0,110078
2012,Texas,TX,Galveston,Mitt Romney,republican,69059.0,110078
2012,Texas,TX,Garza,Barack Obama,democrat,279.0,1560
2012,Texas,TX,Garza,Mitt Romney,republican,1263.0,1560
2012,Texas,TX,Gillespie,Barack Obama,democrat,2055.0,12550
2012,Texas,TX,Gillespie,Mitt Romney,republican,10306.0,12550
2012,Texas,TX,Glasscock,Barack Obama,democrat,44.0,578
2012,Texas,TX,Glasscock,Mitt Romney,republican,526.0,578
2012,Texas,TX,Goliad,Barack Obama,democrat,1127.0,3458
2012,Texas,TX,Goliad,Mitt Romney,republican,2294.0,3458
2012,Texas,TX,Gonzales,Barack Obama,democrat,1777.0,6057
2012,Texas,TX,Gonzales,Mitt Romney,republican,4216.0,6057
2012,Texas,TX,Gray,Barack Obama,democrat,886.0,7389
2012,Texas,TX,Gray,Mitt Romney,republican,6443.0,7389
2012,Texas,TX,Grayson,Barack Obama,democrat,10670.0,42264
2012,Texas,TX,Grayson,Mitt Romney,republican,30936.0,42264
2012,Texas,TX,Gregg,Barack Obama,democrat,12398.0,41507
2012,Texas,TX,Gregg,Mitt Romney,republican,28742.0,41507
2012,Texas,TX,Grimes,Barack Obama,democrat,2339.0,8601
2012,Texas,TX,Grimes,Mitt Romney,republican,6141.0,8601
2012,Texas,TX,Guadalupe,Barack Obama,democrat,15744.0,49514
2012,Texas,TX,Guadalupe,Mitt Romney,republican,33117.0,49514
2012,Texas,TX,Hale,Barack Obama,democrat,2243.0,8854
2012,Texas,TX,Hale,Mitt Romney,republican,6490.0,8854
2012,Texas,TX,Hall,Barack Obama,democrat,265.0,1109
2012,Texas,TX,Hall,Mitt Romney,republican,832.0,1109
2012,Texas,TX,Hamilton,Barack Obama,democrat,591.0,3552
2012,Texas,TX,Hamilton,Mitt Romney,republican,2918.0,3552
2012,Texas,TX,Hansford,Barack Obama,democrat,159.0,1962
2012,Texas,TX,Hansford,Mitt Romney,republican,1788.0,1962
2012,Texas,TX,Hardeman,Barack Obama,democrat,302.0,1495
2012,Texas,TX,Hardeman,Mitt Romney,republican,1176.0,1495
2012,Texas,TX,Hardin,Barack Obama,democrat,3359.0,21297
2012,Texas,TX,Hardin,Mitt Romney,republican,17746.0,21297
2012,Texas,TX,Harris,Barack Obama,democrat,587044.0,1188585
2012,Texas,TX,Harris,Mitt Romney,republican,586073.0,1188585
2012,Texas,TX,Harrison,Barack Obama,democrat,8456.0,26170
2012,Texas,TX,Harrison,Mitt Romney,republican,17512.0,26170
2012,Texas,TX,Hartley,Barack Obama,democrat,184.0,1913
2012,Texas,TX,Hartley,Mitt Romney,republican,1708.0,1913
2012,Texas,TX,Haskell,Barack Obama,democrat,553.0,2013
2012,Texas,TX,Haskell,Mitt Romney,republican,1424.0,2013
2012,Texas,TX,Hays,Barack Obama,democrat,25537.0,59011
2012,Texas,TX,Hays,Mitt Romney,republican,31661.0,59011
2012,Texas,TX,Hemphill,Barack Obama,democrat,192.0,1509
2012,Texas,TX,Hemphill,Mitt Romney,republican,1298.0,1509
2012,Texas,TX,Henderson,Barack Obama,democrat,6106.0,27627
2012,Texas,TX,Henderson,Mitt Romney,republican,21231.0,27627
2012,Texas,TX,Hidalgo,Barack Obama,democrat,97969.0,139159
