Location,total_votes,2008_democrat_votes,2008_republican_votes
"Michigan, Ingham",142729,93994.0,46483.0
"Michigan, Ionia",27319,12565.0,14156.0
"Michigan, Iosco",14187,7309.0,6583.0
"Michigan, Iron",6162,3080.0,2947.0
"Michigan, Isabella",28350,16679.0,11220.0
"Michigan, Jackson",74503,37480.0,35692.0
"Michigan, Kalamazoo",130781,77051.0,51554.0
"Michigan, Kalkaska",8499,3780.0,4527.0
"Michigan, Kent",303235,149909.0,148336.0
"Michigan, Keweenaw",1410,610.0,756.0
"Michigan, Lake",5292,2919.0,2269.0
"Michigan, Lapeer",45362,21457.0,22831.0
"Michigan, Leelanau",14464,7355.0,6938.0
"Michigan, Lenawee",47734,24640.0,22225.0
"Michigan, Livingston",99638,42349.0,55592.0
"Michigan, Luce",2740,1191.0,1490.0
"Michigan, Mackinac",6396,3027.0,3268.0
"Michigan, Macomb",419216,223784.0,187663.0
"Michigan, Manistee",13009,7235.0,5510.0
"Michigan, Marquette",33185,19635.0,12906.0
"Michigan, Mason",15223,7817.0,7147.0
"Michigan, Mecosta",18664,9101.0,9238.0
"Michigan, Menominee",11072,5981.0,4855.0
"Michigan, Midland",43707,20701.0,22263.0
"Michigan, Missaukee",7492,2898.0,4469.0
"Michigan, Monroe",76422,39180.0,35858.0
"Michigan, Montcalm",27051,13208.0,13291.0
"Michigan, Montmorency",5360,2403.0,2841.0
"Michigan, Muskegon",84271,53821.0,29145.0
"Michigan, Newaygo",23105,10790.0,11862.0
"Michigan, Oakland",659068,372566.0,276956.0
"Michigan, Oceana",12509,6405.0,5860.0
"Michigan, Ogemaw",10768,5391.0,5133.0
"Michigan, Ontonagon",3885,1966.0,1823.0
"Michigan, Osceola",11026,4855.0,5973.0
"Michigan, Oscoda",4328,1887.0,2320.0
"Michigan, Otsego",12616,5634.0,6752.0
"Michigan, Ottawa",136268,50828.0,83330.0
"Michigan, Presque Isle",7505,3722.0,3606.0
"Michigan, Roscommon",14051,7082.0,6727.0
"Michigan, Saginaw",104090,60276.0,42225.0
"Michigan, St. Clair",80900,40677.0,38536.0
"Michigan, St. Joseph",25702,12322.0,12886.0
"Michigan, Sanilac",20169,9047.0,10679.0
"Michigan, Schoolcraft",4326,2184.0,2058.0
"Michigan, Shiawassee",36415,19397.0,16268.0
"Michigan, Tuscola",27798,13503.0,13740.0
"Michigan, Van Buren",34766,18588.0,15534.0
"Michigan, Washtenaw",187115,130578.0,53946.0
"Michigan, Wayne",890326,660085.0,219582.0
"Michigan, Wexford",15704,7379.0,8044.0
"Minnesota, Aitkin",9410,4595.0,4589.0
"Minnesota, Anoka",182224,86976.0,91357.0
"Minnesota, Becker",16965,7687.0,8851.0
"Minnesota, Beltrami",22236,12019.0,9762.0
"Minnesota, Benton",19339,8454.0,10338.0
"Minnesota, Big Stone",2990,1552.0,1362.0
"Minnesota, Blue Earth",35070,19325.0,14782.0
"Minnesota, Brown",13620,5809.0,7456.0
"Minnesota, Carlton",18449,11501.0,6549.0
"Minnesota, Carver",49683,20654.0,28156.0
"Minnesota, Cass",16307,7276.0,8660.0
"Minnesota, Chippewa",6356,3280.0,2907.0
"Minnesota, Chisago",29305,12783.0,15789.0
"Minnesota, Clay",29259,16666.0,11978.0
"Minnesota, Clearwater",4261,1877.0,2291.0
"Minnesota, Cook",3348,2019.0,1240.0
"Minnesota, Cottonwood",6036,2759.0,3157.0
"Minnesota, Crow Wing",35165,15859.0,18567.0
"Minnesota, Dakota",225472,116778.0,104364.0
"Minnesota, Dodge",10213,4463.0,5468.0
"Minnesota, Douglas",20918,9256.0,11241.0
"Minnesota, Faribault",8152,3736.0,4196.0
"Minnesota, Fillmore",11234,5921.0,4993.0
"Minnesota, Freeborn",17280,9915.0,6955.0
"Minnesota, Goodhue",25795,12420.0,12775.0
"Minnesota, Grant",3605,1850.0,1646.0
"Minnesota, Hennepin",663780,420958.0,231054.0
"Minnesota, Houston",10883,5906.0,4743.0
"Minnesota, Hubbard",11638,4872.0,6558.0
"Minnesota, Isanti",20053,8248.0,11324.0
"Minnesota, Itasca",24395,13460.0,10309.0
"Minnesota, Jackson",5623,2618.0,2858.0
"Minnesota, Kanabec",8499,3743.0,4479.0
"Minnesota, Kandiyohi",21895,10125.0,11319.0
"Minnesota, Kittson",2568,1492.0,1016.0
"Minnesota, Koochiching",6802,3649.0,2962.0
"Minnesota, Lake",6969,4174.0,2636.0
"Minnesota, Lake of the Woods",2313,971.0,1278.0
"Minnesota, Le Sueur",15009,6994.0,7636.0
"Minnesota, Lincoln",3126,1517.0,1491.0
"Minnesota, Lyon",12708,6110.0,6315.0
"Minnesota, McLeod",19029,7505.0,10993.0
"Minnesota, Mahnomen",2343,1436.0,843.0
"Minnesota, Marshall",4739,2311.0,2285.0
"Minnesota, Martin",10754,4413.0,6053.0
"Minnesota, Meeker",12545,5380.0,6737.0
"Minnesota, Mille Lacs",13544,6072.0,7049.0
"Minnesota, Morrison",16743,6547.0,9735.0
"Minnesota, Mower",19187,11605.0,7075.0
"Minnesota, Murray",4813,2345.0,2320.0
"Minnesota, Nicollet",18245,9887.0,7968.0
"Minnesota, Nobles",8813,4244.0,4368.0
"Minnesota, Norman",3434,2129.0,1204.0
"Minnesota, Olmsted",76470,38711.0,36202.0
"Minnesota, Otter Tail",32687,13856.0,18077.0
"Minnesota, Pennington",6822,3394.0,3248.0
"Minnesota, Pine",14383,7084.0,6862.0
"Minnesota, Pipestone",4801,2023.0,2652.0
"Minnesota, Polk",15334,7850.0,7148.0
"Minnesota, Pope",6536,3317.0,3069.0
"Minnesota, Ramsey",277386,182974.0,88942.0
"Minnesota, Red Lake",2191,1120.0,983.0
"Minnesota, Redwood",7806,3250.0,4308.0
"Minnesota, Renville",8135,3904.0,3956.0
"Minnesota, Rice",31799,17381.0,13723.0
"Minnesota, Rock",4975,2079.0,2775.0
"Minnesota, Roseau",7700,3097.0,4438.0
"Minnesota, Scott",67132,29208.0,36724.0
"Minnesota, Sherburne",44990,17957.0,26140.0
"Minnesota, Sibley",7729,2998.0,4492.0
"Minnesota, Stearns",78756,35690.0,41194.0
"Minnesota, Steele",19656,9016.0,10068.0
"Minnesota, Stevens",5634,2781.0,2710.0
"Minnesota, Swift",5244,2907.0,2184.0
"Minnesota, Todd",12257,5277.0,6637.0
"Minnesota, Traverse",2035,1043.0,933.0
"Minnesota, Wabasha",11893,5646.0,5935.0
"Minnesota, Wadena",7169,2882.0,4128.0
"Minnesota, Waseca",9888,4401.0,5211.0
"Minnesota, Washington",137059,70277.0,64334.0
"Minnesota, Watonwan",5258,2562.0,2526.0
"Minnesota, Wilkin",3414,1550.0,1786.0
"Minnesota, Winona",27935,16308.0,10975.0
"Minnesota, Wright",65578,26343.0,37779.0
"Minnesota, Yellow Medicine",5569,2816.0,2579.0
"Mississippi, Adams",15696,9021.0,6566.0
"Mississippi, Alcorn",15019,4130.0,10805.0
"Mississippi, Amite",7626,3348.0,4245.0
"Mississippi, Attala",9162,3849.0,5273.0
"Mississippi, Benton",4606,2227.0,2329.0
"Mississippi, Bolivar",15332,10334.0,4891.0
"Mississippi, Calhoun",7011,2522.0,4467.0
"Mississippi, Carroll",5955,2037.0,3902.0
"Mississippi, Chickasaw",9020,4588.0,4395.0
"Mississippi, Choctaw",4105,1459.0,2624.0
"Mississippi, Claiborne",5449,4682.0,748.0
"Mississippi, Clarke",8372,3121.0,5229.0
"Mississippi, Clay",11056,6558.0,4466.0
"Mississippi, Coahoma",10551,7597.0,2917.0
"Mississippi, Copiah",14464,7710.0,6701.0
"Mississippi, Covington",9423,3852.0,5523.0
"Mississippi, DeSoto",64109,19627.0,44222.0
"Mississippi, Forrest",27083,11622.0,15296.0
"Mississippi, Franklin",4667,1733.0,2909.0
"Mississippi, George",9284,1532.0,7700.0
"Mississippi, Greene",5766,1366.0,4361.0
"Mississippi, Grenada",11304,5029.0,6234.0
"Mississippi, Hancock",17007,3768.0,13020.0
"Mississippi, Harrison",61684,22673.0,38757.0
"Mississippi, Hinds",108662,75401.0,32949.0
"Mississippi, Holmes",9523,7765.0,1714.0
"Mississippi, Humphreys",5114,3634.0,1462.0
"Mississippi, Issaquena",946,579.0,364.0
"Mississippi, Itawamba",9834,2084.0,7663.0
"Mississippi, Jackson",54063,17781.0,35993.0
"Mississippi, Jasper",9187,5025.0,4135.0
"Mississippi, Jefferson",4470,3883.0,551.0
"Mississippi, Jefferson Davis",7350,4454.0,2871.0
"Mississippi, Jones",29161,8846.0,20157.0
"Mississippi, Kemper",5209,3256.0,1935.0
"Mississippi, Lafayette",18396,7997.0,10278.0
"Mississippi, Lamar",23806,5159.0,18497.0
"Mississippi, Lauderdale",33039,13332.0,19582.0
"Mississippi, Lawrence",6979,2587.0,4369.0
"Mississippi, Leake",9330,4151.0,5148.0
"Mississippi, Lee",34841,12021.0,22694.0
"Mississippi, Leflore",13081,8914.0,4105.0
"Mississippi, Lincoln",16353,5505.0,10781.0
"Mississippi, Lowndes",27387,13209.0,13994.0
"Mississippi, Madison",47177,19831.0,27203.0
"Mississippi, Marion",12979,4422.0,8513.0
"Mississippi, Marshall",16445,9685.0,6683.0
"Mississippi, Monroe",17422,7169.0,10184.0
"Mississippi, Montgomery",5699,2609.0,3071.0
"Mississippi, Neshoba",11352,3114.0,8209.0
"Mississippi, Newton",9735,3218.0,6479.0
"Mississippi, Noxubee",6580,5030.0,1525.0
"Mississippi, Oktibbeha",18792,9326.0,9320.0
"Mississippi, Panola",16415,8690.0,7620.0
"Mississippi, Pearl River",22326,4320.0,17881.0
"Mississippi, Perry",5640,1533.0,4067.0
"Mississippi, Pike",17992,9276.0,8651.0
"Mississippi, Pontotoc",12791,2982.0,9727.0
"Mississippi, Prentiss",10795,3020.0,7703.0
"Mississippi, Quitman",4155,2803.0,1334.0
"Mississippi, Rankin",62861,14372.0,48140.0
"Mississippi, Scott",11641,5025.0,6584.0
"Mississippi, Sharkey",2790,1907.0,873.0
"Mississippi, Simpson",12545,4817.0,7641.0
"Mississippi, Smith",8277,1968.0,6265.0
"Mississippi, Stone",7192,1996.0,5149.0
"Mississippi, Sunflower",11156,7838.0,3245.0
"Mississippi, Tallahatchie",6923,4105.0,2786.0
"Mississippi, Tate",12731,5003.0,7678.0
"Mississippi, Tippah",9629,2623.0,6937.0
"Mississippi, Tishomingo",8292,1962.0,6249.0
"Mississippi, Tunica",4323,3279.0,1017.0
"Mississippi, Union",12109,2985.0,9072.0
"Mississippi, Walthall",7749,3456.0,4253.0
"Mississippi, Warren",21709,10489.0,11152.0
"Mississippi, Washington",19555,13148.0,6347.0
"Mississippi, Wayne",9996,3890.0,6070.0
"Mississippi, Webster",5439,1349.0,4072.0
"Mississippi, Wilkinson",5122,3534.0,1560.0
"Mississippi, Winston",10190,4653.0,5497.0
"Mississippi, Yalobusha",6801,3151.0,3628.0
"Mississippi, Yazoo",11452,6116.0,5290.0
"Missouri, Adair",11871,5735.0,5891.0
"Missouri, Andrew",8790,3345.0,5279.0
"Missouri, Atchison",2976,1000.0,1936.0
"Missouri, Audrain",10781,4434.0,6167.0
"Missouri, Barry",14644,4630.0,9758.0
"Missouri, Barton",5948,1455.0,4414.0
"Missouri, Bates",8283,3271.0,4833.0
"Missouri, Benton",9567,3629.0,5759.0
"Missouri, Bollinger",5784,1690.0,3972.0
"Missouri, Boone",85251,47062.0,36849.0
"Missouri, Buchanan",39040,19164.0,19110.0
"Missouri, Butler",17338,5316.0,11805.0
"Missouri, Caldwell",4564,1814.0,2654.0
"Missouri, Callaway",19321,7580.0,11389.0
"Missouri, Camden",22133,7773.0,14074.0
"Missouri, Cape Girardeau",37355,12208.0,24768.0
"Missouri, Carroll",4538,1535.0,2955.0
"Missouri, Carter",2898,984.0,1840.0
"Missouri, Cass",50179,19844.0,29695.0
"Missouri, Cedar",6354,2060.0,4194.0
"Missouri, Chariton",4214,1799.0,2339.0
"Missouri, Christian",37697,11883.0,25382.0
"Missouri, Clark",3456,1572.0,1782.0
"Missouri, Clay",109606,53761.0,54516.0
"Missouri, Clinton",10454,4545.0,5709.0
"Missouri, Cole",38745,13959.0,24385.0
"Missouri, Cooper",8026,2996.0,4902.0
"Missouri, Crawford",10085,3911.0,6007.0
"Missouri, Dade",4112,1184.0,2864.0
"Missouri, Dallas",7683,2656.0,4895.0
"Missouri, Daviess",3786,1400.0,2263.0
"Missouri, DeKalb",4683,1692.0,2889.0
"Missouri, Dent",6868,2056.0,4655.0
"Missouri, Douglas",6712,2140.0,4405.0
"Missouri, Dunklin",11764,4540.0,7044.0
"Missouri, Franklin",49293,21256.0,27355.0
"Missouri, Gasconade",7771,2899.0,4763.0
"Missouri, Gentry",3292,1235.0,1964.0
"Missouri, Greene",135695,56181.0,77683.0
"Missouri, Grundy",4740,1580.0,3006.0
"Missouri, Harrison",3915,1287.0,2512.0
"Missouri, Henry",11159,4869.0,6095.0
"Missouri, Hickory",5115,2171.0,2850.0
"Missouri, Holt",2633,802.0,1794.0
"Missouri, Howard",4855,2036.0,2708.0
"Missouri, Howell",17029,5736.0,10982.0
"Missouri, Iron",4414,2213.0,2090.0
"Missouri, Jackson",186047,90722.0,92833.0
"Missouri, Jasper",48025,15730.0,31667.0
"Missouri, Jefferson",105704,53467.0,50804.0
"Missouri, Johnson",22080,9480.0,12183.0
"Missouri, Knox",2024,759.0,1212.0
"Missouri, Laclede",16323,5218.0,10875.0
"Missouri, Lafayette",16600,6902.0,9442.0
"Missouri, Lawrence",16637,5097.0,11263.0
"Missouri, Lewis",4502,1837.0,2594.0
"Missouri, Lincoln",23550,10234.0,12924.0
"Missouri, Linn",5931,2638.0,3140.0
"Missouri, Livingston",6552,2435.0,3993.0
"Missouri, McDonald",8135,2454.0,5499.0
"Missouri, Macon",7474,2784.0,4586.0
"Missouri, Madison",5028,2042.0,2897.0
"Missouri, Maries",4548,1599.0,2853.0
"Missouri, Marion",12553,4703.0,7705.0
"Missouri, Mercer",1748,519.0,1169.0
"Missouri, Miller",11535,3553.0,7797.0
"Missouri, Mississippi",5356,2247.0,3034.0
"Missouri, Moniteau",6665,2084.0,4467.0
"Missouri, Monroe",4314,1703.0,2533.0
"Missouri, Montgomery",5856,2347.0,3428.0
"Missouri, Morgan",9149,3565.0,5451.0
"Missouri, New Madrid",8092,3370.0,4593.0
"Missouri, Newton",25406,7450.0,17637.0
"Missouri, Nodaway",10219,4493.0,5568.0
"Missouri, Oregon",4591,1811.0,2652.0
"Missouri, Osage",7079,1907.0,5062.0
"Missouri, Ozark",4686,1661.0,2918.0
"Missouri, Pemiscot",7047,3029.0,3954.0
"Missouri, Perry",8647,3005.0,5527.0
"Missouri, Pettis",18208,6932.0,11018.0
"Missouri, Phelps",19438,7394.0,11706.0
"Missouri, Pike",7881,3487.0,4268.0
"Missouri, Platte",46480,21459.0,24460.0
"Missouri, Polk",13697,4553.0,8956.0
"Missouri, Pulaski",15000,5249.0,9552.0
"Missouri, Putnam",2339,695.0,1591.0
"Missouri, Ralls",5084,2041.0,2987.0
"Missouri, Randolph",10624,3984.0,6457.0
"Missouri, Ray",11053,5241.0,5593.0
"Missouri, Reynolds",3287,1418.0,1782.0
"Missouri, Ripley",5363,1795.0,3407.0
"Missouri, St. Charles",188529,84183.0,102550.0
"Missouri, St. Clair",4988,1886.0,2981.0
"Missouri, Ste. Genevieve",8825,4979.0,3732.0
"Missouri, St. Francois",24550,11540.0,12660.0
"Missouri, Saline",9848,4712.0,4962.0
"Missouri, Schuyler",1983,775.0,1139.0
"Missouri, Scotland",2098,793.0,1249.0
"Missouri, Scott",18026,6258.0,11563.0
"Missouri, Shannon",3838,1637.0,2075.0
"Missouri, Shelby",3316,1114.0,2166.0
"Missouri, Stoddard",13262,3899.0,9172.0
"Missouri, Stone",16387,5029.0,11147.0
"Missouri, Sullivan",2869,1173.0,1607.0
"Missouri, Taney",21664,6683.0,14736.0
"Missouri, Texas",10851,3410.0,7215.0
"Missouri, Vernon",8878,3381.0,5334.0
"Missouri, Warren",15576,6705.0,8675.0
"Missouri, Washington",9614,4711.0,4706.0
"Missouri, Wayne",6154,2243.0,3784.0
"Missouri, Webster",16356,5685.0,10431.0
"Missouri, Worth",1174,427.0,707.0
"Missouri, Wright",8514,2557.0,5784.0
"Montana, Beaverhead",4763,1617.0,3008.0
"Montana, Big Horn",5219,3516.0,1628.0
"Montana, Blaine",3014,1702.0,1139.0
"Montana, Broadwater",2775,854.0,1853.0
"Montana, Carbon",5750,2443.0,3108.0
"Montana, Carter",866,111.0,573.0
"Montana, Cascade",35396,17664.0,16857.0
"Montana, Chouteau",2866,1122.0,1634.0
"Montana, Custer",5482,2267.0,3047.0
"Montana, Daniels",1073,343.0,694.0
"Montana, Dawson",4450,1593.0,2639.0
"Montana, Deer Lodge",5074,3402.0,1502.0
"Montana, Fallon",1539,318.0,1064.0
"Montana, Fergus",6232,1933.0,4108.0
"Montana, Flathead",43744,16138.0,25559.0
"Montana, Gallatin",48169,24205.0,22578.0
"Montana, Garfield",727,110.0,598.0
"Montana, Glacier",4971,3423.0,1451.0
"Montana, Golden Valley",492,124.0,343.0
"Montana, Granite",1718,601.0,1013.0
"Montana, Hill",6661,3596.0,2787.0
"Montana, Jefferson",6341,2582.0,3538.0
"Montana, Judith Basin",1236,397.0,801.0
"Montana, Lake",13919,6766.0,6498.0
"Montana, Lewis and Clark",33433,17114.0,14966.0
"Montana, Liberty",1001,367.0,594.0
"Montana, Lincoln",9227,3025.0,5704.0
"Montana, McCone",1106,321.0,726.0
"Montana, Madison",4568,1607.0,2822.0
"Montana, Meagher",966,298.0,624.0
"Montana, Mineral",2021,845.0,1053.0
"Montana, Missoula",59104,36531.0,20743.0
"Montana, Musselshell",2306,636.0,1581.0
"Montana, Park",9815,4173.0,4376.0
"Montana, Petroleum",300,68.0,227.0
"Montana, Phillips",2224,638.0,1423.0
"Montana, Pondera",2885,1223.0,1588.0
"Montana, Powder River",1404,208.0,802.0
"Montana, Powell",2940,1021.0,1683.0
"Montana, Prairie",830,211.0,503.0
"Montana, Ravalli",22101,8400.0,13002.0
"Montana, Richland",4516,1203.0,3184.0
"Montana, Roosevelt",4947,2564.0,1473.0
"Montana, Rosebud",3810,1919.0,1768.0
"Montana, Sanders",5868,1970.0,3563.0
"Montana, Sheridan",2006,953.0,987.0
"Montana, Silver Bow",16969,11676.0,4818.0
"Montana, Stillwater",4667,1512.0,2991.0
"Montana, Sweet Grass",2299,541.0,1494.0
"Montana, Teton",3272,1294.0,1874.0
"Montana, Toole",2121,737.0,1317.0
"Montana, Treasure",486,156.0,314.0
"Montana, Valley",4426,1645.0,2121.0
"Montana, Wheatland",983,289.0,657.0
"Montana, Wibaux",563,146.0,379.0
"Montana, Yellowstone",70431,32038.0,36483.0
"Nebraska, Adams",13210,4685.0,8252.0
"Nebraska, Antelope",3185,757.0,2383.0
"Nebraska, Arthur",263,39.0,217.0
"Nebraska, Banner",416,62.0,348.0
"Nebraska, Blaine",316,43.0,266.0
"Nebraska, Boone",2836,742.0,2042.0
"Nebraska, Box Butte",4979,1886.0,2932.0
"Nebraska, Boyd",1110,250.0,839.0
"Nebraska, Brown",1567,311.0,1208.0
"Nebraska, Buffalo",19293,5867.0,13097.0
"Nebraska, Burt",3387,1413.0,1907.0
"Nebraska, Butler",3839,1190.0,2557.0
"Nebraska, Cass",12122,4753.0,7120.0
"Nebraska, Cedar",4174,1190.0,2912.0
"Nebraska, Chase",1844,341.0,1477.0
"Nebraska, Cherry",3059,599.0,2360.0
"Nebraska, Cheyenne",4839,1173.0,3572.0
"Nebraska, Clay",3033,780.0,2177.0
"Nebraska, Colfax",3203,1125.0,2018.0
"Nebraska, Cuming",4087,1274.0,2732.0
"Nebraska, Custer",5578,1192.0,4301.0
"Nebraska, Dakota",6396,2994.0,3292.0
"Nebraska, Dawes",3775,1285.0,2376.0
"Nebraska, Dawson",7986,2399.0,5460.0
"Nebraska, Deuel",993,243.0,732.0
"Nebraska, Dixon",2794,946.0,1785.0
"Nebraska, Dodge",15550,6689.0,8557.0
"Nebraska, Douglas",226701,116810.0,106291.0
"Nebraska, Dundy",1019,218.0,783.0
"Nebraska, Fillmore",2947,962.0,1913.0
"Nebraska, Franklin",1552,442.0,1079.0
"Nebraska, Frontier",1404,349.0,1034.0
"Nebraska, Furnas",2328,556.0,1725.0
"Nebraska, Gage",10160,4473.0,5435.0
"Nebraska, Garden",1138,283.0,844.0
"Nebraska, Garfield",1030,212.0,800.0
"Nebraska, Gosper",1048,260.0,776.0
"Nebraska, Grant",367,41.0,318.0
"Nebraska, Greeley",1199,458.0,715.0
"Nebraska, Hall",21271,7855.0,12977.0
"Nebraska, Hamilton",4799,1332.0,3389.0
"Nebraska, Harlan",1766,402.0,1329.0
"Nebraska, Hayes",553,85.0,461.0
"Nebraska, Hitchcock",1379,346.0,1001.0
"Nebraska, Holt",4974,1089.0,3746.0
"Nebraska, Hooker",438,75.0,355.0
"Nebraska, Howard",2996,1083.0,1847.0
"Nebraska, Jefferson",3697,1520.0,2103.0
"Nebraska, Johnson",2110,914.0,1142.0
"Nebraska, Kearney",3150,876.0,2224.0
"Nebraska, Keith",3968,974.0,2942.0
"Nebraska, Keya Paha",533,115.0,409.0
"Nebraska, Kimball",1811,439.0,1346.0
"Nebraska, Knox",4084,1255.0,2728.0
"Nebraska, Lancaster",127490,65734.0,59398.0
"Nebraska, Lincoln",16277,5046.0,10817.0
"Nebraska, Logan",416,81.0,327.0
"Nebraska, Loup",393,86.0,302.0
"Nebraska, McPherson",293,45.0,240.0
"Nebraska, Madison",14045,4142.0,9655.0
"Nebraska, Merrick",3431,986.0,2375.0
"Nebraska, Morrill",2351,557.0,1725.0
"Nebraska, Nance",1707,549.0,1116.0
"Nebraska, Nemaha",3474,1240.0,2134.0
"Nebraska, Nuckolls",2221,657.0,1498.0
"Nebraska, Otoe",7092,2915.0,4033.0
"Nebraska, Pawnee",1384,483.0,859.0
"Nebraska, Perkins",1420,310.0,1092.0
"Nebraska, Phelps",4473,1050.0,3360.0
"Nebraska, Pierce",3226,783.0,2385.0
"Nebraska, Platte",13420,3796.0,9373.0
"Nebraska, Polk",2543,668.0,1822.0
"Nebraska, Red Willow",5044,1216.0,3735.0
"Nebraska, Richardson",3968,1513.0,2342.0
"Nebraska, Rock",801,139.0,640.0
"Nebraska, Saline",5251,2674.0,2434.0
"Nebraska, Sarpy",68022,28010.0,38816.0
"Nebraska, Saunders",10212,3767.0,6188.0
"Nebraska, Scotts Bluff",14730,4745.0,9708.0
"Nebraska, Seward",7529,2703.0,4647.0
"Nebraska, Sheridan",2462,454.0,1941.0
"Nebraska, Sherman",1572,585.0,950.0
"Nebraska, Sioux",732,117.0,603.0
"Nebraska, Stanton",2495,664.0,1781.0
"Nebraska, Thayer",2659,860.0,1749.0
"Nebraska, Thomas",390,51.0,331.0
"Nebraska, Thurston",2126,1120.0,972.0
"Nebraska, Valley",2423,706.0,1657.0
"Nebraska, Washington",10320,3711.0,6425.0
"Nebraska, Wayne",3808,1249.0,2503.0
"Nebraska, Webster",1817,552.0,1233.0
"Nebraska, Wheeler",440,96.0,334.0
"Nebraska, York",6568,1607.0,4848.0
"Nevada, Churchill",10605,3494.0,6832.0
"Nevada, Clark",651172,380765.0,257078.0
"Nevada, Douglas",25904,10672.0,14648.0
"Nevada, Elko",16019,4541.0,10969.0
"Nevada, Esmeralda",439,104.0,303.0
"Nevada, Eureka",745,144.0,564.0
"Nevada, Humboldt",5664,1909.0,3586.0
"Nevada, Lander",2102,577.0,1466.0
"Nevada, Lincoln",2107,518.0,1498.0
"Nevada, Lyon",21103,8405.0,12154.0
"Nevada, Mineral",2307,1082.0,1131.0
"Nevada, Nye",17491,7226.0,9537.0
"Nevada, Pershing",1836,673.0,1075.0
"Nevada, Storey",2418,1102.0,1247.0
"Nevada, Washoe",180414,99671.0,76880.0
"Nevada, White Pine",3842,1230.0,2440.0
"Nevada, Carson City",23680,11623.0,11419.0
"New Hampshire, Belknap",33614,16796.0,16402.0
"New Hampshire, Carroll",29056,15221.0,13387.0
"New Hampshire, Cheshire",42823,26971.0,15205.0
"New Hampshire, Coos",16348,9532.0,6558.0
"New Hampshire, Grafton",49890,31446.0,17687.0
"New Hampshire, Hillsborough",204709,104820.0,97178.0
"New Hampshire, Merrimack",80106,45078.0,34010.0
"New Hampshire, Rockingham",167822,83723.0,81917.0
"New Hampshire, Strafford",63848,37990.0,25021.0
"New Hampshire, Sullivan",22754,13249.0,9169.0
"New Jersey, Atlantic",118073,67830.0,49902.0
"New Jersey, Bergen",412638,225367.0,186118.0
"New Jersey, Burlington",221414,131219.0,89626.0
"New Jersey, Camden",233593,159259.0,73819.0
"New Jersey, Cape May",50381,22893.0,27288.0
"New Jersey, Cumberland",57484,34919.0,22360.0
"New Jersey, Essex",315004,240306.0,74063.0
"New Jersey, Gloucester",137982,77267.0,60315.0
"New Jersey, Hudson",210148,154140.0,55360.0
"New Jersey, Hunterdon",69099,29776.0,39092.0
"New Jersey, Mercer",158549,107926.0,50223.0
"New Jersey, Middlesex",318379,193812.0,123695.0
"New Jersey, Monmouth",309915,148737.0,160433.0
"New Jersey, Morris",245148,112275.0,132331.0
"New Jersey, Ocean",271460,110189.0,160677.0
"New Jersey, Passaic",186196,113257.0,72552.0
"New Jersey, Salem",30959,16044.0,14816.0
"New Jersey, Somerset",149763,79321.0,70085.0
"New Jersey, Sussex",73340,28840.0,44184.0
"New Jersey, Union",220650,141417.0,78768.0
"New Jersey, Warren",48323,20628.0,27500.0
"New Mexico, Bernalillo",285778,171556.0,110521.0
"New Mexico, Catron",2112,664.0,1398.0
"New Mexico, Chaves",22112,8197.0,13651.0
"New Mexico, Cibola",9097,5827.0,3131.0
"New Mexico, Colfax",6384,3490.0,2805.0
"New Mexico, Curry",14438,4670.0,9599.0
"New Mexico, De Baca",1044,359.0,676.0
"New Mexico, Eddy",20093,7351.0,12500.0
"New Mexico, Grant",13755,8142.0,5406.0
"New Mexico, Guadalupe",2196,1557.0,620.0
"New Mexico, Harding",626,260.0,358.0
"New Mexico, Hidalgo",1951,993.0,936.0
"New Mexico, Lea",18645,5108.0,13347.0
"New Mexico, Lincoln",9696,3535.0,6001.0
"New Mexico, Los Alamos",11069,5824.0,5064.0
"New Mexico, Luna",8340,4311.0,3870.0
"New Mexico, McKinley",23207,16572.0,6382.0
"New Mexico, Mora",2760,2168.0,569.0
"New Mexico, Otero",21766,8610.0,12806.0
"New Mexico, Quay",3996,1547.0,2367.0
"New Mexico, Rio Arriba",16940,12703.0,4086.0
"New Mexico, Roosevelt",6720,2303.0,4311.0
"New Mexico, Sandoval",58630,32669.0,25193.0
"New Mexico, San Juan",46511,18028.0,27869.0
"New Mexico, San Miguel",12941,10320.0,2478.0
"New Mexico, Santa Fe",72223,55567.0,15807.0
"New Mexico, Sierra",5485,2352.0,3017.0
"New Mexico, Socorro",7895,4696.0,3032.0
"New Mexico, Taos",16886,13816.0,2866.0
"New Mexico, Torrance",6941,3087.0,3735.0
"New Mexico, Union",1742,492.0,1227.0
"New Mexico, Valencia",28899,15366.0,13136.0
"New York, Albany",147136,93937.0,50586.0
"New York, Allegany",18368,7016.0,11013.0
"New York, Bronx",381286,338261.0,41683.0
"New York, Broome",88718,47204.0,40077.0
"New York, Cattaraugus",32588,14307.0,17770.0
"New York, Cayuga",33992,18128.0,15243.0
"New York, Chautauqua",58772,29129.0,28579.0
"New York, Chemung",38695,18888.0,19364.0
"New York, Chenango",20847,10100.0,10337.0
"New York, Clinton",33314,20216.0,12579.0
"New York, Columbia",31408,17556.0,13337.0
"New York, Cortland",21900,11861.0,9678.0
"New York, Delaware",20389,9462.0,10524.0
"New York, Dutchess",132254,71060.0,59628.0
"New York, Erie",441985,256299.0,178815.0
