Location,total_votes,2008_democrat_votes,2008_republican_votes
"Illinois, Edwards",3350,1140.0,2137.0
"Illinois, Effingham",16835,5262.0,11323.0
"Illinois, Fayette",9680,3967.0,5499.0
"Illinois, Ford",6386,2227.0,4079.0
"Illinois, Franklin",18641,8880.0,9404.0
"Illinois, Fulton",16323,9732.0,6251.0
"Illinois, Gallatin",2859,1587.0,1212.0
"Illinois, Greene",5807,2619.0,3053.0
"Illinois, Grundy",22171,11063.0,10687.0
"Illinois, Hamilton",4264,1796.0,2353.0
"Illinois, Hancock",9469,4141.0,5161.0
"Illinois, Hardin",2255,892.0,1330.0
"Illinois, Henderson",3814,2215.0,1541.0
"Illinois, Henry",24785,13181.0,11263.0
"Illinois, Iroquois",13596,4643.0,8695.0
"Illinois, Jackson",25532,15248.0,9687.0
"Illinois, Jasper",5131,2063.0,2964.0
"Illinois, Jefferson",17141,7462.0,9302.0
"Illinois, Jersey",10583,5042.0,5329.0
"Illinois, Jo Daviess",11750,6403.0,5170.0
"Illinois, Johnson",5901,1871.0,3912.0
"Illinois, Kane",193299,106756.0,83963.0
"Illinois, Kankakee",48016,24750.0,22527.0
"Illinois, Kendall",46631,24742.0,21380.0
"Illinois, Knox",23988,14191.0,9419.0
"Illinois, Lake",299105,177242.0,118545.0
"Illinois, LaSalle",50185,27443.0,21872.0
"Illinois, Lawrence",6536,3016.0,3403.0
"Illinois, Lee",16318,7765.0,8258.0
"Illinois, Livingston",15625,6189.0,9191.0
"Illinois, Logan",12896,5250.0,7429.0
"Illinois, McDonough",13042,6783.0,6055.0
"Illinois, McHenry",139268,72288.0,64845.0
"Illinois, McLean",75750,37689.0,36767.0
"Illinois, Macon",51216,25487.0,24948.0
"Illinois, Macoupin",22373,12090.0,9891.0
"Illinois, Madison",128334,68979.0,57177.0
"Illinois, Marion",17364,8345.0,8691.0
"Illinois, Marshall",6333,3081.0,3145.0
"Illinois, Mason",6808,3542.0,3141.0
"Illinois, Massac",7186,2693.0,4371.0
"Illinois, Menard",6464,2706.0,3672.0
"Illinois, Mercer",8848,4887.0,3833.0
"Illinois, Monroe",18083,7953.0,9881.0
"Illinois, Montgomery",12871,6491.0,6150.0
"Illinois, Morgan",15353,7467.0,7591.0
"Illinois, Moultrie",6260,2668.0,3471.0
"Illinois, Ogle",24850,11253.0,13144.0
"Illinois, Peoria",81704,45906.0,34579.0
"Illinois, Perry",9995,4701.0,5086.0
"Illinois, Piatt",8999,3859.0,4991.0
"Illinois, Pike",7616,3024.0,4457.0
"Illinois, Pope",2231,845.0,1343.0
"Illinois, Pulaski",3270,1638.0,1593.0
"Illinois, Putnam",3337,1900.0,1378.0
"Illinois, Randolph",15202,7395.0,7538.0
"Illinois, Richland",7650,3181.0,4329.0
"Illinois, Rock Island",68401,42210.0,25364.0
"Illinois, St. Clair",125744,76160.0,47958.0
"Illinois, Saline",11428,5083.0,6099.0
"Illinois, Sangamon",99828,51300.0,46945.0
"Illinois, Schuyler",3823,1900.0,1833.0
"Illinois, Scott",2600,1090.0,1455.0
"Illinois, Shelby",10868,4245.0,6396.0
"Illinois, Stark",2907,1357.0,1513.0
"Illinois, Stephenson",21605,11349.0,9909.0
"Illinois, Tazewell",63854,29384.0,33247.0
"Illinois, Union",9116,3918.0,5003.0
"Illinois, Vermilion",32872,16246.0,16054.0
"Illinois, Wabash",5782,2462.0,3254.0
"Illinois, Warren",8029,4286.0,3637.0
"Illinois, Washington",7932,3342.0,4473.0
"Illinois, Wayne",8071,2547.0,5390.0
"Illinois, White",7453,3315.0,3987.0
"Illinois, Whiteside",26906,15607.0,10883.0
"Illinois, Will",286420,160406.0,122597.0
"Illinois, Williamson",30821,12914.0,17387.0
"Illinois, Winnebago",126031,70034.0,53886.0
"Illinois, Woodford",19483,6999.0,12191.0
"Indiana, Adams",13513,4928.0,8404.0
"Indiana, Allen",150324,71263.0,77793.0
"Indiana, Bartholomew",31043,13567.0,17067.0
"Indiana, Benton",3814,1563.0,2183.0
"Indiana, Blackford",5441,2677.0,2690.0
"Indiana, Boone",26647,9752.0,16622.0
"Indiana, Brown",8055,3854.0,4060.0
"Indiana, Carroll",8736,3736.0,4858.0
"Indiana, Cass",15653,7011.0,8346.0
"Indiana, Clark",47725,21953.0,25326.0
"Indiana, Clay",11395,4954.0,6267.0
"Indiana, Clinton",12392,5307.0,6919.0
"Indiana, Crawford",4744,2286.0,2393.0
"Indiana, Daviess",10586,3370.0,7098.0
"Indiana, Dearborn",22217,7123.0,14886.0
"Indiana, Decatur",10488,3892.0,6449.0
"Indiana, DeKalb",17149,7175.0,9780.0
"Indiana, Delaware",49863,28384.0,20916.0
"Indiana, Dubois",18565,8748.0,9526.0
"Indiana, Elkhart",71458,31398.0,39396.0
"Indiana, Fayette",9462,4389.0,4917.0
"Indiana, Floyd",36537,16263.0,19957.0
"Indiana, Fountain",7410,3094.0,4158.0
"Indiana, Franklin",10610,3404.0,7018.0
"Indiana, Fulton",9006,3702.0,5147.0
"Indiana, Gibson",15095,6455.0,8449.0
"Indiana, Grant",26299,11293.0,14734.0
"Indiana, Greene",13629,5709.0,7691.0
"Indiana, Hamilton",129064,49704.0,78401.0
"Indiana, Hancock",34253,11874.0,22008.0
"Indiana, Harrison",18091,7288.0,10551.0
"Indiana, Hendricks",64955,24548.0,39728.0
"Indiana, Henry",21319,10059.0,10896.0
"Indiana, Howard",38624,17871.0,20248.0
"Indiana, Huntington",16328,5843.0,10291.0
"Indiana, Jackson",17374,7354.0,9726.0
"Indiana, Jasper",12875,5044.0,7669.0
"Indiana, Jay",8315,3748.0,4401.0
"Indiana, Jefferson",13490,6255.0,7053.0
"Indiana, Jennings",11839,5312.0,6261.0
"Indiana, Johnson",58644,21553.0,36487.0
"Indiana, Knox",16424,7569.0,8639.0
"Indiana, Kosciusko",30134,9236.0,20488.0
"Indiana, LaGrange",9491,3663.0,5702.0
"Indiana, Lake",208757,139301.0,67742.0
"Indiana, LaPorte",46919,28258.0,17918.0
"Indiana, Lawrence",18534,7208.0,11018.0
"Indiana, Madison",57340,30152.0,26403.0
"Indiana, Marion",379362,241987.0,134313.0
"Indiana, Marshall",18550,7889.0,10406.0
"Indiana, Martin",4903,1706.0,3122.0
"Indiana, Miami",14113,5564.0,8312.0
"Indiana, Monroe",63215,41450.0,21118.0
"Indiana, Montgomery",15285,6013.0,9060.0
"Indiana, Morgan",28811,10330.0,18129.0
"Indiana, Newton",6045,2625.0,3301.0
"Indiana, Noble",16974,7064.0,9673.0
"Indiana, Ohio",2918,1158.0,1713.0
"Indiana, Orange",8086,3390.0,4536.0
"Indiana, Owen",8170,3570.0,4415.0
"Indiana, Parke",6964,2924.0,3909.0
"Indiana, Perry",8490,5141.0,3202.0
"Indiana, Pike",6028,2700.0,3221.0
"Indiana, Porter",73916,39178.0,33857.0
"Indiana, Posey",12771,5828.0,6804.0
"Indiana, Pulaski",5964,2466.0,3388.0
"Indiana, Putnam",14646,6334.0,8086.0
"Indiana, Randolph",10808,4839.0,5788.0
"Indiana, Ripley",12188,4187.0,7794.0
"Indiana, Rush",7629,3229.0,4271.0
"Indiana, St. Joseph",118389,68710.0,48510.0
"Indiana, Scott",8877,4271.0,4445.0
"Indiana, Shelby",17574,6987.0,10333.0
"Indiana, Spencer",10181,5039.0,5001.0
"Indiana, Starke",9466,4778.0,4473.0
"Indiana, Steuben",14146,6284.0,7674.0
"Indiana, Sullivan",8782,4284.0,4343.0
"Indiana, Switzerland",3640,1638.0,1940.0
"Indiana, Tippecanoe",68436,37781.0,29822.0
"Indiana, Tipton",7827,3250.0,4452.0
"Indiana, Union",3348,1224.0,2061.0
"Indiana, Vanderburgh",77656,39423.0,37512.0
"Indiana, Vermillion",7135,4003.0,3010.0
"Indiana, Vigo",43706,25040.0,18121.0
"Indiana, Wabash",13871,5456.0,8238.0
"Indiana, Warren",3998,1755.0,2166.0
"Indiana, Warrick",28665,12329.0,16013.0
"Indiana, Washington",11305,4562.0,6519.0
"Indiana, Wayne",28562,13459.0,14558.0
"Indiana, Wells",13073,4403.0,8504.0
"Indiana, White",10767,4839.0,5731.0
"Indiana, Whitley",15188,5862.0,9124.0
"Iowa, Adair",4053,1924.0,2060.0
"Iowa, Adams",2206,1118.0,1046.0
"Iowa, Allamakee",7059,3971.0,2965.0
"Iowa, Appanoose",6176,2970.0,3086.0
"Iowa, Audubon",3435,1739.0,1634.0
"Iowa, Benton",13712,7058.0,6447.0
"Iowa, Black Hawk",64775,39184.0,24662.0
"Iowa, Boone",13929,7356.0,6293.0
"Iowa, Bremer",12871,6940.0,5741.0
"Iowa, Buchanan",10338,6050.0,4139.0
"Iowa, Buena Vista",8418,4075.0,4223.0
"Iowa, Butler",7166,3364.0,3700.0
"Iowa, Calhoun",5195,2341.0,2741.0
"Iowa, Carroll",10387,5302.0,4922.0
"Iowa, Cass",7350,3211.0,4006.0
"Iowa, Cedar",9665,5221.0,4289.0
"Iowa, Cerro Gordo",24140,14405.0,9375.0
"Iowa, Cherokee",6365,2890.0,3372.0
"Iowa, Chickasaw",6583,3923.0,2557.0
"Iowa, Clarke",4443,2218.0,2118.0
"Iowa, Clay",8398,3925.0,4355.0
"Iowa, Clayton",8989,5195.0,3651.0
"Iowa, Clinton",24719,15018.0,9324.0
"Iowa, Crawford",7191,3715.0,3345.0
"Iowa, Dallas",32640,15149.0,16954.0
"Iowa, Davis",3815,1680.0,2029.0
"Iowa, Decatur",4102,1986.0,2020.0
"Iowa, Delaware",8901,4649.0,4113.0
"Iowa, Des Moines",20570,12462.0,7721.0
"Iowa, Dickinson",9906,4625.0,5162.0
"Iowa, Dubuque",47953,28611.0,18651.0
"Iowa, Emmet",5015,2570.0,2373.0
"Iowa, Fayette",10259,5908.0,4205.0
"Iowa, Floyd",8091,4822.0,3051.0
"Iowa, Franklin",5148,2575.0,2501.0
"Iowa, Fremont",3894,1848.0,1989.0
"Iowa, Greene",4804,2371.0,2349.0
"Iowa, Grundy",6828,2790.0,3945.0
"Iowa, Guthrie",5847,2625.0,3074.0
"Iowa, Hamilton",8078,4018.0,3913.0
"Iowa, Hancock",5930,2805.0,3016.0
"Iowa, Hardin",8859,4393.0,4315.0
"Iowa, Harrison",7578,3555.0,3909.0
"Iowa, Henry",9377,4349.0,4822.0
"Iowa, Howard",4728,2941.0,1722.0
"Iowa, Humboldt",5122,2160.0,2895.0
"Iowa, Ida",3547,1454.0,2036.0
"Iowa, Iowa",8546,4202.0,4188.0
"Iowa, Jackson",9955,6102.0,3673.0
"Iowa, Jasper",19421,10250.0,8794.0
"Iowa, Jefferson",8631,5070.0,3324.0
"Iowa, Johnson",72975,51027.0,20732.0
"Iowa, Jones",10004,5446.0,4405.0
"Iowa, Keokuk",5361,2518.0,2712.0
"Iowa, Kossuth",9097,4625.0,4329.0
"Iowa, Lee",17224,9821.0,7062.0
"Iowa, Linn",113355,68037.0,43626.0
"Iowa, Louisa",4920,2523.0,2314.0
"Iowa, Lucas",4471,2029.0,2330.0
"Iowa, Lyon",6217,1675.0,4471.0
"Iowa, Madison",8480,3733.0,4579.0
"Iowa, Mahaska",10932,4464.0,6271.0
"Iowa, Marion",17030,7421.0,9256.0
"Iowa, Marshall",18657,10023.0,8278.0
"Iowa, Mills",7282,2976.0,4183.0
"Iowa, Mitchell",5766,3179.0,2469.0
"Iowa, Monona",4796,2295.0,2411.0
"Iowa, Monroe",3873,1798.0,2000.0
"Iowa, Montgomery",5287,2326.0,2887.0
"Iowa, Muscatine",19119,10920.0,7929.0
"Iowa, O'Brien",7333,2338.0,4894.0
"Iowa, Osceola",3127,1037.0,2027.0
"Iowa, Page",7356,2900.0,4351.0
"Iowa, Palo Alto",4806,2428.0,2294.0
"Iowa, Plymouth",12512,4629.0,7765.0
"Iowa, Pocahontas",4011,1800.0,2138.0
"Iowa, Polk",214386,120984.0,89668.0
"Iowa, Pottawattamie",42320,20436.0,21237.0
"Iowa, Poweshiek",10031,5519.0,4340.0
"Iowa, Ringgold",2689,1236.0,1401.0
"Iowa, Sac",5053,2256.0,2705.0
"Iowa, Scott",86371,48927.0,36365.0
"Iowa, Shelby",6453,2863.0,3488.0
"Iowa, Sioux",16664,3030.0,13490.0
"Iowa, Story",46575,26548.0,18995.0
"Iowa, Tama",8850,4899.0,3820.0
"Iowa, Taylor",3026,1347.0,1607.0
"Iowa, Union",5909,3000.0,2781.0
"Iowa, Van Buren",3608,1546.0,1986.0
"Iowa, Wapello",15931,8820.0,6663.0
"Iowa, Warren",24880,12299.0,12144.0
"Iowa, Washington",10626,5170.0,5247.0
"Iowa, Wayne",2980,1357.0,1565.0
"Iowa, Webster",18554,9917.0,8337.0
"Iowa, Winnebago",6082,3254.0,2730.0
"Iowa, Winneshiek",11280,6829.0,4273.0
"Iowa, Woodbury",44801,21983.0,22219.0
"Iowa, Worth",4257,2567.0,1612.0
"Iowa, Wright",6395,3102.0,3198.0
"Kansas, Allen",5855,2189.0,3552.0
"Kansas, Anderson",3626,1175.0,2362.0
"Kansas, Atchison",7191,3241.0,3791.0
"Kansas, Barber",2462,598.0,1833.0
"Kansas, Barton",11057,3027.0,7802.0
"Kansas, Bourbon",6781,2394.0,4240.0
"Kansas, Brown",4376,1317.0,2985.0
"Kansas, Butler",27873,9159.0,18155.0
"Kansas, Chase",1384,383.0,976.0
"Kansas, Chautauqua",1852,401.0,1418.0
"Kansas, Cherokee",9665,3594.0,5886.0
"Kansas, Cheyenne",1498,323.0,1148.0
"Kansas, Clark",1159,245.0,897.0
"Kansas, Clay",4054,1009.0,2998.0
"Kansas, Cloud",4451,1233.0,3121.0
"Kansas, Coffey",4232,1121.0,3054.0
"Kansas, Comanche",974,194.0,765.0
"Kansas, Cowley",13787,5012.0,8492.0
"Kansas, Crawford",16075,7957.0,7735.0
"Kansas, Decatur",1548,343.0,1189.0
"Kansas, Dickinson",8667,2422.0,6081.0
"Kansas, Doniphan",3564,1115.0,2372.0
"Kansas, Douglas",53398,34398.0,17929.0
"Kansas, Edwards",1357,333.0,995.0
"Kansas, Elk",1434,363.0,1042.0
"Kansas, Ellis",12447,4010.0,8207.0
"Kansas, Ellsworth",2938,851.0,2021.0
"Kansas, Finney",10354,3275.0,6926.0
"Kansas, Ford",8864,2991.0,5730.0
"Kansas, Franklin",11739,4433.0,7079.0
"Kansas, Geary",8094,3491.0,4492.0
"Kansas, Gove",1418,261.0,1136.0
"Kansas, Graham",1423,325.0,1060.0
"Kansas, Grant",2661,635.0,1995.0
"Kansas, Gray",2119,436.0,1643.0
"Kansas, Greeley",745,151.0,591.0
"Kansas, Greenwood",2279,622.0,1619.0
"Kansas, Hamilton",1096,233.0,844.0
"Kansas, Harper",2796,736.0,1999.0
"Kansas, Harvey",15613,6318.0,9006.0
"Kansas, Haskell",1570,278.0,1277.0
"Kansas, Hodgeman",1096,211.0,865.0
"Kansas, Jackson",6253,2308.0,3811.0
"Kansas, Jefferson",8950,3542.0,5220.0
"Kansas, Jewell",1584,313.0,1231.0
"Kansas, Johnson",283432,127091.0,152627.0
"Kansas, Kearny",1482,309.0,1159.0
"Kansas, Kingman",3664,963.0,2603.0
"Kansas, Kiowa",1135,200.0,912.0
"Kansas, Labette",9031,3839.0,5001.0
"Kansas, Lane",1027,193.0,814.0
"Kansas, Leavenworth",30591,13255.0,16791.0
"Kansas, Lincoln",1586,347.0,1204.0
"Kansas, Linn",4617,1425.0,3086.0
"Kansas, Logan",1440,225.0,1187.0
"Kansas, Lyon",12911,5924.0,6698.0
"Kansas, McPherson",13386,4218.0,8937.0
"Kansas, Marion",6059,1801.0,4159.0
"Kansas, Marshall",5036,1784.0,3157.0
"Kansas, Meade",1931,357.0,1540.0
"Kansas, Miami",15377,5742.0,9382.0
"Kansas, Mitchell",3203,701.0,2440.0
"Kansas, Montgomery",13907,4338.0,9309.0
"Kansas, Morris",2841,907.0,1875.0
"Kansas, Morton",1402,229.0,1153.0
"Kansas, Nemaha",5359,1432.0,3817.0
"Kansas, Neosho",7192,2563.0,4473.0
"Kansas, Ness",1525,289.0,1207.0
"Kansas, Norton",2415,497.0,1878.0
"Kansas, Osage",7544,2534.0,4820.0
"Kansas, Osborne",1930,403.0,1490.0
"Kansas, Ottawa",3086,704.0,2323.0
"Kansas, Pawnee",2879,882.0,1946.0
"Kansas, Phillips",2667,525.0,2105.0
"Kansas, Pottawatomie",9837,2599.0,6929.0
"Kansas, Pratt",4190,1294.0,2822.0
"Kansas, Rawlins",1549,273.0,1247.0
"Kansas, Reno",26512,9916.0,16112.0
"Kansas, Republic",2671,640.0,1978.0
"Kansas, Rice",4021,1163.0,2780.0
"Kansas, Riley",22997,10495.0,12111.0
"Kansas, Rooks",2588,468.0,2068.0
"Kansas, Rush",1781,504.0,1225.0
"Kansas, Russell",3293,736.0,2509.0
"Kansas, Saline",22788,8186.0,14165.0
"Kansas, Scott",2179,321.0,1823.0
"Kansas, Sedgwick",192733,82337.0,106849.0
"Kansas, Seward",5336,1493.0,3791.0
"Kansas, Shawnee",84177,41235.0,41476.0
"Kansas, Sheridan",1376,254.0,1108.0
"Kansas, Sherman",2704,688.0,1959.0
"Kansas, Smith",2204,446.0,1719.0
"Kansas, Stafford",2074,542.0,1495.0
"Kansas, Stanton",827,188.0,628.0
"Kansas, Stevens",2127,283.0,1815.0
"Kansas, Sumner",10337,3353.0,6737.0
"Kansas, Thomas",3673,787.0,2837.0
"Kansas, Trego",1671,420.0,1225.0
"Kansas, Wabaunsee",3521,1036.0,2395.0
"Kansas, Wallace",804,96.0,690.0
"Kansas, Washington",2980,659.0,2248.0
"Kansas, Wichita",1019,163.0,840.0
"Kansas, Wilson",4121,1170.0,2850.0
"Kansas, Woodson",1599,512.0,1055.0
"Kansas, Wyandotte",57169,39865.0,16506.0
"Kentucky, Adair",7298,1668.0,5512.0
"Kentucky, Allen",7390,2024.0,5258.0
"Kentucky, Anderson",10552,3462.0,6885.0
"Kentucky, Ballard",4060,1427.0,2537.0
"Kentucky, Barren",16807,5434.0,11133.0
"Kentucky, Bath",4543,2210.0,2234.0
"Kentucky, Bell",9598,2782.0,6681.0
"Kentucky, Boone",50774,16292.0,33812.0
"Kentucky, Bourbon",8330,3385.0,4820.0
"Kentucky, Boyd",20670,8886.0,11430.0
"Kentucky, Boyle",12635,4769.0,7701.0
"Kentucky, Bracken",3399,1241.0,2066.0
"Kentucky, Breathitt",5030,2205.0,2671.0
"Kentucky, Breckinridge",8522,3110.0,5281.0
"Kentucky, Bullitt",30726,10177.0,20102.0
"Kentucky, Butler",5307,1555.0,3696.0
"Kentucky, Caldwell",6199,2212.0,3866.0
"Kentucky, Calloway",15404,6165.0,8991.0
"Kentucky, Campbell",40297,15622.0,24046.0
"Kentucky, Carlisle",2617,879.0,1699.0
"Kentucky, Carroll",3835,1716.0,2032.0
"Kentucky, Carter",9813,4316.0,5252.0
"Kentucky, Casey",5957,1219.0,4679.0
"Kentucky, Christian",22778,8880.0,13699.0
"Kentucky, Clark",15628,5749.0,9664.0
"Kentucky, Clay",7364,1552.0,5710.0
"Kentucky, Clinton",4172,761.0,3366.0
"Kentucky, Crittenden",3930,1254.0,2604.0
"Kentucky, Cumberland",2797,697.0,2056.0
"Kentucky, Daviess",43622,19282.0,23692.0
"Kentucky, Edmonson",5270,1652.0,3562.0
"Kentucky, Elliott",2515,1535.0,902.0
"Kentucky, Estill",5314,1555.0,3685.0
"Kentucky, Fayette",127639,66042.0,59884.0
"Kentucky, Fleming",5832,2279.0,3432.0
"Kentucky, Floyd",15659,7530.0,7741.0
"Kentucky, Franklin",24079,11767.0,11911.0
"Kentucky, Fulton",2825,1238.0,1530.0
"Kentucky, Gallatin",3193,1278.0,1840.0
"Kentucky, Garrard",7210,2012.0,5118.0
"Kentucky, Grant",8754,3112.0,5510.0
"Kentucky, Graves",16155,5843.0,10056.0
"Kentucky, Grayson",9903,3154.0,6605.0
"Kentucky, Green",5079,1204.0,3785.0
"Kentucky, Greenup",15798,6621.0,8849.0
"Kentucky, Hancock",4144,2135.0,1928.0
"Kentucky, Hardin",39990,15650.0,23896.0
"Kentucky, Harlan",9914,2586.0,7165.0
"Kentucky, Harrison",7590,2916.0,4520.0
"Kentucky, Hart",6818,2290.0,4397.0
"Kentucky, Henderson",19861,10049.0,9523.0
"Kentucky, Henry",6919,2725.0,4081.0
"Kentucky, Hickman",2250,812.0,1406.0
"Kentucky, Hopkins",19348,7104.0,11916.0
"Kentucky, Jackson",5224,743.0,4407.0
"Kentucky, Jefferson",353892,196435.0,153957.0
"Kentucky, Jessamine",20214,6236.0,13711.0
"Kentucky, Johnson",8517,2407.0,5948.0
"Kentucky, Kenton",68213,26480.0,40714.0
"Kentucky, Knott",5820,2612.0,3070.0
"Kentucky, Knox",11389,3074.0,8150.0
"Kentucky, Larue",6178,1913.0,4153.0
"Kentucky, Laurel",22500,4618.0,17660.0
"Kentucky, Lawrence",5649,2036.0,3503.0
"Kentucky, Lee",2773,752.0,1978.0
"Kentucky, Leslie",4397,766.0,3574.0
"Kentucky, Letcher",8235,2623.0,5367.0
"Kentucky, Lewis",4791,1510.0,3213.0
"Kentucky, Lincoln",9151,2752.0,6273.0
"Kentucky, Livingston",4593,1622.0,2890.0
"Kentucky, Logan",10890,3811.0,6925.0
"Kentucky, Lyon",3855,1577.0,2220.0
"Kentucky, McCracken",30754,11285.0,19043.0
"Kentucky, McCreary",5407,1258.0,4078.0
"Kentucky, McLean",4422,1963.0,2386.0
"Kentucky, Madison",32537,12392.0,19694.0
"Kentucky, Magoffin",4651,2105.0,2434.0
"Kentucky, Marion",7615,3596.0,3842.0
"Kentucky, Marshall",15487,5683.0,9512.0
"Kentucky, Martin",3692,808.0,2824.0
"Kentucky, Mason",7121,2891.0,4102.0
"Kentucky, Meade",11206,4343.0,6691.0
"Kentucky, Menifee",2489,1276.0,1155.0
"Kentucky, Mercer",10060,3159.0,6781.0
"Kentucky, Metcalfe",4199,1350.0,2734.0
"Kentucky, Monroe",4665,1067.0,3537.0
"Kentucky, Montgomery",10331,4234.0,5947.0
"Kentucky, Morgan",4379,1879.0,2396.0
"Kentucky, Muhlenberg",12889,6221.0,6447.0
"Kentucky, Nelson",18146,7654.0,10139.0
"Kentucky, Nicholas",2970,1272.0,1634.0
"Kentucky, Ohio",9938,4059.0,5687.0
"Kentucky, Oldham",29316,10000.0,18997.0
"Kentucky, Owen",4751,1694.0,2969.0
"Kentucky, Owsley",1686,381.0,1279.0
"Kentucky, Pendleton",5802,2027.0,3676.0
"Kentucky, Perry",10375,3444.0,6762.0
"Kentucky, Pike",22643,9525.0,12655.0
"Kentucky, Powell",4972,2065.0,2837.0
"Kentucky, Pulaski",25766,5590.0,19862.0
"Kentucky, Robertson",1015,451.0,533.0
"Kentucky, Rockcastle",6274,1410.0,4757.0
"Kentucky, Rowan",8154,4074.0,3907.0
"Kentucky, Russell",7475,1569.0,5779.0
"Kentucky, Scott",19730,7712.0,11782.0
"Kentucky, Shelby",18540,6871.0,11451.0
"Kentucky, Simpson",7309,2775.0,4437.0
"Kentucky, Spencer",8049,2519.0,5378.0
"Kentucky, Taylor",10860,3165.0,7568.0
"Kentucky, Todd",4941,1543.0,3336.0
"Kentucky, Trigg",6527,2246.0,4189.0
"Kentucky, Trimble",3812,1484.0,2239.0
"Kentucky, Union",6034,2804.0,3120.0
"Kentucky, Warren",44145,17669.0,25993.0
"Kentucky, Washington",5275,1890.0,3305.0
"Kentucky, Wayne",7196,2201.0,4868.0
"Kentucky, Webster",5540,2390.0,3037.0
"Kentucky, Whitley",13704,3484.0,10015.0
"Kentucky, Wolfe",2968,1493.0,1408.0
"Kentucky, Woodford",12297,5027.0,7130.0
"Maine, Androscoggin",54850,31017.0,22671.0
"Maine, Aroostook",35994,19345.0,15898.0
"Maine, Cumberland",164151,105218.0,56186.0
"Maine, Franklin",17178,10113.0,6627.0
"Maine, Hancock",32165,18895.0,12686.0
"Maine, Kennebec",65986,37238.0,27482.0
"Maine, Knox",22980,13728.0,8816.0
"Maine, Lincoln",21584,11886.0,9287.0
"Maine, Oxford",31650,17940.0,12863.0
"Maine, Penobscot",80467,41614.0,37495.0
"Maine, Piscataquis",9434,4430.0,4785.0
"Maine, Sagadahoc",21301,12152.0,8721.0
"Maine, Somerset",25758,13335.0,11867.0
"Maine, Waldo",21850,11967.0,9423.0
"Maine, Washington",16654,8246.0,8077.0
"Maine, York",109161,64799.0,42389.0
"Maryland, Allegany",29742,10693.0,18405.0
"Maryland, Anne Arundel",259619,125015.0,129682.0
"Maryland, Baltimore",380938,214151.0,158714.0
"Maryland, Calvert",44057,20299.0,23095.0
"Maryland, Caroline",13218,4971.0,8015.0
"Maryland, Carroll",84760,28060.0,54503.0
"Maryland, Cecil",42494,17665.0,23855.0
"Maryland, Charles",70127,43635.0,25732.0
"Maryland, Dorchester",15274,6912.0,8168.0
"Maryland, Frederick",111186,54013.0,55170.0
"Maryland, Garrett",12872,3736.0,8903.0
"Maryland, Harford",123295,48552.0,71751.0
"Maryland, Howard",145233,87120.0,55393.0
"Maryland, Kent",10020,4953.0,4905.0
"Maryland, Montgomery",439261,314444.0,118608.0
"Maryland, Prince George's",374026,332396.0,38833.0
"Maryland, Queen Anne's",24045,8575.0,15087.0
"Maryland, St. Mary's",44409,19023.0,24705.0
"Maryland, Somerset",9924,4779.0,5037.0
"Maryland, Talbot",20328,9035.0,10995.0
"Maryland, Washington",61600,26245.0,34169.0
"Maryland, Wicomico",41854,19436.0,21849.0
"Maryland, Worcester",27346,11374.0,15607.0
"Massachusetts, Barnstable",132270,74264.0,55694.0
"Massachusetts, Berkshire",66130,49558.0,14876.0
"Massachusetts, Bristol",243120,146861.0,90597.0
"Massachusetts, Dukes",10553,7913.0,2442.0
"Massachusetts, Essex",353665,208976.0,137189.0
"Massachusetts, Franklin",38549,27919.0,9545.0
"Massachusetts, Hampden",197841,121454.0,71350.0
"Massachusetts, Hampshire",79570,56869.0,20618.0
"Massachusetts, Middlesex",726031,464484.0,245769.0
"Massachusetts, Nantucket",6052,4073.0,1863.0
"Massachusetts, Norfolk",344916,200675.0,136741.0
"Massachusetts, Plymouth",249828,131823.0,112901.0
"Massachusetts, Suffolk",269221,207127.0,57194.0
"Massachusetts, Worcester",363590,202107.0,152106.0
"Michigan, Alcona",6420,2896.0,3404.0
"Michigan, Alger",4750,2472.0,2188.0
"Michigan, Allegan",55279,24165.0,30061.0
"Michigan, Alpena",15085,7705.0,7125.0
"Michigan, Antrim",13852,6079.0,7506.0
"Michigan, Arenac",8128,4155.0,3807.0
"Michigan, Baraga",3644,1725.0,1846.0
"Michigan, Barry",30565,13449.0,16431.0
"Michigan, Bay",57428,32589.0,23795.0
"Michigan, Benzie",10309,5451.0,4687.0
"Michigan, Berrien",77666,40381.0,36130.0
"Michigan, Branch",18285,8413.0,9534.0
"Michigan, Calhoun",64196,34561.0,28553.0
"Michigan, Cass",23576,12083.0,11114.0
"Michigan, Charlevoix",14367,6817.0,7306.0
"Michigan, Cheboygan",13901,6720.0,6920.0
"Michigan, Chippewa",16708,8184.0,8267.0
"Michigan, Clare",14567,7496.0,6793.0
"Michigan, Clinton",40381,20005.0,19726.0
"Michigan, Crawford",7178,3441.0,3561.0
"Michigan, Delta",19064,9974.0,8763.0
"Michigan, Dickinson",13311,5995.0,7049.0
"Michigan, Eaton",57616,30742.0,25900.0
"Michigan, Emmet",18149,8515.0,9314.0
"Michigan, Genesee",219896,143927.0,72451.0
"Michigan, Gladwin",13241,6590.0,6391.0
"Michigan, Gogebic",8264,4757.0,3330.0
"Michigan, Grand Traverse",48733,23258.0,24716.0
"Michigan, Gratiot",17738,9105.0,8322.0
"Michigan, Hillsdale",20449,8765.0,11221.0
"Michigan, Houghton",15972,7476.0,8101.0
"Michigan, Huron",17135,8367.0,8434.0
