Location,2008,total_votes,2008_democrat_votes,2008_republican_votes
"Kentucky, Bourbon",20046.0,8330,3385.0,4820.0
"Kentucky, Boyd",49244.0,20670,8886.0,11430.0
"Kentucky, Boyle",28288.0,12635,4769.0,7701.0
"Kentucky, Bracken",8471.0,3399,1241.0,2066.0
"Kentucky, Breathitt",14249.0,5030,2205.0,2671.0
"Kentucky, Breckinridge",20018.0,8522,3110.0,5281.0
"Kentucky, Bullitt",72738.0,30726,10177.0,20102.0
"Kentucky, Butler",12745.0,5307,1555.0,3696.0
"Kentucky, Caldwell",12985.0,6199,2212.0,3866.0
"Kentucky, Calloway",36686.0,15404,6165.0,8991.0
"Kentucky, Campbell",88548.0,40297,15622.0,24046.0
"Kentucky, Carlisle",5093.0,2617,879.0,1699.0
"Kentucky, Carroll",10744.0,3835,1716.0,2032.0
"Kentucky, Carter",27752.0,9813,4316.0,5252.0
"Kentucky, Casey",15970.0,5957,1219.0,4679.0
"Kentucky, Christian",72034.0,22778,8880.0,13699.0
"Kentucky, Clark",35256.0,15628,5749.0,9664.0
"Kentucky, Clay",22289.0,7364,1552.0,5710.0
"Kentucky, Clinton",10253.0,4172,761.0,3366.0
"Kentucky, Crittenden",9408.0,3930,1254.0,2604.0
"Kentucky, Cumberland",6917.0,2797,697.0,2056.0
"Kentucky, Daviess",95411.0,43622,19282.0,23692.0
"Kentucky, Edmonson",12127.0,5270,1652.0,3562.0
"Kentucky, Elliott",7556.0,2515,1535.0,902.0
"Kentucky, Estill",14752.0,5314,1555.0,3685.0
"Kentucky, Fayette",287683.0,127639,66042.0,59884.0
"Kentucky, Fleming",14345.0,5832,2279.0,3432.0
"Kentucky, Floyd",39964.0,15659,7530.0,7741.0
"Kentucky, Franklin",49301.0,24079,11767.0,11911.0
"Kentucky, Fulton",6945.0,2825,1238.0,1530.0
"Kentucky, Gallatin",8420.0,3193,1278.0,1840.0
"Kentucky, Garrard",16906.0,7210,2012.0,5118.0
"Kentucky, Grant",24856.0,8754,3112.0,5510.0
"Kentucky, Graves",36862.0,16155,5843.0,10056.0
"Kentucky, Grayson",25558.0,9903,3154.0,6605.0
"Kentucky, Green",11432.0,5079,1204.0,3785.0
"Kentucky, Greenup",37106.0,15798,6621.0,8849.0
"Kentucky, Hancock",8567.0,4144,2135.0,1928.0
"Kentucky, Hardin",99926.0,39990,15650.0,23896.0
"Kentucky, Harlan",29591.0,9914,2586.0,7165.0
"Kentucky, Harrison",18876.0,7590,2916.0,4520.0
"Kentucky, Hart",18320.0,6818,2290.0,4397.0
"Kentucky, Henderson",46046.0,19861,10049.0,9523.0
"Kentucky, Henry",15511.0,6919,2725.0,4081.0
"Kentucky, Hickman",4957.0,2250,812.0,1406.0
"Kentucky, Hopkins",47051.0,19348,7104.0,11916.0
"Kentucky, Jackson",13650.0,5224,743.0,4407.0
"Kentucky, Jefferson",730194.0,353892,196435.0,153957.0
"Kentucky, Jessamine",47429.0,20214,6236.0,13711.0
"Kentucky, Johnson",23256.0,8517,2407.0,5948.0
"Kentucky, Kenton",158258.0,68213,26480.0,40714.0
"Kentucky, Knott",16616.0,5820,2612.0,3070.0
"Kentucky, Knox",31746.0,11389,3074.0,8150.0
"Kentucky, Larue",14100.0,6178,1913.0,4153.0
"Kentucky, Laurel",58142.0,22500,4618.0,17660.0
"Kentucky, Lawrence",15867.0,5649,2036.0,3503.0
"Kentucky, Lee",7859.0,2773,752.0,1978.0
"Kentucky, Leslie",11465.0,4397,766.0,3574.0
"Kentucky, Letcher",24363.0,8235,2623.0,5367.0
"Kentucky, Lewis",13997.0,4791,1510.0,3213.0
"Kentucky, Lincoln",24664.0,9151,2752.0,6273.0
"Kentucky, Livingston",9458.0,4593,1622.0,2890.0
"Kentucky, Logan",26802.0,10890,3811.0,6925.0
"Kentucky, Lyon",8374.0,3855,1577.0,2220.0
"Kentucky, McCracken",65287.0,30754,11285.0,19043.0
"Kentucky, McCreary",18144.0,5407,1258.0,4078.0
"Kentucky, McLean",9673.0,4422,1963.0,2386.0
"Kentucky, Madison",81521.0,32537,12392.0,19694.0
"Kentucky, Magoffin",13233.0,4651,2105.0,2434.0
"Kentucky, Marion",19647.0,7615,3596.0,3842.0
"Kentucky, Marshall",31418.0,15487,5683.0,9512.0
"Kentucky, Martin",13160.0,3692,808.0,2824.0
"Kentucky, Mason",17454.0,7121,2891.0,4102.0
"Kentucky, Meade",28962.0,11206,4343.0,6691.0
"Kentucky, Menifee",6457.0,2489,1276.0,1155.0
"Kentucky, Mercer",21273.0,10060,3159.0,6781.0
"Kentucky, Metcalfe",10166.0,4199,1350.0,2734.0
"Kentucky, Monroe",10990.0,4665,1067.0,3537.0
"Kentucky, Montgomery",25981.0,10331,4234.0,5947.0
"Kentucky, Morgan",14055.0,4379,1879.0,2396.0
"Kentucky, Muhlenberg",31486.0,12889,6221.0,6447.0
"Kentucky, Nelson",42588.0,18146,7654.0,10139.0
"Kentucky, Nicholas",7135.0,2970,1272.0,1634.0
"Kentucky, Ohio",24025.0,9938,4059.0,5687.0
"Kentucky, Oldham",59375.0,29316,10000.0,18997.0
"Kentucky, Owen",11010.0,4751,1694.0,2969.0
"Kentucky, Owsley",4761.0,1686,381.0,1279.0
"Kentucky, Pendleton",14867.0,5802,2027.0,3676.0
"Kentucky, Perry",28686.0,10375,3444.0,6762.0
"Kentucky, Pike",65275.0,22643,9525.0,12655.0
"Kentucky, Powell",12794.0,4972,2065.0,2837.0
"Kentucky, Pulaski",62270.0,25766,5590.0,19862.0
"Kentucky, Robertson",2272.0,1015,451.0,533.0
"Kentucky, Rockcastle",17216.0,6274,1410.0,4757.0
"Kentucky, Rowan",23097.0,8154,4074.0,3907.0
"Kentucky, Russell",17529.0,7475,1569.0,5779.0
"Kentucky, Scott",45157.0,19730,7712.0,11782.0
"Kentucky, Shelby",41044.0,18540,6871.0,11451.0
"Kentucky, Simpson",17182.0,7309,2775.0,4437.0
"Kentucky, Spencer",16845.0,8049,2519.0,5378.0
"Kentucky, Taylor",24256.0,10860,3165.0,7568.0
"Kentucky, Todd",12340.0,4941,1543.0,3336.0
"Kentucky, Trigg",14153.0,6527,2246.0,4189.0
"Kentucky, Trimble",8950.0,3812,1484.0,2239.0
"Kentucky, Union",15072.0,6034,2804.0,3120.0
"Kentucky, Warren",109803.0,44145,17669.0,25993.0
"Kentucky, Washington",11551.0,5275,1890.0,3305.0
"Kentucky, Wayne",20757.0,7196,2201.0,4868.0
"Kentucky, Webster",13646.0,5540,2390.0,3037.0
"Kentucky, Whitley",36163.0,13704,3484.0,10015.0
"Kentucky, Wolfe",7294.0,2968,1493.0,1408.0
"Kentucky, Woodford",24541.0,12297,5027.0,7130.0
"Maine, Androscoggin",108284.0,54850,31017.0,22671.0
"Maine, Aroostook",72542.0,35994,19345.0,15898.0
"Maine, Cumberland",280681.0,164151,105218.0,56186.0
"Maine, Franklin",30652.0,17178,10113.0,6627.0
"Maine, Hancock",54371.0,32165,18895.0,12686.0
"Maine, Kennebec",122147.0,65986,37238.0,27482.0
"Maine, Knox",40225.0,22980,13728.0,8816.0
"Maine, Lincoln",34768.0,21584,11886.0,9287.0
"Maine, Oxford",58138.0,31650,17940.0,12863.0
"Maine, Penobscot",153372.0,80467,41614.0,37495.0
"Maine, Piscataquis",17534.0,9434,4430.0,4785.0
"Maine, Sagadahoc",35860.0,21301,12152.0,8721.0
"Maine, Somerset",52316.0,25758,13335.0,11867.0
"Maine, Waldo",38680.0,21850,11967.0,9423.0
"Maine, Washington",33289.0,16654,8246.0,8077.0
"Maine, York",197650.0,109161,64799.0,42389.0
"Maryland, Allegany",74638.0,29742,10693.0,18405.0
"Maryland, Anne Arundel",525304.0,259619,125015.0,129682.0
"Maryland, Baltimore",798651.0,380938,214151.0,158714.0
"Maryland, Calvert",87788.0,44057,20299.0,23095.0
"Maryland, Caroline",32983.0,13218,4971.0,8015.0
"Maryland, Carroll",167433.0,84760,28060.0,54503.0
"Maryland, Cecil",100232.0,42494,17665.0,23855.0
"Maryland, Charles",143783.0,70127,43635.0,25732.0
"Maryland, Dorchester",32466.0,15274,6912.0,8168.0
"Maryland, Frederick",229286.0,111186,54013.0,55170.0
"Maryland, Garrett",30222.0,12872,3736.0,8903.0
"Maryland, Harford",242779.0,123295,48552.0,71751.0
"Maryland, Howard",278405.0,145233,87120.0,55393.0
"Maryland, Kent",20150.0,10020,4953.0,4905.0
"Maryland, Montgomery",942748.0,439261,314444.0,118608.0
"Maryland, Prince George's",850167.0,374026,332396.0,38833.0
"Maryland, Queen Anne's",47063.0,24045,8575.0,15087.0
"Maryland, St. Mary's",101921.0,44409,19023.0,24705.0
"Maryland, Somerset",26474.0,9924,4779.0,5037.0
"Maryland, Talbot",37307.0,20328,9035.0,10995.0
"Maryland, Washington",146674.0,61600,26245.0,34169.0
"Maryland, Wicomico",97111.0,41854,19436.0,21849.0
"Maryland, Worcester",51196.0,27346,11374.0,15607.0
"Massachusetts, Barnstable",217066.0,132270,74264.0,55694.0
"Massachusetts, Berkshire",131372.0,66130,49558.0,14876.0
"Massachusetts, Bristol",546456.0,243120,146861.0,90597.0
"Massachusetts, Dukes",16132.0,10553,7913.0,2442.0
"Massachusetts, Essex",734361.0,353665,208976.0,137189.0
"Massachusetts, Franklin",71571.0,38549,27919.0,9545.0
"Massachusetts, Hampden",462053.0,197841,121454.0,71350.0
"Massachusetts, Hampshire",157615.0,79570,56869.0,20618.0
"Massachusetts, Middlesex",1477049.0,726031,464484.0,245769.0
"Massachusetts, Nantucket",10170.0,6052,4073.0,1863.0
"Massachusetts, Norfolk",661703.0,344916,200675.0,136741.0
"Massachusetts, Plymouth",490371.0,249828,131823.0,112901.0
"Massachusetts, Suffolk",702201.0,269221,207127.0,57194.0
"Massachusetts, Worcester",790847.0,363590,202107.0,152106.0
"Michigan, Alcona",11286.0,6420,2896.0,3404.0
"Michigan, Alger",9647.0,4750,2472.0,2188.0
"Michigan, Allegan",111589.0,55279,24165.0,30061.0
"Michigan, Alpena",30119.0,15085,7705.0,7125.0
"Michigan, Antrim",24047.0,13852,6079.0,7506.0
"Michigan, Arenac",16547.0,8128,4155.0,3807.0
"Michigan, Baraga",8822.0,3644,1725.0,1846.0
"Michigan, Barry",59788.0,30565,13449.0,16431.0
"Michigan, Bay",108320.0,57428,32589.0,23795.0
"Michigan, Benzie",17733.0,10309,5451.0,4687.0
"Michigan, Berrien",157380.0,77666,40381.0,36130.0
"Michigan, Branch",46305.0,18285,8413.0,9534.0
"Michigan, Calhoun",137313.0,64196,34561.0,28553.0
"Michigan, Cass",52684.0,23576,12083.0,11114.0
"Michigan, Charlevoix",26280.0,14367,6817.0,7306.0
"Michigan, Cheboygan",26738.0,13901,6720.0,6920.0
"Michigan, Chippewa",39247.0,16708,8184.0,8267.0
"Michigan, Clare",31064.0,14567,7496.0,6793.0
"Michigan, Clinton",74302.0,40381,20005.0,19726.0
"Michigan, Crawford",14379.0,7178,3441.0,3561.0
"Michigan, Delta",37409.0,19064,9974.0,8763.0
"Michigan, Dickinson",26622.0,13311,5995.0,7049.0
"Michigan, Eaton",108021.0,57616,30742.0,25900.0
"Michigan, Emmet",32852.0,18149,8515.0,9314.0
"Michigan, Genesee",433082.0,219896,143927.0,72451.0
"Michigan, Gladwin",25956.0,13241,6590.0,6391.0
"Michigan, Gogebic",16499.0,8264,4757.0,3330.0
"Michigan, Grand Traverse",86209.0,48733,23258.0,24716.0
"Michigan, Gratiot",42774.0,17738,9105.0,8322.0
"Michigan, Hillsdale",46951.0,20449,8765.0,11221.0
"Michigan, Houghton",36292.0,15972,7476.0,8101.0
"Michigan, Huron",33504.0,17135,8367.0,8434.0
"Michigan, Ingham",281315.0,142729,93994.0,46483.0
"Michigan, Ionia",65167.0,27319,12565.0,14156.0
"Michigan, Iosco",26542.0,14187,7309.0,6583.0
"Michigan, Iron",12081.0,6162,3080.0,2947.0
"Michigan, Isabella",69328.0,28350,16679.0,11220.0
"Michigan, Jackson",160825.0,74503,37480.0,35692.0
"Michigan, Kalamazoo",246862.0,130781,77051.0,51554.0
"Michigan, Kalkaska",17546.0,8499,3780.0,4527.0
"Michigan, Kent",599234.0,303235,149909.0,148336.0
"Michigan, Keweenaw",2119.0,1410,610.0,756.0
"Michigan, Lake",11629.0,5292,2919.0,2269.0
"Michigan, Lapeer",89914.0,45362,21457.0,22831.0
"Michigan, Leelanau",21731.0,14464,7355.0,6938.0
"Michigan, Lenawee",101169.0,47734,24640.0,22225.0
"Michigan, Livingston",181171.0,99638,42349.0,55592.0
"Michigan, Luce",6680.0,2740,1191.0,1490.0
"Michigan, Mackinac",11248.0,6396,3027.0,3268.0
"Michigan, Macomb",837857.0,419216,223784.0,187663.0
"Michigan, Manistee",24960.0,13009,7235.0,5510.0
"Michigan, Marquette",66539.0,33185,19635.0,12906.0
"Michigan, Mason",28668.0,15223,7817.0,7147.0
"Michigan, Mecosta",42683.0,18664,9101.0,9238.0
"Michigan, Menominee",24317.0,11072,5981.0,4855.0
"Michigan, Midland",83605.0,43707,20701.0,22263.0
"Michigan, Missaukee",15028.0,7492,2898.0,4469.0
"Michigan, Monroe",152806.0,76422,39180.0,35858.0
"Michigan, Montcalm",63635.0,27051,13208.0,13291.0
"Michigan, Montmorency",9922.0,5360,2403.0,2841.0
"Michigan, Muskegon",173846.0,84271,53821.0,29145.0
"Michigan, Newaygo",49153.0,23105,10790.0,11862.0
"Michigan, Oakland",1199545.0,659068,372566.0,276956.0
"Michigan, Oceana",27120.0,12509,6405.0,5860.0
"Michigan, Ogemaw",21885.0,10768,5391.0,5133.0
"Michigan, Ontonagon",6922.0,3885,1966.0,1823.0
"Michigan, Osceola",23662.0,11026,4855.0,5973.0
"Michigan, Oscoda",8963.0,4328,1887.0,2320.0
"Michigan, Otsego",24378.0,12616,5634.0,6752.0
"Michigan, Ottawa",261906.0,136268,50828.0,83330.0
"Michigan, Presque Isle",13701.0,7505,3722.0,3606.0
"Michigan, Roscommon",24856.0,14051,7082.0,6727.0
"Michigan, Saginaw",201966.0,104090,60276.0,42225.0
"Michigan, St. Clair",165959.0,80900,40677.0,38536.0
"Michigan, St. Joseph",62083.0,25702,12322.0,12886.0
"Michigan, Sanilac",44177.0,20169,9047.0,10679.0
"Michigan, Schoolcraft",8471.0,4326,2184.0,2058.0
"Michigan, Shiawassee",71523.0,36415,19397.0,16268.0
"Michigan, Tuscola",56512.0,27798,13503.0,13740.0
"Michigan, Van Buren",76501.0,34766,18588.0,15534.0
"Michigan, Washtenaw",341595.0,187115,130578.0,53946.0
"Michigan, Wayne",1865058.0,890326,660085.0,219582.0
"Michigan, Wexford",32765.0,15704,7379.0,8044.0
"Minnesota, Aitkin",16422.0,9410,4595.0,4589.0
"Minnesota, Anoka",327427.0,182224,86976.0,91357.0
"Minnesota, Becker",32244.0,16965,7687.0,8851.0
"Minnesota, Beltrami",43815.0,22236,12019.0,9762.0
"Minnesota, Benton",38200.0,19339,8454.0,10338.0
"Minnesota, Big Stone",5328.0,2990,1552.0,1362.0
"Minnesota, Blue Earth",62860.0,35070,19325.0,14782.0
"Minnesota, Brown",25992.0,13620,5809.0,7456.0
"Minnesota, Carlton",34986.0,18449,11501.0,6549.0
"Minnesota, Carver",88812.0,49683,20654.0,28156.0
"Minnesota, Cass",28733.0,16307,7276.0,8660.0
"Minnesota, Chippewa",12376.0,6356,3280.0,2907.0
"Minnesota, Chisago",53012.0,29305,12783.0,15789.0
"Minnesota, Clay",57056.0,29259,16666.0,11978.0
"Minnesota, Clearwater",8603.0,4261,1877.0,2291.0
"Minnesota, Cook",5255.0,3348,2019.0,1240.0
"Minnesota, Cottonwood",11701.0,6036,2759.0,3157.0
"Minnesota, Crow Wing",62178.0,35165,15859.0,18567.0
"Minnesota, Dakota",393900.0,225472,116778.0,104364.0
"Minnesota, Dodge",19876.0,10213,4463.0,5468.0
"Minnesota, Douglas",36108.0,20918,9256.0,11241.0
"Minnesota, Faribault",14790.0,8152,3736.0,4196.0
"Minnesota, Fillmore",20991.0,11234,5921.0,4993.0
"Minnesota, Freeborn",31270.0,17280,9915.0,6955.0
"Minnesota, Goodhue",45919.0,25795,12420.0,12775.0
"Minnesota, Grant",6113.0,3605,1850.0,1646.0
"Minnesota, Hennepin",1135173.0,663780,420958.0,231054.0
"Minnesota, Houston",19159.0,10883,5906.0,4743.0
"Minnesota, Hubbard",20346.0,11638,4872.0,6558.0
"Minnesota, Isanti",37851.0,20053,8248.0,11324.0
"Minnesota, Itasca",44852.0,24395,13460.0,10309.0
"Minnesota, Jackson",10364.0,5623,2618.0,2858.0
"Minnesota, Kanabec",16535.0,8499,3743.0,4479.0
"Minnesota, Kandiyohi",41840.0,21895,10125.0,11319.0
"Minnesota, Kittson",4614.0,2568,1492.0,1016.0
"Minnesota, Koochiching",13432.0,6802,3649.0,2962.0
"Minnesota, Lake",10872.0,6969,4174.0,2636.0
"Minnesota, Lake of the Woods",4128.0,2313,971.0,1278.0
"Minnesota, Le Sueur",27816.0,15009,6994.0,7636.0
"Minnesota, Lincoln",5937.0,3126,1517.0,1491.0
"Minnesota, Lyon",25646.0,12708,6110.0,6315.0
"Minnesota, McLeod",36917.0,19029,7505.0,10993.0
"Minnesota, Mahnomen",5386.0,2343,1436.0,843.0
"Minnesota, Marshall",9551.0,4739,2311.0,2285.0
"Minnesota, Martin",20914.0,10754,4413.0,6053.0
"Minnesota, Meeker",23454.0,12545,5380.0,6737.0
"Minnesota, Mille Lacs",26171.0,13544,6072.0,7049.0
"Minnesota, Morrison",33267.0,16743,6547.0,9735.0
"Minnesota, Mower",38695.0,19187,11605.0,7075.0
"Minnesota, Murray",8755.0,4813,2345.0,2320.0
"Minnesota, Nicollet",32261.0,18245,9887.0,7968.0
"Minnesota, Nobles",21126.0,8813,4244.0,4368.0
"Minnesota, Norman",6842.0,3434,2129.0,1204.0
"Minnesota, Olmsted",141527.0,76470,38711.0,36202.0
"Minnesota, Otter Tail",57691.0,32687,13856.0,18077.0
"Minnesota, Pennington",13842.0,6822,3394.0,3248.0
"Minnesota, Pine",29614.0,14383,7084.0,6862.0
"Minnesota, Pipestone",9631.0,4801,2023.0,2652.0
"Minnesota, Polk",31175.0,15334,7850.0,7148.0
"Minnesota, Pope",11084.0,6536,3317.0,3069.0
"Minnesota, Ramsey",502890.0,277386,182974.0,88942.0
"Minnesota, Red Lake",4097.0,2191,1120.0,983.0
"Minnesota, Redwood",16103.0,7806,3250.0,4308.0
"Minnesota, Renville",15911.0,8135,3904.0,3956.0
"Minnesota, Rice",63061.0,31799,17381.0,13723.0
"Minnesota, Rock",9597.0,4975,2079.0,2775.0
"Minnesota, Roseau",15935.0,7700,3097.0,4438.0
"Minnesota, Scott",126613.0,67132,29208.0,36724.0
"Minnesota, Sherburne",87495.0,44990,17957.0,26140.0
"Minnesota, Sibley",15283.0,7729,2998.0,4492.0
"Minnesota, Stearns",148307.0,78756,35690.0,41194.0
"Minnesota, Steele",36558.0,19656,9016.0,10068.0
"Minnesota, Stevens",9711.0,5634,2781.0,2710.0
"Minnesota, Swift",9966.0,5244,2907.0,2184.0
"Minnesota, Todd",24859.0,12257,5277.0,6637.0
"Minnesota, Traverse",3637.0,2035,1043.0,933.0
"Minnesota, Wabasha",21787.0,11893,5646.0,5935.0
"Minnesota, Wadena",13844.0,7169,2882.0,4128.0
"Minnesota, Waseca",19311.0,9888,4401.0,5211.0
"Minnesota, Washington",233306.0,137059,70277.0,64334.0
"Minnesota, Watonwan",11120.0,5258,2562.0,2526.0
"Minnesota, Wilkin",6622.0,3414,1550.0,1786.0
"Minnesota, Winona",51457.0,27935,16308.0,10975.0
"Minnesota, Wright",121553.0,65578,26343.0,37779.0
"Minnesota, Yellow Medicine",10473.0,5569,2816.0,2579.0
"Mississippi, Adams",32629.0,15696,9021.0,6566.0
"Mississippi, Alcorn",36793.0,15019,4130.0,10805.0
"Mississippi, Amite",13324.0,7626,3348.0,4245.0
"Mississippi, Attala",19622.0,9162,3849.0,5273.0
"Mississippi, Benton",8769.0,4606,2227.0,2329.0
"Mississippi, Bolivar",35032.0,15332,10334.0,4891.0
"Mississippi, Calhoun",14912.0,7011,2522.0,4467.0
"Mississippi, Carroll",10694.0,5955,2037.0,3902.0
"Mississippi, Chickasaw",17639.0,9020,4588.0,4395.0
"Mississippi, Choctaw",8703.0,4105,1459.0,2624.0
"Mississippi, Claiborne",9940.0,5449,4682.0,748.0
"Mississippi, Clarke",16772.0,8372,3121.0,5229.0
"Mississippi, Clay",20878.0,11056,6558.0,4466.0
"Mississippi, Coahoma",26549.0,10551,7597.0,2917.0
"Mississippi, Copiah",29584.0,14464,7710.0,6701.0
"Mississippi, Covington",19594.0,9423,3852.0,5523.0
"Mississippi, DeSoto",156214.0,64109,19627.0,44222.0
"Mississippi, Forrest",74196.0,27083,11622.0,15296.0
"Mississippi, Franklin",8136.0,4667,1733.0,2909.0
"Mississippi, George",22193.0,9284,1532.0,7700.0
"Mississippi, Greene",14293.0,5766,1366.0,4361.0
"Mississippi, Grenada",22194.0,11304,5029.0,6234.0
"Mississippi, Hancock",42764.0,17007,3768.0,13020.0
"Mississippi, Harrison",182735.0,61684,22673.0,38757.0
"Mississippi, Hinds",244695.0,108662,75401.0,32949.0
"Mississippi, Holmes",19755.0,9523,7765.0,1714.0
"Mississippi, Humphreys",9691.0,5114,3634.0,1462.0
"Mississippi, Issaquena",1521.0,946,579.0,364.0
"Mississippi, Itawamba",23412.0,9834,2084.0,7663.0
"Mississippi, Jackson",137791.0,54063,17781.0,35993.0
"Mississippi, Jasper",17550.0,9187,5025.0,4135.0
"Mississippi, Jefferson",7927.0,4470,3883.0,551.0
"Mississippi, Jefferson Davis",12636.0,7350,4454.0,2871.0
"Mississippi, Jones",67318.0,29161,8846.0,20157.0
"Mississippi, Kemper",10392.0,5209,3256.0,1935.0
"Mississippi, Lafayette",45781.0,18396,7997.0,10278.0
"Mississippi, Lamar",52772.0,23806,5159.0,18497.0
"Mississippi, Lauderdale",79665.0,33039,13332.0,19582.0
"Mississippi, Lawrence",13038.0,6979,2587.0,4369.0
"Mississippi, Leake",23641.0,9330,4151.0,5148.0
"Mississippi, Lee",81501.0,34841,12021.0,22694.0
"Mississippi, Leflore",33329.0,13081,8914.0,4105.0
"Mississippi, Lincoln",34724.0,16353,5505.0,10781.0
"Mississippi, Lowndes",59160.0,27387,13209.0,13994.0
"Mississippi, Madison",92274.0,47177,19831.0,27203.0
"Mississippi, Marion",26825.0,12979,4422.0,8513.0
"Mississippi, Marshall",37351.0,16445,9685.0,6683.0
"Mississippi, Monroe",37453.0,17422,7169.0,10184.0
"Mississippi, Montgomery",11067.0,5699,2609.0,3071.0
"Mississippi, Neshoba",29562.0,11352,3114.0,8209.0
"Mississippi, Newton",21851.0,9735,3218.0,6479.0
"Mississippi, Noxubee",11823.0,6580,5030.0,1525.0
"Mississippi, Oktibbeha",46470.0,18792,9326.0,9320.0
"Mississippi, Panola",34923.0,16415,8690.0,7620.0
"Mississippi, Pearl River",56538.0,22326,4320.0,17881.0
"Mississippi, Perry",12337.0,5640,1533.0,4067.0
"Mississippi, Pike",40290.0,17992,9276.0,8651.0
"Mississippi, Pontotoc",29475.0,12791,2982.0,9727.0
"Mississippi, Prentiss",25481.0,10795,3020.0,7703.0
"Mississippi, Quitman",8501.0,4155,2803.0,1334.0
"Mississippi, Rankin",139136.0,62861,14372.0,48140.0
"Mississippi, Scott",28098.0,11641,5025.0,6584.0
"Mississippi, Sharkey",5191.0,2790,1907.0,873.0
"Mississippi, Simpson",27682.0,12545,4817.0,7641.0
"Mississippi, Smith",16345.0,8277,1968.0,6265.0
"Mississippi, Stone",17084.0,7192,1996.0,5149.0
"Mississippi, Sunflower",30614.0,11156,7838.0,3245.0
"Mississippi, Tallahatchie",15225.0,6923,4105.0,2786.0
"Mississippi, Tate",28222.0,12731,5003.0,7678.0
"Mississippi, Tippah",21982.0,9629,2623.0,6937.0
"Mississippi, Tishomingo",19524.0,8292,1962.0,6249.0
"Mississippi, Tunica",10910.0,4323,3279.0,1017.0
"Mississippi, Union",26931.0,12109,2985.0,9072.0
"Mississippi, Walthall",15622.0,7749,3456.0,4253.0
"Mississippi, Warren",48457.0,21709,10489.0,11152.0
"Mississippi, Washington",52236.0,19555,13148.0,6347.0
"Mississippi, Wayne",20963.0,9996,3890.0,6070.0
"Mississippi, Webster",10204.0,5439,1349.0,4072.0
"Mississippi, Wilkinson",10061.0,5122,3534.0,1560.0
"Mississippi, Winston",19342.0,10190,4653.0,5497.0
"Mississippi, Yalobusha",12857.0,6801,3151.0,3628.0
"Mississippi, Yazoo",28441.0,11452,6116.0,5290.0
"Missouri, Adair",25399.0,11871,5735.0,5891.0
"Missouri, Andrew",16924.0,8790,3345.0,5279.0
"Missouri, Atchison",5798.0,2976,1000.0,1936.0
"Missouri, Audrain",25774.0,10781,4434.0,6167.0
"Missouri, Barry",35935.0,14644,4630.0,9758.0
"Missouri, Barton",12589.0,5948,1455.0,4414.0
"Missouri, Bates",17194.0,8283,3271.0,4833.0
"Missouri, Benton",19046.0,9567,3629.0,5759.0
"Missouri, Bollinger",12429.0,5784,1690.0,3972.0
"Missouri, Boone",158089.0,85251,47062.0,36849.0
"Missouri, Buchanan",88317.0,39040,19164.0,19110.0
"Missouri, Butler",42351.0,17338,5316.0,11805.0
"Missouri, Caldwell",9359.0,4564,1814.0,2654.0
"Missouri, Callaway",43855.0,19321,7580.0,11389.0
"Missouri, Camden",43462.0,22133,7773.0,14074.0
"Missouri, Cape Girardeau",74141.0,37355,12208.0,24768.0
"Missouri, Carroll",9451.0,4538,1535.0,2955.0
"Missouri, Carter",6122.0,2898,984.0,1840.0
"Missouri, Cass",98095.0,50179,19844.0,29695.0
"Missouri, Cedar",14120.0,6354,2060.0,4194.0
"Missouri, Chariton",7829.0,4214,1799.0,2339.0
"Missouri, Christian",74705.0,37697,11883.0,25382.0
"Missouri, Clark",7168.0,3456,1572.0,1782.0
"Missouri, Clay",215142.0,109606,53761.0,54516.0
"Missouri, Clinton",20781.0,10454,4545.0,5709.0
"Missouri, Cole",74760.0,38745,13959.0,24385.0
"Missouri, Cooper",17502.0,8026,2996.0,4902.0
"Missouri, Crawford",24698.0,10085,3911.0,6007.0
"Missouri, Dade",7951.0,4112,1184.0,2864.0
"Missouri, Dallas",16955.0,7683,2656.0,4895.0
"Missouri, Daviess",8330.0,3786,1400.0,2263.0
"Missouri, DeKalb",12833.0,4683,1692.0,2889.0
"Missouri, Dent",15495.0,6868,2056.0,4655.0
"Missouri, Douglas",13800.0,6712,2140.0,4405.0
"Missouri, Dunklin",32158.0,11764,4540.0,7044.0
"Missouri, Franklin",101149.0,49293,21256.0,27355.0
"Missouri, Gasconade",15309.0,7771,2899.0,4763.0
"Missouri, Gentry",6806.0,3292,1235.0,1964.0
"Missouri, Greene",270901.0,135695,56181.0,77683.0
"Missouri, Grundy",10196.0,4740,1580.0,3006.0
"Missouri, Harrison",8956.0,3915,1287.0,2512.0
"Missouri, Henry",22291.0,11159,4869.0,6095.0
"Missouri, Hickory",9592.0,5115,2171.0,2850.0
"Missouri, Holt",4926.0,2633,802.0,1794.0
"Missouri, Howard",10138.0,4855,2036.0,2708.0
"Missouri, Howell",39910.0,17029,5736.0,10982.0
"Missouri, Iron",10667.0,4414,2213.0,2090.0
"Missouri, Jackson",665427.0,186047,90722.0,92833.0
"Missouri, Jasper",115144.0,48025,15730.0,31667.0
"Missouri, Jefferson",216409.0,105704,53467.0,50804.0
"Missouri, Johnson",51889.0,22080,9480.0,12183.0
"Missouri, Knox",4117.0,2024,759.0,1212.0
"Missouri, Laclede",35518.0,16323,5218.0,10875.0
"Missouri, Lafayette",33434.0,16600,6902.0,9442.0
