Location,2012,total_votes,2012_democrat_votes,2012_republican_votes
"Mississippi, Adams","32,191",15447,9061.0,6293.0
"Mississippi, Alcorn","37,209",14830,3511.0,11111.0
"Mississippi, Amite","12,939",7706,3242.0,4414.0
"Mississippi, Attala","19,145",9092,3927.0,5126.0
"Mississippi, Benton","8,644",4116,2051.0,2041.0
"Mississippi, Bolivar","33,997",15428,10582.0,4701.0
"Mississippi, Calhoun","14,829",7068,2586.0,4412.0
"Mississippi, Carroll","10,400",5992,2007.0,3960.0
"Mississippi, Chickasaw","17,502",8503,4378.0,3994.0
"Mississippi, Choctaw","8,428",4273,1428.0,2812.0
"Mississippi, Claiborne","9,353",5484,4838.0,625.0
"Mississippi, Clarke","16,529",8253,3111.0,5049.0
"Mississippi, Clay","20,397",11072,6712.0,4291.0
"Mississippi, Coahoma","25,616",10549,7792.0,2712.0
"Mississippi, Copiah","29,047",14123,7749.0,6282.0
"Mississippi, Covington","19,443",9348,3878.0,5405.0
"Mississippi, DeSoto","166,426",65794,21575.0,43559.0
"Mississippi, Forrest","76,412",30236,13272.0,16574.0
"Mississippi, Franklin","7,901",4493,1726.0,2735.0
"Mississippi, George","22,915",9856,1359.0,8376.0
"Mississippi, Greene","14,333",5922,1325.0,4531.0
"Mississippi, Grenada","21,614",11335,5288.0,5986.0
"Mississippi, Hancock","45,263",17167,3917.0,12964.0
"Mississippi, Harrison","193,540",63328,23119.0,39470.0
"Mississippi, Hinds","247,997",106491,76112.0,29664.0
"Mississippi, Holmes","18,919",9288,7812.0,1435.0
"Mississippi, Humphreys","9,211",5212,3903.0,1293.0
"Mississippi, Issaquena","1,396",787,479.0,302.0
"Mississippi, Itawamba","23,299",9318,1706.0,7393.0
"Mississippi, Jackson","139,949",53655,17299.0,35747.0
"Mississippi, Jasper","16,564",9340,5097.0,4193.0
"Mississippi, Jefferson","7,679",4433,3951.0,468.0
"Mississippi, Jefferson Davis","12,067",6864,4267.0,2507.0
"Mississippi, Jones","68,419",30159,9211.0,20687.0
"Mississippi, Kemper","10,389",5052,3239.0,1789.0
"Mississippi, Lafayette","50,221",19505,8091.0,11075.0
"Mississippi, Lamar","58,143",24889,5494.0,19101.0
"Mississippi, Lauderdale","80,259",32777,13814.0,18700.0
"Mississippi, Lawrence","12,688",6698,2468.0,4192.0
"Mississippi, Leake","23,195",8983,4079.0,4863.0
"Mississippi, Lee","84,798",35306,12563.0,22415.0
"Mississippi, Leflore","30,793",12773,9119.0,3587.0
"Mississippi, Lincoln","34,846",16414,5471.0,10839.0
"Mississippi, Lowndes","59,604",27158,13388.0,13518.0
"Mississippi, Madison","98,059",49571,20722.0,28507.0
"Mississippi, Marion","26,326",12729,4393.0,8237.0
"Mississippi, Marshall","36,551",16240,9650.0,6473.0
"Mississippi, Monroe","36,409",16918,7056.0,9723.0
"Mississippi, Montgomery","10,604",5645,2675.0,2947.0
"Mississippi, Neshoba","29,742",11015,3089.0,7837.0
"Mississippi, Newton","21,495",9777,3319.0,6394.0
"Mississippi, Noxubee","11,153",6264,4920.0,1325.0
"Mississippi, Oktibbeha","48,822",18117,9095.0,8761.0
"Mississippi, Panola","34,425",16826,9079.0,7629.0
"Mississippi, Pearl River","54,999",22224,4366.0,17549.0
"Mississippi, Perry","11,996",5722,1527.0,4137.0
"Mississippi, Pike","40,089",17974,9650.0,8181.0
"Mississippi, Pontotoc","30,295",12411,2804.0,9448.0
"Mississippi, Prentiss","25,354",10033,2817.0,7075.0
"Mississippi, Quitman","7,803",3979,2837.0,1116.0
"Mississippi, Rankin","145,809",64145,14988.0,48444.0
"Mississippi, Scott","28,355",11202,5031.0,6089.0
"Mississippi, Sharkey","4,786",2532,1782.0,737.0
"Mississippi, Simpson","27,424",12249,4723.0,7424.0
"Mississippi, Smith","16,337",8099,1979.0,6049.0
"Mississippi, Stone","18,051",7532,2003.0,5420.0
"Mississippi, Sunflower","28,407",11228,8199.0,2929.0
"Mississippi, Tallahatchie","15,013",6503,3959.0,2499.0
"Mississippi, Tate","28,526",12406,4933.0,7332.0
"Mississippi, Tippah","21,911",9164,2317.0,6717.0
"Mississippi, Tishomingo","19,618",7936,1643.0,6133.0
"Mississippi, Tunica","10,438",4382,3475.0,883.0
"Mississippi, Union","27,349",11365,2742.0,8498.0
"Mississippi, Walthall","15,068",7551,3422.0,4051.0
"Mississippi, Warren","48,215",21391,10786.0,10457.0
"Mississippi, Washington","50,019",19715,13981.0,5651.0
"Mississippi, Wayne","20,616",10332,4148.0,6111.0
"Mississippi, Webster","10,088",5234,1190.0,3992.0
"Mississippi, Wilkinson","9,458",4853,3412.0,1415.0
"Mississippi, Winston","18,977",9829,4607.0,5168.0
"Mississippi, Yalobusha","12,390",6354,3030.0,3276.0
"Mississippi, Yazoo","28,330",11620,6603.0,4941.0
"Missouri, Adair","25,675",10126,4219.0,5651.0
"Missouri, Andrew","17,311",8306,2649.0,5457.0
"Missouri, Atchison","5,513",2709,756.0,1902.0
"Missouri, Audrain","25,524",9952,3539.0,6186.0
"Missouri, Barry","35,333",13806,3667.0,9832.0
"Missouri, Barton","12,294",5746,1230.0,4418.0
"Missouri, Bates","16,616",7771,2557.0,5020.0
"Missouri, Benton","18,991",9157,2925.0,6069.0
"Missouri, Bollinger","12,442",5456,1213.0,4095.0
"Missouri, Boone","168,807",79422,39847.0,37404.0
"Missouri, Buchanan","89,930",35106,15594.0,18660.0
"Missouri, Butler","42,986",16889,4363.0,12248.0
"Missouri, Caldwell","9,088",4167,1312.0,2721.0
"Missouri, Callaway","44,399",18232,6071.0,11745.0
"Missouri, Camden","44,197",21945,6458.0,15092.0
"Missouri, Cape Girardeau","77,051",35716,9728.0,25370.0
"Missouri, Carroll","9,078",4304,1154.0,3072.0
"Missouri, Carter","6,273",2799,754.0,1978.0
"Missouri, Cass","100,435",48913,17044.0,30912.0
"Missouri, Cedar","13,909",6045,1537.0,4376.0
"Missouri, Chariton","7,673",3821,1339.0,2402.0
"Missouri, Christian","79,658",37964,9813.0,27473.0
"Missouri, Clark","6,965",3225,1398.0,1730.0
"Missouri, Clay","227,579",105589,47310.0,56191.0
"Missouri, Clinton","20,560",9861,3688.0,5931.0
"Missouri, Cole","76,477",37062,12005.0,24490.0
"Missouri, Cooper","17,537",7511,2474.0,4887.0
"Missouri, Crawford","24,780",9579,2951.0,6434.0
"Missouri, Dade","7,558",3896,939.0,2895.0
"Missouri, Dallas","16,694",7279,2122.0,4992.0
"Missouri, Daviess","8,299",3521,1125.0,2290.0
"Missouri, DeKalb","12,777",4350,1194.0,3056.0
"Missouri, Dent","15,658",6643,1585.0,4883.0
"Missouri, Douglas","13,574",6557,1710.0,4649.0
"Missouri, Dunklin","31,841",10651,3636.0,6850.0
"Missouri, Franklin","101,329",46755,16347.0,29396.0
"Missouri, Gasconade","14,907",7134,2099.0,4895.0
"Missouri, Gentry","6,769",2999,937.0,1988.0
"Missouri, Greene","280,447",125848,46219.0,76900.0
"Missouri, Grundy","10,331",4374,1212.0,3030.0
"Missouri, Harrison","8,724",3695,984.0,2624.0
"Missouri, Henry","22,225",10123,3606.0,6229.0
"Missouri, Hickory","9,443",4680,1733.0,2835.0
"Missouri, Holt","4,680",2310,551.0,1725.0
"Missouri, Howard","10,196",4867,1723.0,3017.0
"Missouri, Howell","40,537",16346,4395.0,11544.0
"Missouri, Iron","10,548",4031,1669.0,2252.0
"Missouri, Jackson","677,417",174764,78283.0,93199.0
"Missouri, Jasper","115,770",45218,12809.0,31349.0
"Missouri, Jefferson","219,853",97611,41564.0,53978.0
"Missouri, Johnson","54,124",21021,7667.0,12763.0
"Missouri, Knox","4,090",1957,698.0,1205.0
"Missouri, Laclede","35,482",15362,4093.0,10934.0
"Missouri, Lafayette","33,054",15795,5655.0,9803.0
"Missouri, Lawrence","38,382",15755,4017.0,11421.0
"Missouri, Lewis","10,119",4279,1508.0,2677.0
"Missouri, Lincoln","53,265",22652,7734.0,14332.0
"Missouri, Linn","12,488",5550,2041.0,3344.0
"Missouri, Livingston","14,997",6054,1906.0,4006.0
"Missouri, McDonald","22,966",7817,1920.0,5694.0
"Missouri, Macon","15,563",7160,2309.0,4701.0
"Missouri, Madison","12,373",4930,1588.0,3227.0
"Missouri, Maries","9,022",4538,1299.0,3165.0
"Missouri, Marion","28,746",12158,4031.0,7923.0
"Missouri, Mercer","3,708",1655,353.0,1255.0
"Missouri, Miller","24,582",11019,2651.0,8099.0
"Missouri, Mississippi","14,274",4920,1858.0,2997.0
"Missouri, Moniteau","15,669",6443,1608.0,4704.0
"Missouri, Monroe","8,692",4057,1398.0,2564.0
"Missouri, Montgomery","11,965",5327,1740.0,3490.0
"Missouri, Morgan","20,082",8688,2773.0,5733.0
"Missouri, New Madrid","18,471",7250,2814.0,4284.0
"Missouri, Newton","58,637",25083,6425.0,18181.0
"Missouri, Nodaway","23,327",8976,3172.0,5593.0
"Missouri, Oregon","10,966",4421,1419.0,2886.0
"Missouri, Osage","13,846",6919,1473.0,5329.0
"Missouri, Ozark","9,593",4453,1261.0,3080.0
"Missouri, Pemiscot","18,075",6335,2671.0,3598.0
"Missouri, Perry","19,001",7987,2184.0,5669.0
"Missouri, Pettis","42,304",17175,5904.0,10842.0
"Missouri, Phelps","45,230",18190,5798.0,11895.0
"Missouri, Pike","18,552",7321,2582.0,4577.0
"Missouri, Platte","92,151",45552,19175.0,25618.0
"Missouri, Polk","31,082",13119,3580.0,9252.0
"Missouri, Pulaski","53,475",13571,4199.0,9092.0
"Missouri, Putnam","4,945",2309,587.0,1673.0
"Missouri, Ralls","10,226",5036,1736.0,3231.0
"Missouri, Randolph","25,334",9944,3031.0,6667.0
"Missouri, Ray","23,081",10367,4275.0,5815.0
"Missouri, Reynolds","6,548",3202,1157.0,1931.0
"Missouri, Ripley","14,028",5263,1396.0,3743.0
"Missouri, St. Charles",,185690,71838.0,110784.0
"Missouri, St. Clair",,4626,1460.0,3019.0
"Missouri, Ste. Genevieve",,8070,3813.0,4055.0
"Missouri, St. Francois",,22582,8829.0,13248.0
"Missouri, Saline","23,544",9108,3790.0,5104.0
"Missouri, Schuyler","4,387",1939,697.0,1174.0
"Missouri, Scotland","4,865",1936,643.0,1246.0
"Missouri, Scott","39,161",16999,5122.0,11623.0
"Missouri, Shannon","8,332",3692,1302.0,2262.0
"Missouri, Shelby","6,216",3232,966.0,2188.0
"Missouri, Stoddard","29,814",12866,3153.0,9496.0
"Missouri, Stone","31,893",15984,3923.0,11787.0
"Missouri, Sullivan","6,556",2595,908.0,1610.0
"Missouri, Taney","52,901",21659,5479.0,15746.0
"Missouri, Texas","25,791",10764,2871.0,7618.0
"Missouri, Vernon","20,930",8521,2580.0,5758.0
"Missouri, Warren","32,738",14676,5219.0,9150.0
"Missouri, Washington","25,088",8695,3417.0,5071.0
"Missouri, Wayne","13,408",5720,1813.0,3790.0
"Missouri, Webster","36,448",15429,4409.0,10708.0
"Missouri, Worth","2,080",1048,341.0,664.0
"Missouri, Wright","18,556",7955,1953.0,5830.0
"Montana, Beaverhead","9,359",4812,1371.0,3289.0
"Montana, Big Horn","12,995",4626,2882.0,1667.0
"Montana, Blaine","6,680",2859,1616.0,1178.0
"Montana, Broadwater","5,759",3011,764.0,2152.0
"Montana, Carbon","10,141",5846,2146.0,3533.0
"Montana, Carter","1,157",794,96.0,678.0
"Montana, Cascade","81,622",34564,15232.0,18345.0
"Montana, Chouteau","5,932",2821,978.0,1758.0
"Montana, Custer","11,798",5365,1833.0,3373.0
"Montana, Daniels","1,774",1007,237.0,740.0
"Montana, Dawson","9,231",4423,1219.0,3029.0
"Montana, Deer Lodge","9,215",4460,2860.0,1448.0
"Montana, Fallon","3,026",1405,237.0,1128.0
"Montana, Fergus","11,391",6071,1640.0,4257.0
"Montana, Flathead","91,597",43476,13892.0,28309.0
"Montana, Gallatin","92,570",47882,21961.0,24358.0
"Montana, Garfield","1,244",700,66.0,622.0
"Montana, Glacier","13,667",4452,2924.0,1415.0
"Montana, Golden Valley",827,479,110.0,351.0
"Montana, Granite","3,042",1705,533.0,1107.0
"Montana, Hill","16,396",6820,3403.0,3164.0
"Montana, Jefferson","11,318",6520,2272.0,4055.0
"Montana, Judith Basin","2,004",1215,337.0,854.0
"Montana, Lake","29,012",13304,5805.0,7135.0
"Montana, Lewis and Clark","64,736",33318,15620.0,16803.0
"Montana, Liberty","2,393",988,257.0,702.0
"Montana, Lincoln","19,485",8889,2552.0,6057.0
"Montana, McCone","1,701",993,223.0,745.0
"Montana, Madison","7,663",4530,1289.0,3130.0
"Montana, Meagher","1,886",972,269.0,670.0
"Montana, Mineral","4,128",2017,700.0,1216.0
"Montana, Missoula","111,042",57192,32824.0,22652.0
"Montana, Musselshell","4,692",2407,492.0,1833.0
"Montana, Park","15,591",8768,3783.0,4709.0
"Montana, Petroleum",504,298,49.0,240.0
"Montana, Phillips","4,121",2228,471.0,1688.0
"Montana, Pondera","6,150",2719,975.0,1673.0
"Montana, Powder River","1,753",1027,170.0,833.0
"Montana, Powell","7,081",2776,888.0,1806.0
"Montana, Prairie","1,141",703,167.0,520.0
"Montana, Ravalli","40,576",22206,7285.0,14307.0
"Montana, Richland","10,780",4645,1002.0,3510.0
"Montana, Roosevelt","10,856",3672,2086.0,1514.0
"Montana, Rosebud","9,346",3523,1422.0,2004.0
"Montana, Sanders","11,375",5901,1720.0,3980.0
"Montana, Sheridan","3,550",1928,665.0,1207.0
"Montana, Silver Bow","34,474",16756,10857.0,5430.0
"Montana, Stillwater","9,166",4702,1248.0,3337.0
"Montana, Sweet Grass","3,581",2117,475.0,1594.0
"Montana, Teton","6,057",3281,1082.0,2113.0
"Montana, Toole","5,217",2102,582.0,1440.0
"Montana, Treasure",722,455,114.0,319.0
"Montana, Valley","7,499",3859,1385.0,2337.0
"Montana, Wheatland","2,091",992,272.0,693.0
"Montana, Wibaux","1,034",544,98.0,421.0
"Montana, Yellowstone","151,635",68807,26403.0,40500.0
"Nebraska, Adams","31,345",12670,4062.0,8316.0
"Nebraska, Antelope","6,550",3232,571.0,2596.0
"Nebraska, Arthur",479,262,30.0,227.0
"Nebraska, Banner",684,411,55.0,346.0
"Nebraska, Blaine",498,303,29.0,268.0
"Nebraska, Boone","5,429",2806,615.0,2138.0
"Nebraska, Box Butte","11,265",4705,1692.0,2869.0
"Nebraska, Boyd","2,060",1071,188.0,873.0
"Nebraska, Brown","3,052",1555,224.0,1302.0
"Nebraska, Buffalo","47,637",19453,5365.0,13570.0
"Nebraska, Burt","6,681",3375,1291.0,2029.0
"Nebraska, Butler","8,252",3859,1045.0,2738.0
"Nebraska, Cass","25,126",12180,4367.0,7556.0
"Nebraska, Cedar","8,699",4334,958.0,3278.0
"Nebraska, Chase","4,015",1867,254.0,1584.0
"Nebraska, Cherry","5,732",3064,436.0,2557.0
"Nebraska, Cheyenne","10,073",4649,1084.0,3449.0
"Nebraska, Clay","6,384",2947,667.0,2232.0
"Nebraska, Colfax","10,552",3069,969.0,2051.0
"Nebraska, Cuming","9,082",3976,1031.0,2876.0
"Nebraska, Custer","10,844",5498,1083.0,4296.0
"Nebraska, Dakota","20,714",6136,2922.0,3094.0
"Nebraska, Dawes","9,133",3728,1132.0,2478.0
"Nebraska, Dawson","23,977",7859,2199.0,5460.0
"Nebraska, Deuel","1,959",1017,215.0,763.0
"Nebraska, Dixon","5,888",2686,870.0,1745.0
"Nebraska, Dodge","36,590",14950,5673.0,8995.0
"Nebraska, Douglas","530,755",223927,106456.0,113220.0
"Nebraska, Dundy","1,979",985,176.0,792.0
"Nebraska, Fillmore","5,713",2879,807.0,2007.0
"Nebraska, Franklin","3,183",1536,384.0,1112.0
"Nebraska, Frontier","2,719",1305,271.0,1007.0
"Nebraska, Furnas","4,882",2240,423.0,1782.0
"Nebraska, Gage","21,654",9661,3903.0,5513.0
"Nebraska, Garden","1,983",1091,242.0,829.0
"Nebraska, Garfield","1,994",940,149.0,769.0
"Nebraska, Gosper","2,080",978,230.0,734.0
"Nebraska, Grant",625,363,30.0,322.0
"Nebraska, Greeley","2,464",1185,340.0,820.0
"Nebraska, Hall","60,095",20229,7161.0,12646.0
"Nebraska, Hamilton","9,040",4871,1146.0,3600.0
"Nebraska, Harlan","3,411",1778,354.0,1395.0
"Nebraska, Hayes",919,539,51.0,476.0
"Nebraska, Hitchcock","2,873",1495,274.0,1178.0
"Nebraska, Holt","10,376",4939,882.0,3922.0
"Nebraska, Hooker",718,395,59.0,330.0
"Nebraska, Howard","6,298",2870,914.0,1890.0
"Nebraska, Jefferson","7,534",3446,1195.0,2166.0
"Nebraska, Johnson","5,186",2063,790.0,1225.0
"Nebraska, Kearney","6,508",3180,773.0,2349.0
"Nebraska, Keith","8,225",4058,928.0,3044.0
"Nebraska, Keya Paha",797,484,80.0,393.0
"Nebraska, Kimball","3,802",1687,395.0,1235.0
"Nebraska, Knox","8,574",4036,1059.0,2885.0
"Nebraska, Lancaster","293,431",127355,62015.0,62434.0
"Nebraska, Lincoln","35,973",15655,4450.0,10728.0
"Nebraska, Logan",785,431,68.0,356.0
"Nebraska, Loup",605,358,62.0,290.0
"Nebraska, McPherson",509,291,41.0,237.0
"Nebraska, Madison","35,084",13885,3485.0,10062.0
"Nebraska, Merrick","7,845",3489,925.0,2490.0
"Nebraska, Morrill","4,934",2190,455.0,1681.0
"Nebraska, Nance","3,674",1621,481.0,1106.0
"Nebraska, Nemaha","7,152",3214,1128.0,2012.0
"Nebraska, Nuckolls","4,430",2191,568.0,1574.0
"Nebraska, Otoe","15,689",6982,2561.0,4258.0
"Nebraska, Pawnee","2,791",1341,400.0,899.0
"Nebraska, Perkins","2,930",1394,238.0,1135.0
"Nebraska, Phelps","9,210",4380,880.0,3400.0
"Nebraska, Pierce","7,187",3431,637.0,2707.0
"Nebraska, Platte","32,669",13473,3148.0,10061.0
"Nebraska, Polk","5,266",2457,528.0,1890.0
"Nebraska, Red Willow","11,044",4936,952.0,3891.0
"Nebraska, Richardson","8,283",3739,1191.0,2443.0
"Nebraska, Rock","1,426",789,103.0,672.0
"Nebraska, Saline","14,416",4958,2289.0,2557.0
"Nebraska, Sarpy","165,664",71490,26671.0,43213.0
"Nebraska, Saunders","20,797",10312,3307.0,6770.0
"Nebraska, Scotts Bluff","36,905",14287,4327.0,9648.0
"Nebraska, Seward","16,897",7573,2386.0,5003.0
"Nebraska, Sheridan","5,327",2472,390.0,2021.0
"Nebraska, Sherman","3,078",1530,552.0,927.0
"Nebraska, Sioux","1,323",739,101.0,624.0
"Nebraska, Stanton","6,091",2644,614.0,1949.0
"Nebraska, Thayer","5,145",2659,728.0,1874.0
"Nebraska, Thomas",701,408,42.0,360.0
"Nebraska, Thurston","6,925",2215,1247.0,939.0
"Nebraska, Valley","4,216",2195,498.0,1657.0
"Nebraska, Washington","19,949",10246,3132.0,6899.0
"Nebraska, Wayne","9,499",3682,1074.0,2493.0
"Nebraska, Webster","3,734",1742,442.0,1258.0
"Nebraska, Wheeler",797,448,93.0,345.0
"Nebraska, York","13,835",6355,1373.0,4874.0
"Nevada, Churchill","24,245",10265,2961.0,7061.0
"Nevada, Clark","1,989,224",691190,389936.0,289053.0
"Nevada, Douglas","46,910",26075,9297.0,16276.0
"Nevada, Elko","50,969",15986,3511.0,12014.0
"Nevada, Esmeralda",791,435,92.0,317.0
"Nevada, Eureka","1,991",808,107.0,663.0
"Nevada, Humboldt","17,071",5744,1737.0,3810.0
"Nevada, Lander","5,920",2165,534.0,1580.0
"Nevada, Lincoln","5,371",2152,400.0,1691.0
"Nevada, Lyon","50,971",21465,7380.0,13520.0
"Nevada, Mineral","4,657",2035,863.0,1080.0
"Nevada, Nye","43,585",17522,6320.0,10566.0
"Nevada, Pershing","6,751",1884,632.0,1167.0
"Nevada, Storey","3,838",2314,920.0,1321.0
"Nevada, Washoe","427,370",187855,95409.0,88453.0
"Nevada, White Pine","10,020",3704,983.0,2601.0
"Nevada, Carson City","54,312",23319,10291.0,12394.0
"New Hampshire, Belknap","60,438",33886,15890.0,17571.0
"New Hampshire, Carroll","47,694",28592,13977.0,14207.0
"New Hampshire, Cheshire","76,902",41363,25380.0,15156.0
"New Hampshire, Coos","31,978",15702,9095.0,6342.0
"New Hampshire, Grafton","89,617",49005,29826.0,18208.0
"New Hampshire, Hillsborough","404,344",205672,102303.0,99991.0
"New Hampshire, Merrimack","147,105",80498,44756.0,34524.0
"New Hampshire, Rockingham","298,157",170419,80142.0,87921.0
"New Hampshire, Strafford","124,768",63960,36026.0,26729.0
"New Hampshire, Sullivan","43,229",21834,12166.0,9269.0
"New Jersey, Atlantic","274,629",113179,65600.0,46522.0
"New Jersey, Bergen","916,255",385407,212754.0,169070.0
"New Jersey, Burlington","450,522",215936,126377.0,87401.0
"New Jersey, Camden","511,584",225428,153682.0,69476.0
"New Jersey, Cape May","96,228",47931,21657.0,25781.0
"New Jersey, Cumberland","156,934",55292,34055.0,20658.0
"New Jersey, Essex","785,063",303019,236618.0,64406.0
"New Jersey, Gloucester","289,804",135186,74013.0,59456.0
"New Jersey, Hudson","652,348",197504,153108.0,42369.0
"New Jersey, Hunterdon","126,594",66494,26876.0,38687.0
"New Jersey, Mercer","368,554",153511,104377.0,47355.0
"New Jersey, Middlesex","819,344",301315,190555.0,107310.0
"New Jersey, Monmouth","627,641",283978,133145.0,147513.0
"New Jersey, Morris","495,620",227392,100146.0,124947.0
"New Jersey, Ocean","579,932",251275,102300.0,146474.0
"New Jersey, Passaic","503,558",181988,115926.0,64523.0
"New Jersey, Salem","65,413",29501,14719.0,14334.0
"New Jersey, Somerset","327,407",142922,74592.0,66603.0
"New Jersey, Sussex","146,979",67933,26104.0,40625.0
"New Jersey, Union","542,970",209831,139752.0,68314.0
"New Jersey, Warren","107,563",45270,18745.0,25744.0
"New Mexico, Bernalillo","673,615",270969,150739.0,106408.0
"New Mexico, Catron","3,635",2123,560.0,1494.0
"New Mexico, Chaves","65,765",20292,6604.0,13088.0
"New Mexico, Cibola","27,418",8243,4961.0,2998.0
"New Mexico, Colfax","13,246",5764,2828.0,2699.0
"New Mexico, Curry","50,806",13625,4022.0,9251.0
"New Mexico, De Baca","1,957",902,287.0,586.0
"New Mexico, Eddy","54,419",19269,6142.0,12583.0
"New Mexico, Grant","29,257",12902,7090.0,5358.0
"New Mexico, Guadalupe","4,591",2135,1488.0,557.0
"New Mexico, Harding",700,601,260.0,327.0
"New Mexico, Hidalgo","4,780",1935,995.0,899.0
"New Mexico, Lea","66,362",17015,4080.0,12548.0
"New Mexico, Lincoln","20,194",9242,2942.0,5961.0
"New Mexico, Los Alamos","18,234",10654,5191.0,4796.0
"New Mexico, Luna","24,921",7500,3583.0,3670.0
"New Mexico, McKinley","72,365",21929,15841.0,5546.0
"New Mexico, Mora","4,684",2611,1955.0,595.0
"New Mexico, Otero","66,208",20012,6829.0,12451.0
"New Mexico, Quay","8,808",3707,1383.0,2202.0
"New Mexico, Rio Arriba","40,195",15343,11465.0,3397.0
"New Mexico, Roosevelt","20,318",5969,1727.0,4043.0
"New Mexico, Sandoval","135,380",54079,27236.0,24387.0
"New Mexico, San Juan","129,756",46237,15855.0,28849.0
"New Mexico, San Miguel","29,091",11509,8850.0,2303.0
"New Mexico, Santa Fe","146,722",69245,50872.0,15500.0
"New Mexico, Sierra","11,854",5102,1964.0,2928.0
"New Mexico, Socorro","17,475",7193,4058.0,2722.0
"New Mexico, Taos","32,759",15339,11978.0,2730.0
"New Mexico, Torrance","16,155",6402,2428.0,3529.0
"New Mexico, Union","4,400",1759,472.0,1236.0
"New Mexico, Valencia","76,789",27728,13511.0,12825.0
"New York, Albany","305,723",135766,83978.0,40210.0
"New York, Allegany","48,210",16953,5866.0,9377.0
"New York, Bronx","1,411,496",370894,334600.0,26680.0
"New York, Broome","198,667",81565,39971.0,34708.0
"New York, Cattaraugus","79,348",29767,12040.0,14655.0
"New York, Cayuga","79,505",31169,16105.0,11646.0
"New York, Chautauqua","133,304",52852,22463.0,24266.0
"New York, Chemung","89,137",35010,16205.0,16138.0
"New York, Chenango","49,883",19314,8642.0,8922.0
"New York, Clinton","81,714",30656,18072.0,9892.0
"New York, Columbia","62,449",29129,15241.0,10600.0
"New York, Cortland","49,023",19624,9965.0,7859.0
"New York, Delaware","47,215",18638,7881.0,9086.0
"New York, Dutchess","297,023",123705,62063.0,48264.0
"New York, Erie","919,906",414195,227325.0,149683.0
"New York, Essex","38,875",16717,9368.0,6076.0
"New York, Franklin","51,791",15934,9532.0,5231.0
"New York, Fulton","54,845",19799,8331.0,9830.0
"New York, Genesee","59,672",24746,9092.0,12814.0
"New York, Greene","48,587",20472,8384.0,9737.0
"New York, Hamilton","4,803",3122,1092.0,1771.0
"New York, Herkimer","64,227",25040,10826.0,12166.0
"New York, Jefferson","120,235",35708,16231.0,16435.0
"New York, Kings","2,568,450",730534,580225.0,112957.0
"New York, Lewis","27,196",10522,4530.0,5129.0
"New York, Livingston","64,796",26770,11100.0,12641.0
"New York, Madison","72,414",28094,13231.0,12011.0
"New York, Monroe","747,344",333813,185916.0,114434.0
"New York, Montgomery","49,829",18186,8106.0,8046.0
"New York, Nassau","1,349,616",568151,294661.0,237862.0
"New York, New York","1,623,911",597227,486172.0,84810.0
"New York, Niagara","214,713",89013,41837.0,38158.0
"New York, Oneida","233,765",86700,39031.0,40532.0
"New York, Onondaga","467,030",204717,117470.0,69357.0
"New York, Ontario","108,611",47853,22065.0,20919.0
"New York, Orange","373,699",140628,70742.0,58003.0
"New York, Orleans","42,391",14706,5505.0,7585.0
"New York, Oswego","121,458",44591,22178.0,17610.0
"New York, Otsego","61,747",24139,11530.0,10451.0
"New York, Putnam","99,625",44345,18539.0,20925.0
"New York, Queens","2,272,222",595073,461391.0,108864.0
"New York, Rensselaer","159,437",67990,35373.0,24903.0
"New York, Richmond","470,614",154169,75557.0,66916.0
"New York, Rockland","317,196",124442,63908.0,51976.0
"New York, St. Lawrence",,37191,20488.0,13543.0
"New York, Saratoga","222,483",105510,50998.0,44915.0
"New York, Schenectady","155,016",64933,35330.0,22952.0
"New York, Schoharie","32,039",13207,5119.0,6497.0
"New York, Schuyler","18,498",8146,3444.0,3798.0
"New York, Seneca","35,388",13266,6715.0,5244.0
"New York, Steuben","98,925",38531,15015.0,20163.0
"New York, Suffolk","1,496,982",586258,287519.0,243258.0
"New York, Sullivan","76,931",28415,14612.0,11347.0
"New York, Tioga","50,278",21601,8544.0,11160.0
"New York, Tompkins","102,726",39670,24872.0,10191.0
"New York, Ulster","181,538",78315,43837.0,25572.0
"New York, Warren","65,417",29578,14276.0,12925.0
"New York, Washington","63,003",23095,10993.0,9793.0
"New York, Wayne","93,029",37547,15732.0,17248.0
"New York, Westchester","959,585",388447,234778.0,131139.0
"New York, Wyoming","41,700",16335,5357.0,9248.0
"New York, Yates","25,337",9442,4259.0,4269.0
"North Carolina, Alamance","153,265",67776,28875.0,38170.0
"North Carolina, Alexander","36,922",17196,4611.0,12253.0
"North Carolina, Alleghany","10,943",5067,1583.0,3390.0
"North Carolina, Anson","26,309",11256,7019.0,4166.0
"North Carolina, Ashe","26,924",12610,4116.0,8242.0
"North Carolina, Avery","17,611",7759,1882.0,5766.0
"North Carolina, Beaufort","47,431",23620,9435.0,13977.0
"North Carolina, Bertie","20,494",10123,6695.0,3387.0
"North Carolina, Bladen","34,807",15957,8062.0,7748.0
"North Carolina, Brunswick","112,013",57362,22038.0,34743.0
"North Carolina, Buncombe","243,655",127696,70625.0,54701.0
"North Carolina, Burke","89,974",36544,13701.0,22267.0
"North Carolina, Cabarrus","184,340",83566,32849.0,49557.0
"North Carolina, Caldwell","82,081",34732,10898.0,23229.0
"North Carolina, Camden","10,003",4704,1508.0,3109.0
"North Carolina, Carteret","67,770",35517,10301.0,24775.0
