Location,2012,total_votes,2012_democrat_votes,2012_republican_votes
"Florida, Gilchrist","16,897",7909,1885.0,5917.0
"Florida, Glades","12,669",3989,1603.0,2344.0
"Florida, Gulf","15,770",7108,2014.0,4995.0
"Florida, Hamilton","14,721",5407,2228.0,3138.0
"Florida, Hardee","27,439",7226,2463.0,4696.0
"Florida, Hendry","37,870",10185,4751.0,5355.0
"Florida, Hernando","172,718",83667,37830.0,44938.0
"Florida, Highlands","98,222",42444,16148.0,25915.0
"Florida, Hillsborough","1,279,639",542102,286467.0,250186.0
"Florida, Holmes","19,697",8274,1264.0,6919.0
"Florida, Indian River","140,473",71464,27492.0,43450.0
"Florida, Jackson","49,109",20941,7342.0,13418.0
"Florida, Jefferson","14,219",7808,3945.0,3808.0
"Florida, Lafayette","8,791",3399,687.0,2668.0
"Florida, Lake","303,725",150811,61799.0,87643.0
"Florida, Lee","644,197",266166,110157.0,154163.0
"Florida, Leon","283,620",148353,90881.0,55805.0
"Florida, Levy","39,823",18399,6119.0,12054.0
"Florida, Liberty","8,301",3284,942.0,2301.0
"Florida, Madison","18,972",8715,4176.0,4474.0
"Florida, Manatee","333,844",153491,66503.0,85627.0
"Florida, Marion","333,873",161385,66831.0,93043.0
"Florida, Martin","148,981",78873,30107.0,48183.0
"Florida, Miami-Dade","2,576,554",878314,541440.0,332981.0
"Florida, Monroe","74,560",39057,19404.0,19234.0
"Florida, Nassau","74,519",40528,10251.0,29929.0
"Florida, Okaloosa","189,762",94798,23421.0,70168.0
"Florida, Okeechobee","39,710",12324,4856.0,7328.0
"Florida, Orange","1,202,498",466359,273665.0,188589.0
"Florida, Osceola","288,876",108698,67239.0,40592.0
"Florida, Palm Beach","1,354,936",600721,349651.0,247398.0
"Florida, Pasco","469,637",213573,98263.0,112427.0
"Florida, Pinellas","921,642",457702,239104.0,213258.0
"Florida, Polk","615,453",248683,114622.0,131577.0
"Florida, Putnam","72,927",31324,11667.0,19326.0
"Florida, St. Johns",,114795,35190.0,78513.0
"Florida, St. Lucie",,123027,65869.0,56202.0
"Florida, Santa Rosa","158,190",76846,17768.0,58186.0
"Florida, Sarasota","386,437",207480,95119.0,110504.0
"Florida, Seminole","430,537",208620,96445.0,109943.0
"Florida, Sumter","101,669",60479,19524.0,40646.0
"Florida, Suwannee","43,534",17629,4751.0,12672.0
"Florida, Taylor","22,758",9120,2764.0,6249.0
"Florida, Union","15,255",5393,1339.0,3980.0
"Florida, Volusia","496,535",234536,114748.0,117490.0
"Florida, Wakulla","30,859",14660,5175.0,9290.0
"Florida, Walton","57,190",28494,6671.0,21490.0
"Florida, Washington","24,741",10999,2820.0,8038.0
"Georgia, Appling","18,385",7086,1758.0,5233.0
"Georgia, Atkinson","8,255",2902,930.0,1938.0
"Georgia, Bacon","11,150",3931,791.0,3093.0
"Georgia, Baker","3,372",1589,794.0,785.0
"Georgia, Baldwin","46,510",16238,8483.0,7589.0
"Georgia, Banks","18,131",6195,780.0,5354.0
"Georgia, Barrow","70,135",25199,6028.0,18725.0
"Georgia, Bartow","100,240",35802,8396.0,26876.0
"Georgia, Ben Hill","17,601",5956,2512.0,3396.0
"Georgia, Berrien","19,160",6201,1273.0,4843.0
"Georgia, Bibb","156,606",64718,38585.0,25623.0
"Georgia, Bleckley","12,890",4907,1269.0,3587.0
"Georgia, Brantley","18,532",6002,939.0,4964.0
"Georgia, Brooks","15,617",6742,3138.0,3554.0
"Georgia, Bryan","32,251",13453,3707.0,9560.0
"Georgia, Bulloch","73,102",24085,9593.0,14174.0
"Georgia, Burke","23,048",9779,5405.0,4301.0
"Georgia, Butts","23,438",9381,2968.0,6306.0
"Georgia, Calhoun","6,565",2188,1298.0,883.0
"Georgia, Camden","51,351",17983,6377.0,11343.0
"Georgia, Candler","11,102",3528,1157.0,2344.0
"Georgia, Carroll","111,412",41549,12688.0,28280.0
"Georgia, Catoosa","64,864",23678,5365.0,17858.0
"Georgia, Charlton","13,348",3764,1197.0,2527.0
"Georgia, Chatham","276,164",108628,60246.0,47204.0
"Georgia, Chattahoochee","12,265",1490,729.0,735.0
"Georgia, Chattooga","25,627",7822,2232.0,5452.0
"Georgia, Cherokee","220,643",98220,19841.0,76514.0
"Georgia, Clarke","119,891",40368,25431.0,13815.0
"Georgia, Clay","3,106",1402,862.0,537.0
"Georgia, Clayton","265,294",96067,81479.0,14164.0
"Georgia, Clinch","6,690",2472,852.0,1598.0
"Georgia, Cobb","706,322",310116,133124.0,171722.0
"Georgia, Coffee","43,124",14454,5057.0,9248.0
"Georgia, Colquitt","46,013",13328,3973.0,9243.0
"Georgia, Columbia","132,541",58923,16451.0,41765.0
"Georgia, Cook","16,904",6031,2042.0,3935.0
"Georgia, Coweta","130,593",55555,15168.0,39653.0
"Georgia, Crawford","12,579",5133,1706.0,3368.0
"Georgia, Crisp","23,589",7396,3167.0,4182.0
"Georgia, Dade","16,518",6020,1411.0,4471.0
"Georgia, Dawson","22,513",10244,1241.0,8847.0
"Georgia, Decatur","27,442",10485,4591.0,5824.0
"Georgia, DeKalb","710,557",306265,238224.0,64392.0
"Georgia, Dodge","21,517",7733,2442.0,5214.0
"Georgia, Dooly","14,415",4298,2285.0,1985.0
"Georgia, Dougherty","94,694",37919,26295.0,11449.0
"Georgia, Douglas","133,555",55267,28441.0,26241.0
"Georgia, Early","10,640",5353,2765.0,2557.0
"Georgia, Echols","3,967",1102,173.0,917.0
"Georgia, Effingham","53,330",20816,4947.0,15596.0
"Georgia, Elbert","19,576",8143,3181.0,4859.0
"Georgia, Emanuel","22,732",8083,2927.0,5100.0
"Georgia, Evans","10,678",3563,1268.0,2268.0
"Georgia, Fannin","23,615",10017,2028.0,7857.0
"Georgia, Fayette","107,315",58568,19736.0,38075.0
"Georgia, Floyd","95,940",32829,9640.0,22733.0
"Georgia, Forsyth","186,793",81731,14571.0,65908.0
"Georgia, Franklin","21,916",7762,1499.0,6114.0
"Georgia, Fulton","973,221",397413,255470.0,137124.0
"Georgia, Gilmer","28,288",11018,1958.0,8926.0
"Georgia, Glascock","3,107",1333,176.0,1135.0
"Georgia, Glynn","80,866",33133,11950.0,20893.0
"Georgia, Gordon","55,687",16897,3440.0,13197.0
"Georgia, Grady","25,270",9396,3419.0,5924.0
"Georgia, Greene","16,118",8323,3201.0,5071.0
"Georgia, Gwinnett","836,844",296728,132509.0,159855.0
"Georgia, Habersham","43,377",14641,2301.0,12166.0
"Georgia, Hall","184,102",61364,12999.0,47481.0
"Georgia, Hancock","9,079",4088,3308.0,769.0
"Georgia, Haralson","28,310",10376,1789.0,8446.0
"Georgia, Harris","32,570",15488,4145.0,11197.0
"Georgia, Hart","25,513",9511,2870.0,6517.0
"Georgia, Heard","11,652",4172,948.0,3160.0
"Georgia, Henry","208,005",91378,43761.0,46774.0
"Georgia, Houston","145,827",58056,22702.0,34662.0
"Georgia, Irwin","9,597",3709,1141.0,2538.0
"Georgia, Jackson","60,844",23704,4238.0,19135.0
"Georgia, Jasper","13,640",6031,1845.0,4136.0
"Georgia, Jeff Davis","15,192",5336,1275.0,3996.0
"Georgia, Jefferson","16,347",7298,4261.0,2999.0
"Georgia, Jenkins","9,108",3390,1488.0,1887.0
"Georgia, Johnson","10,004",3772,1305.0,2440.0
"Georgia, Jones","28,624",12105,4274.0,7744.0
"Georgia, Lamar","18,030",7592,2602.0,4899.0
"Georgia, Lanier","10,466",2972,1114.0,1820.0
"Georgia, Laurens","47,842",19604,7513.0,11950.0
"Georgia, Lee","28,708",13628,3196.0,10314.0
"Georgia, Liberty","64,412",16170,10457.0,5565.0
"Georgia, Lincoln","7,764",4426,1586.0,2807.0
"Georgia, Long","15,994",3802,1442.0,2306.0
"Georgia, Lowndes","114,071",39137,17470.0,21327.0
"Georgia, Lumpkin","30,686",10905,2055.0,8647.0
"Georgia, McDuffie","21,630",9592,4044.0,5475.0
"Georgia, McIntosh","13,883",6341,2864.0,3409.0
"Georgia, Macon","14,301",4781,3211.0,1545.0
"Georgia, Madison","28,070",11104,2494.0,8443.0
"Georgia, Marion","8,672",3170,1412.0,1733.0
"Georgia, Meriwether","21,335",9264,4331.0,4856.0
"Georgia, Miller","6,004",2775,852.0,1905.0
"Georgia, Mitchell","23,086",8275,4081.0,4155.0
"Georgia, Monroe","26,373",12277,3785.0,8361.0
"Georgia, Montgomery","8,887",3832,1135.0,2662.0
"Georgia, Morgan","17,809",9027,2753.0,6186.0
"Georgia, Murray","39,311",11217,2542.0,8443.0
"Georgia, Muscogee","198,965",70603,42573.0,27510.0
"Georgia, Newton","100,956",43234,21851.0,20982.0
"Georgia, Oconee","33,514",17817,4421.0,13098.0
"Georgia, Oglethorpe","14,509",6273,1914.0,4251.0
"Georgia, Paulding","144,738",57399,15825.0,40846.0
"Georgia, Peach","27,765",11516,6148.0,5287.0
"Georgia, Pickens","29,260",12680,1975.0,10547.0
"Georgia, Pierce","18,905",6846,1124.0,5667.0
"Georgia, Pike","17,770",8109,1356.0,6668.0
"Georgia, Polk","41,101",13608,3615.0,9811.0
"Georgia, Pulaski","11,699",3682,1219.0,2444.0
"Georgia, Putnam","21,133",9222,2926.0,6215.0
"Georgia, Quitman","2,406",1128,612.0,510.0
"Georgia, Rabun","16,304",7463,1559.0,5754.0
"Georgia, Randolph","7,308",3058,1770.0,1271.0
"Georgia, Richmond","201,742",79020,52560.0,25845.0
"Georgia, Rockdale","85,427",38085,22023.0,15716.0
"Georgia, Schley","5,024",1748,448.0,1286.0
"Georgia, Screven","14,168",6100,2774.0,3287.0
"Georgia, Seminole","8,871",3769,1478.0,2245.0
"Georgia, Spalding","63,691",25088,9898.0,14911.0
"Georgia, Stephens","25,703",9498,2131.0,7221.0
"Georgia, Stewart","6,109",2076,1323.0,745.0
"Georgia, Sumter","31,582",11831,6375.0,5378.0
"Georgia, Talbot","6,640",3491,2265.0,1202.0
"Georgia, Taliaferro","1,674",963,636.0,323.0
"Georgia, Tattnall","25,463",6667,1897.0,4706.0
"Georgia, Taylor","8,361",3538,1572.0,1948.0
"Georgia, Telfair","16,367",4336,1805.0,2480.0
"Georgia, Terrell","9,225",4398,2544.0,1834.0
"Georgia, Thomas","44,528",18953,7653.0,11156.0
"Georgia, Tift","40,945",13927,4660.0,9185.0
"Georgia, Toombs","27,168",9344,2746.0,6524.0
"Georgia, Towns","10,563",6211,1273.0,4876.0
"Georgia, Treutlen","6,789",2750,1074.0,1652.0
"Georgia, Troup","68,282",25986,10547.0,15179.0
"Georgia, Turner","8,445",3559,1510.0,2028.0
"Georgia, Twiggs","8,552",4202,2270.0,1907.0
"Georgia, Union","21,328",11079,2139.0,8773.0
"Georgia, Upson","26,562",11263,3959.0,7230.0
"Georgia, Walker","68,452",21896,5274.0,16247.0
"Georgia, Walton","84,975",37612,8148.0,29036.0
"Georgia, Ware","35,893",11939,3900.0,7941.0
"Georgia, Warren","5,544",2526,1529.0,990.0
"Georgia, Washington","20,790",8808,4714.0,4035.0
"Georgia, Wayne","30,320",10269,2596.0,7557.0
"Georgia, Webster","2,765",1187,582.0,601.0
"Georgia, Wheeler","7,933",2160,772.0,1366.0
"Georgia, White","27,626",10488,1671.0,8651.0
"Georgia, Whitfield","102,948",26876,7210.0,19305.0
"Georgia, Wilcox","9,074",3129,1060.0,2053.0
"Georgia, Wilkes","10,086",4761,2087.0,2635.0
"Georgia, Wilkinson","9,484",4450,2181.0,2246.0
"Georgia, Worth","21,349",8419,2487.0,5869.0
"Hawaii, Hawaii","189,161",63454,47224.0,14753.0
"Hawaii, Honolulu","977,994",296742,204349.0,88461.0
"Hawaii, Kauai","68,671",25372,18641.0,6121.0
"Hawaii, Maui","158,889",48653,36052.0,11602.0
"Idaho, Ada","408,862",180546,77137.0,97554.0
"Idaho, Adams","3,908",2060,577.0,1413.0
"Idaho, Bannock","83,755",35260,13214.0,21010.0
"Idaho, Bear Lake","5,892",2822,302.0,2489.0
"Idaho, Benewah","9,126",3884,1164.0,2596.0
"Idaho, Bingham","45,510",17603,3822.0,13440.0
"Idaho, Blaine","21,127",10194,5992.0,3939.0
"Idaho, Boise","6,790",3445,1053.0,2284.0
"Idaho, Bonner","40,347",18536,6500.0,11367.0
"Idaho, Bonneville","106,764",43213,9903.0,32276.0
"Idaho, Boundary","10,817",4544,1225.0,3138.0
"Idaho, Butte","2,760",1286,258.0,1001.0
"Idaho, Camas","1,085",578,159.0,402.0
"Idaho, Canyon","193,734",66090,19866.0,44369.0
"Idaho, Caribou","6,771",3052,386.0,2608.0
"Idaho, Cassia","23,263",8396,1098.0,7154.0
"Idaho, Clark",884,328,66.0,235.0
"Idaho, Clearwater","8,579",3696,1032.0,2541.0
"Idaho, Custer","4,327",2352,530.0,1744.0
"Idaho, Elmore","26,287",8001,2513.0,5227.0
"Idaho, Franklin","12,798",5600,325.0,5195.0
"Idaho, Fremont","12,966",5802,810.0,4907.0
"Idaho, Gem","16,630",7490,1957.0,5311.0
"Idaho, Gooding","15,250",5118,1287.0,3696.0
"Idaho, Idaho","16,444",7837,1708.0,5921.0
"Idaho, Jefferson","26,641",11381,1303.0,9895.0
"Idaho, Jerome","22,578",6681,1699.0,4804.0
"Idaho, Kootenai","142,084",59828,18851.0,39381.0
"Idaho, Latah","38,094",16759,8306.0,7589.0
"Idaho, Lemhi","7,768",4110,960.0,3029.0
"Idaho, Lewis","3,820",1614,396.0,1173.0
"Idaho, Lincoln","5,262",1662,469.0,1141.0
"Idaho, Madison","37,662",14412,832.0,13445.0
"Idaho, Minidoka","20,152",6973,1390.0,5442.0
"Idaho, Nez Perce","39,504",16848,6451.0,9967.0
"Idaho, Oneida","4,225",2089,217.0,1838.0
"Idaho, Owyhee","11,409",3724,833.0,2794.0
"Idaho, Payette","22,675",8495,2271.0,6004.0
"Idaho, Power","7,830",2903,982.0,1870.0
"Idaho, Shoshone","12,703",5148,2277.0,2699.0
"Idaho, Teton","10,125",4523,1926.0,2458.0
"Idaho, Twin Falls","78,550",28142,7541.0,19773.0
"Idaho, Valley","9,536",4919,2095.0,2664.0
"Idaho, Washington","10,030",4330,1104.0,3128.0
"Illinois, Adams","67,139",30607,9648.0,20416.0
"Illinois, Alexander","7,717",3501,1965.0,1487.0
"Illinois, Bond","17,537",7336,3020.0,4095.0
"Illinois, Boone","53,735",21365,9883.0,11096.0
"Illinois, Brown","6,890",2364,787.0,1513.0
"Illinois, Bureau","34,342",16631,8134.0,8164.0
"Illinois, Calhoun","4,985",2576,1080.0,1440.0
"Illinois, Carroll","15,121",7386,3665.0,3555.0
"Illinois, Cass","13,427",4862,2053.0,2707.0
"Illinois, Champaign","204,630",78359,40831.0,35312.0
"Illinois, Christian","34,518",14701,5494.0,8885.0
"Illinois, Clark","16,259",7860,2591.0,5144.0
"Illinois, Clay","13,714",5908,1584.0,4190.0
"Illinois, Clinton","37,918",16450,5596.0,10524.0
"Illinois, Coles","53,318",21358,9262.0,11631.0
"Illinois, Cook","5,239,351",2011597,1488537.0,495542.0
"Illinois, Crawford","19,588",8609,2858.0,5585.0
"Illinois, Cumberland","10,950",5295,1641.0,3509.0
"Illinois, DeKalb","104,365",41092,21207.0,18934.0
"Illinois, De Witt","16,491",7345,2601.0,4579.0
"Illinois, Douglas","19,888",7897,2430.0,5334.0
"Illinois, DuPage","928,666",401079,199460.0,195046.0
"Illinois, Edgar","18,158",7819,2565.0,5132.0
"Illinois, Edwards","6,721",3228,754.0,2405.0
"Illinois, Effingham","34,273",16613,3861.0,12501.0
"Illinois, Fayette","22,163",8971,2853.0,5951.0
"Illinois, Ford","13,879",6006,1656.0,4229.0
"Illinois, Franklin","39,865",17914,7254.0,10267.0
"Illinois, Fulton","36,587",15356,8328.0,6632.0
"Illinois, Gallatin","5,390",2573,1029.0,1492.0
"Illinois, Greene","13,656",5622,2023.0,3451.0
"Illinois, Grundy","50,160",21244,9451.0,11343.0
"Illinois, Hamilton","8,388",3941,1269.0,2566.0
"Illinois, Hancock","18,829",9111,3650.0,5271.0
"Illinois, Hardin","4,281",2330,742.0,1535.0
"Illinois, Henderson","7,043",3568,1978.0,1541.0
"Illinois, Henry","50,249",24322,12332.0,11583.0
"Illinois, Iroquois","29,267",12784,3413.0,9120.0
"Illinois, Jackson","59,066",24012,13319.0,9864.0
"Illinois, Jasper","9,672",5043,1436.0,3514.0
"Illinois, Jefferson","38,658",16320,6089.0,9811.0
"Illinois, Jersey","22,710",9959,3667.0,6039.0
"Illinois, Jo Daviess","22,543",11429,5667.0,5534.0
"Illinois, Johnson","12,856",5672,1572.0,3963.0
"Illinois, Kane","520,669",181642,90332.0,88335.0
"Illinois, Kankakee","112,974",45509,21595.0,23136.0
"Illinois, Kendall","118,246",47295,22471.0,24047.0
"Illinois, Knox","52,302",23278,13451.0,9408.0
"Illinois, Lake","702,083",287493,153757.0,129764.0
"Illinois, LaSalle","112,918",47259,23073.0,23256.0
"Illinois, Lawrence","16,728",5989,2011.0,3857.0
"Illinois, Lee","35,216",15301,6937.0,8059.0
"Illinois, Livingston","38,511",15039,5020.0,9753.0
"Illinois, Logan","30,358",12053,3978.0,7844.0
"Illinois, McDonough","32,558",12454,5967.0,6147.0
"Illinois, McHenry","308,230",133844,59797.0,71598.0
"Illinois, McLean","172,721",73382,31883.0,39947.0
"Illinois, Macon","110,134",48899,22780.0,25309.0
"Illinois, Macoupin","47,054",21010,9464.0,10946.0
"Illinois, Madison","268,072",122473,58922.0,60608.0
"Illinois, Marion","39,008",15764,6225.0,9248.0
"Illinois, Marshall","12,259",5850,2455.0,3290.0
"Illinois, Mason","14,322",6272,2867.0,3265.0
"Illinois, Massac","15,066",6495,2092.0,4278.0
"Illinois, Menard","12,691",6151,2100.0,3948.0
"Illinois, Mercer","16,163",8534,4507.0,3876.0
"Illinois, Monroe","33,260",17432,6215.0,10888.0
"Illinois, Montgomery","29,616",12133,5058.0,6776.0
"Illinois, Morgan","35,317",14096,5806.0,7972.0
"Illinois, Moultrie","14,874",6057,2144.0,3784.0
"Illinois, Ogle","52,776",23367,9514.0,13422.0
"Illinois, Peoria","187,317",78411,40209.0,36774.0
"Illinois, Perry","21,846",9549,3819.0,5507.0
"Illinois, Piatt","16,501",8707,3090.0,5413.0
"Illinois, Pike","16,234",7286,2278.0,4860.0
"Illinois, Pope","4,459",2222,650.0,1512.0
"Illinois, Pulaski","5,962",3003,1389.0,1564.0
"Illinois, Putnam","5,910",3135,1559.0,1502.0
"Illinois, Randolph","33,075",14392,5759.0,8290.0
"Illinois, Richland","16,134",7282,2362.0,4756.0
"Illinois, Rock Island","147,672",65016,39157.0,24934.0
"Illinois, St. Clair",,119466,67285.0,50125.0
"Illinois, Saline","24,914",10720,3701.0,6806.0
"Illinois, Sangamon","199,404",94297,42107.0,50225.0
"Illinois, Schuyler","7,456",3890,1727.0,2069.0
"Illinois, Scott","5,287",2555,910.0,1587.0
"Illinois, Shelby","22,203",10395,3342.0,6843.0
"Illinois, Stark","5,739",2662,1095.0,1528.0
"Illinois, Stephenson","46,886",21055,10165.0,10512.0
"Illinois, Tazewell","136,127",61048,24438.0,35335.0
"Illinois, Union","17,608",8282,3137.0,4957.0
"Illinois, Vermilion","80,862",30314,12878.0,16892.0
"Illinois, Wabash","11,686",5134,1590.0,3478.0
"Illinois, Warren","17,749",7793,4044.0,3618.0
"Illinois, Washington","14,599",7405,2450.0,4792.0
"Illinois, Wayne","16,656",7680,1514.0,5988.0
"Illinois, White","14,522",7064,2188.0,4731.0
"Illinois, Whiteside","57,766",25654,14833.0,10334.0
"Illinois, Will","682,477",277387,144229.0,128969.0
"Illinois, Williamson","66,776",29143,10647.0,17909.0
"Illinois, Winnebago","292,084",118984,61732.0,55138.0
"Illinois, Woodford","38,837",18874,5572.0,12961.0
"Indiana, Adams","34,400",13011,3806.0,8937.0
"Indiana, Allen","360,890",146939,60036.0,84613.0
"Indiana, Bartholomew","79,001",29326,10625.0,18083.0
"Indiana, Benton","8,821",3578,1159.0,2329.0
"Indiana, Blackford","12,528",4743,1927.0,2711.0
"Indiana, Boone","59,033",27737,8328.0,18808.0
"Indiana, Brown","15,049",7604,3060.0,4332.0
"Indiana, Carroll","20,112",7810,2635.0,4999.0
"Indiana, Cass","38,771",14161,5371.0,8443.0
"Indiana, Clark","111,853",47146,20807.0,25450.0
"Indiana, Clay","26,788",10784,3460.0,7096.0
"Indiana, Clinton","32,890",9883,3308.0,6338.0
"Indiana, Crawford","10,669",4590,2041.0,2421.0
"Indiana, Daviess","32,116",10250,2437.0,7638.0
"Indiana, Dearborn","49,727",22356,6528.0,15394.0
"Indiana, Decatur","26,043",10308,2941.0,7119.0
"Indiana, DeKalb","42,328",16328,5419.0,10587.0
"Indiana, Delaware","117,027",44968,22654.0,21251.0
"Indiana, Dubois","42,083",18542,6522.0,11654.0
"Indiana, Elkhart","198,968",67852,24399.0,42378.0
"Indiana, Fayette","23,947",8837,3555.0,5045.0
"Indiana, Floyd","75,260",35305,14812.0,19878.0
"Indiana, Fountain","17,117",7111,2237.0,4664.0
"Indiana, Franklin","23,032",10560,2909.0,7424.0
"Indiana, Fulton","20,638",8126,2621.0,5317.0
"Indiana, Gibson","33,527",14721,4928.0,9487.0
"Indiana, Grant","69,078",25285,9589.0,15151.0
"Indiana, Greene","32,944",13111,4350.0,8457.0
"Indiana, Hamilton","289,747",136863,43796.0,90747.0
"Indiana, Hancock","70,582",32843,9319.0,22796.0
"Indiana, Harrison","39,011",17671,6607.0,10640.0
"Indiana, Hendricks","150,735",66644,21112.0,44312.0
"Indiana, Henry","49,112",19007,7613.0,10838.0
"Indiana, Howard","82,839",36290,15135.0,20327.0
"Indiana, Huntington","36,979",15765,4596.0,10862.0
"Indiana, Jackson","42,986",16712,5838.0,10419.0
"Indiana, Jasper","33,492",12896,4672.0,7955.0
"Indiana, Jay","21,348",7901,3063.0,4645.0
"Indiana, Jefferson","32,436",13126,5728.0,7096.0
"Indiana, Jennings","28,145",10250,3821.0,6120.0
"Indiana, Johnson","143,475",57964,17260.0,39513.0
"Indiana, Knox","37,974",15145,5228.0,9612.0
"Indiana, Kosciusko","77,603",30060,6862.0,22558.0
"Indiana, LaGrange","37,662",9316,2898.0,6231.0
"Indiana, Lake","493,390",201758,130897.0,68431.0
"Indiana, LaPorte","111,304",43681,24107.0,18615.0
"Indiana, Lawrence","46,116",17822,5779.0,11622.0
"Indiana, Madison","130,197",52370,24407.0,26769.0
"Indiana, Marion","919,786",359009,216336.0,136509.0
"Indiana, Marshall","46,942",17765,6137.0,11260.0
"Indiana, Martin","10,317",4743,1351.0,3262.0
"Indiana, Miami","36,529",12781,4222.0,8174.0
"Indiana, Monroe","141,484",57223,33436.0,22481.0
"Indiana, Montgomery","38,177",14440,4271.0,9824.0
"Indiana, Morgan","69,177",28266,7969.0,19591.0
"Indiana, Newton","14,043",5654,2212.0,3291.0
"Indiana, Noble","47,190",16244,5229.0,10680.0
"Indiana, Ohio","6,055",2819,994.0,1759.0
"Indiana, Orange","19,747",7776,2939.0,4617.0
"Indiana, Owen","21,368",8113,2823.0,5062.0
"Indiana, Parke","17,118",6515,2110.0,4234.0
"Indiana, Perry","19,371",7875,4316.0,3403.0
"Indiana, Pike","12,618",5926,2125.0,3627.0
"Indiana, Porter","165,702",73039,37252.0,34406.0
"Indiana, Posey","25,616",12226,4533.0,7430.0
"Indiana, Pulaski","13,009",5399,1899.0,3366.0
"Indiana, Putnam","37,640",13829,4507.0,9005.0
"Indiana, Randolph","25,857",10189,3769.0,6218.0
"Indiana, Ripley","28,447",10983,3241.0,7484.0
"Indiana, Rush","17,108",7026,2221.0,4633.0
"Indiana, St. Joseph",,110704,56460.0,52578.0
"Indiana, Scott","23,723",8720,3998.0,4539.0
"Indiana, Shelby","44,257",16760,5359.0,10978.0
"Indiana, Spencer","20,783",9728,4026.0,5515.0
"Indiana, Starke","23,160",8754,3809.0,4738.0
"Indiana, Steuben","34,158",13695,4853.0,8547.0
"Indiana, Sullivan","21,203",8290,3191.0,4902.0
"Indiana, Switzerland","10,462",3397,1437.0,1872.0
"Indiana, Tippecanoe","179,124",56896,26711.0,28757.0
"Indiana, Tipton","15,659",7365,2432.0,4773.0
"Indiana, Union","7,352",3100,1018.0,2022.0
"Indiana, Vanderburgh","181,040",72404,31725.0,39389.0
"Indiana, Vermillion","15,923",6581,2979.0,3426.0
"Indiana, Vigo","108,523",39877,19712.0,19369.0
"Indiana, Wabash","32,386",12874,3973.0,8644.0
"Indiana, Warren","8,392",3800,1324.0,2377.0
"Indiana, Warrick","60,347",24630,8793.0,15351.0
"Indiana, Washington","27,913",10737,3909.0,6533.0
"Indiana, Wayne","68,224",25477,10591.0,14321.0
"Indiana, Wells","27,707",12935,3436.0,9256.0
"Indiana, White","24,466",9903,3637.0,5970.0
"Indiana, Whitley","33,335",15011,4420.0,10258.0
"Iowa, Adair","7,468",3996,1790.0,2114.0
"Iowa, Adams","3,910",2185,1028.0,1108.0
"Iowa, Allamakee","14,149",6934,3553.0,3264.0
"Iowa, Appanoose","12,707",6245,2951.0,3161.0
"Iowa, Audubon","5,865",3457,1611.0,1802.0
"Iowa, Benton","25,830",14023,6862.0,6940.0
"Iowa, Black Hawk","131,878",67141,39821.0,26235.0
"Iowa, Boone","26,136",14388,7512.0,6556.0
"Iowa, Bremer","24,496",13346,6763.0,6405.0
"Iowa, Buchanan","20,994",10535,5911.0,4450.0
"Iowa, Buena Vista","20,561",8383,3700.0,4554.0
"Iowa, Butler","14,971",7545,3329.0,4106.0
"Iowa, Calhoun","9,913",5230,2238.0,2891.0
"Iowa, Carroll","20,654",10674,4947.0,5601.0
"Iowa, Cass","13,700",7205,2858.0,4217.0
"Iowa, Cedar","18,296",9649,4972.0,4529.0
"Iowa, Cerro Gordo","43,699",23824,13316.0,10128.0
"Iowa, Cherokee","11,951",6415,2634.0,3662.0
"Iowa, Chickasaw","12,287",6484,3554.0,2836.0
"Iowa, Clarke","9,341",4430,2189.0,2124.0
"Iowa, Clay","16,539",8502,3385.0,4951.0
"Iowa, Clayton","17,946",9138,4806.0,4164.0
"Iowa, Clinton","48,701",25000,15141.0,9432.0
"Iowa, Crawford","17,299",6752,3066.0,3595.0
"Iowa, Dallas","72,235",38116,16576.0,20988.0
"Iowa, Davis","8,707",3773,1520.0,2138.0
"Iowa, Decatur","8,239",3833,1791.0,1947.0
"Iowa, Delaware","17,567",9378,4616.0,4636.0
"Iowa, Des Moines","40,229",20385,11888.0,8136.0
"Iowa, Dickinson","16,925",10159,4095.0,5912.0
"Iowa, Dubuque","95,159",50894,28768.0,21280.0
"Iowa, Emmet","9,944",4687,2099.0,2507.0
"Iowa, Fayette","20,774",10366,5732.0,4492.0
"Iowa, Floyd","16,087",8257,4680.0,3472.0
"Iowa, Franklin","10,509",5186,2266.0,2823.0
"Iowa, Fremont","7,141",3668,1637.0,1972.0
"Iowa, Greene","9,181",4846,2375.0,2380.0
"Iowa, Grundy","12,437",6962,2635.0,4215.0
"Iowa, Guthrie","10,762",5888,2569.0,3171.0
"Iowa, Hamilton","15,321",7927,3782.0,3991.0
"Iowa, Hancock","11,175",5925,2521.0,3317.0
"Iowa, Hardin","17,359",8898,4075.0,4670.0
"Iowa, Harrison","14,475",7322,3136.0,4065.0
"Iowa, Henry","19,992",9697,4460.0,5035.0
"Iowa, Howard","9,548",4645,2768.0,1795.0
"Iowa, Humboldt","9,723",5158,1972.0,3099.0
"Iowa, Ida","7,044",3663,1321.0,2286.0
"Iowa, Iowa","16,180",8866,4144.0,4569.0
"Iowa, Jackson","19,685",10242,5907.0,4177.0
"Iowa, Jasper","36,574",19515,10257.0,8877.0
"Iowa, Jefferson","17,278",8530,4798.0,3436.0
"Iowa, Johnson","137,103",75977,50666.0,23698.0
"Iowa, Jones","20,601",10449,5534.0,4721.0
