Location,total_votes,2012_democrat_votes,2012_republican_votes
"Illinois, Fayette",8971,2853.0,5951.0
"Illinois, Ford",6006,1656.0,4229.0
"Illinois, Franklin",17914,7254.0,10267.0
"Illinois, Fulton",15356,8328.0,6632.0
"Illinois, Gallatin",2573,1029.0,1492.0
"Illinois, Greene",5622,2023.0,3451.0
"Illinois, Grundy",21244,9451.0,11343.0
"Illinois, Hamilton",3941,1269.0,2566.0
"Illinois, Hancock",9111,3650.0,5271.0
"Illinois, Hardin",2330,742.0,1535.0
"Illinois, Henderson",3568,1978.0,1541.0
"Illinois, Henry",24322,12332.0,11583.0
"Illinois, Iroquois",12784,3413.0,9120.0
"Illinois, Jackson",24012,13319.0,9864.0
"Illinois, Jasper",5043,1436.0,3514.0
"Illinois, Jefferson",16320,6089.0,9811.0
"Illinois, Jersey",9959,3667.0,6039.0
"Illinois, Jo Daviess",11429,5667.0,5534.0
"Illinois, Johnson",5672,1572.0,3963.0
"Illinois, Kane",181642,90332.0,88335.0
"Illinois, Kankakee",45509,21595.0,23136.0
"Illinois, Kendall",47295,22471.0,24047.0
"Illinois, Knox",23278,13451.0,9408.0
"Illinois, Lake",287493,153757.0,129764.0
"Illinois, LaSalle",47259,23073.0,23256.0
"Illinois, Lawrence",5989,2011.0,3857.0
"Illinois, Lee",15301,6937.0,8059.0
"Illinois, Livingston",15039,5020.0,9753.0
"Illinois, Logan",12053,3978.0,7844.0
"Illinois, McDonough",12454,5967.0,6147.0
"Illinois, McHenry",133844,59797.0,71598.0
"Illinois, McLean",73382,31883.0,39947.0
"Illinois, Macon",48899,22780.0,25309.0
"Illinois, Macoupin",21010,9464.0,10946.0
"Illinois, Madison",122473,58922.0,60608.0
"Illinois, Marion",15764,6225.0,9248.0
"Illinois, Marshall",5850,2455.0,3290.0
"Illinois, Mason",6272,2867.0,3265.0
"Illinois, Massac",6495,2092.0,4278.0
"Illinois, Menard",6151,2100.0,3948.0
"Illinois, Mercer",8534,4507.0,3876.0
"Illinois, Monroe",17432,6215.0,10888.0
"Illinois, Montgomery",12133,5058.0,6776.0
"Illinois, Morgan",14096,5806.0,7972.0
"Illinois, Moultrie",6057,2144.0,3784.0
"Illinois, Ogle",23367,9514.0,13422.0
"Illinois, Peoria",78411,40209.0,36774.0
"Illinois, Perry",9549,3819.0,5507.0
"Illinois, Piatt",8707,3090.0,5413.0
"Illinois, Pike",7286,2278.0,4860.0
"Illinois, Pope",2222,650.0,1512.0
"Illinois, Pulaski",3003,1389.0,1564.0
"Illinois, Putnam",3135,1559.0,1502.0
"Illinois, Randolph",14392,5759.0,8290.0
"Illinois, Richland",7282,2362.0,4756.0
"Illinois, Rock Island",65016,39157.0,24934.0
"Illinois, St. Clair",119466,67285.0,50125.0
"Illinois, Saline",10720,3701.0,6806.0
"Illinois, Sangamon",94297,42107.0,50225.0
"Illinois, Schuyler",3890,1727.0,2069.0
"Illinois, Scott",2555,910.0,1587.0
"Illinois, Shelby",10395,3342.0,6843.0
"Illinois, Stark",2662,1095.0,1528.0
"Illinois, Stephenson",21055,10165.0,10512.0
"Illinois, Tazewell",61048,24438.0,35335.0
"Illinois, Union",8282,3137.0,4957.0
"Illinois, Vermilion",30314,12878.0,16892.0
"Illinois, Wabash",5134,1590.0,3478.0
"Illinois, Warren",7793,4044.0,3618.0
"Illinois, Washington",7405,2450.0,4792.0
"Illinois, Wayne",7680,1514.0,5988.0
"Illinois, White",7064,2188.0,4731.0
"Illinois, Whiteside",25654,14833.0,10334.0
"Illinois, Will",277387,144229.0,128969.0
"Illinois, Williamson",29143,10647.0,17909.0
"Illinois, Winnebago",118984,61732.0,55138.0
"Illinois, Woodford",18874,5572.0,12961.0
"Indiana, Adams",13011,3806.0,8937.0
"Indiana, Allen",146939,60036.0,84613.0
"Indiana, Bartholomew",29326,10625.0,18083.0
"Indiana, Benton",3578,1159.0,2329.0
"Indiana, Blackford",4743,1927.0,2711.0
"Indiana, Boone",27737,8328.0,18808.0
"Indiana, Brown",7604,3060.0,4332.0
"Indiana, Carroll",7810,2635.0,4999.0
"Indiana, Cass",14161,5371.0,8443.0
"Indiana, Clark",47146,20807.0,25450.0
"Indiana, Clay",10784,3460.0,7096.0
"Indiana, Clinton",9883,3308.0,6338.0
"Indiana, Crawford",4590,2041.0,2421.0
"Indiana, Daviess",10250,2437.0,7638.0
"Indiana, Dearborn",22356,6528.0,15394.0
"Indiana, Decatur",10308,2941.0,7119.0
"Indiana, DeKalb",16328,5419.0,10587.0
"Indiana, Delaware",44968,22654.0,21251.0
"Indiana, Dubois",18542,6522.0,11654.0
"Indiana, Elkhart",67852,24399.0,42378.0
"Indiana, Fayette",8837,3555.0,5045.0
"Indiana, Floyd",35305,14812.0,19878.0
"Indiana, Fountain",7111,2237.0,4664.0
"Indiana, Franklin",10560,2909.0,7424.0
"Indiana, Fulton",8126,2621.0,5317.0
"Indiana, Gibson",14721,4928.0,9487.0
"Indiana, Grant",25285,9589.0,15151.0
"Indiana, Greene",13111,4350.0,8457.0
"Indiana, Hamilton",136863,43796.0,90747.0
"Indiana, Hancock",32843,9319.0,22796.0
"Indiana, Harrison",17671,6607.0,10640.0
"Indiana, Hendricks",66644,21112.0,44312.0
"Indiana, Henry",19007,7613.0,10838.0
"Indiana, Howard",36290,15135.0,20327.0
"Indiana, Huntington",15765,4596.0,10862.0
"Indiana, Jackson",16712,5838.0,10419.0
"Indiana, Jasper",12896,4672.0,7955.0
"Indiana, Jay",7901,3063.0,4645.0
"Indiana, Jefferson",13126,5728.0,7096.0
"Indiana, Jennings",10250,3821.0,6120.0
"Indiana, Johnson",57964,17260.0,39513.0
"Indiana, Knox",15145,5228.0,9612.0
"Indiana, Kosciusko",30060,6862.0,22558.0
"Indiana, LaGrange",9316,2898.0,6231.0
"Indiana, Lake",201758,130897.0,68431.0
"Indiana, LaPorte",43681,24107.0,18615.0
"Indiana, Lawrence",17822,5779.0,11622.0
"Indiana, Madison",52370,24407.0,26769.0
"Indiana, Marion",359009,216336.0,136509.0
"Indiana, Marshall",17765,6137.0,11260.0
"Indiana, Martin",4743,1351.0,3262.0
"Indiana, Miami",12781,4222.0,8174.0
"Indiana, Monroe",57223,33436.0,22481.0
"Indiana, Montgomery",14440,4271.0,9824.0
"Indiana, Morgan",28266,7969.0,19591.0
"Indiana, Newton",5654,2212.0,3291.0
"Indiana, Noble",16244,5229.0,10680.0
"Indiana, Ohio",2819,994.0,1759.0
"Indiana, Orange",7776,2939.0,4617.0
"Indiana, Owen",8113,2823.0,5062.0
"Indiana, Parke",6515,2110.0,4234.0
"Indiana, Perry",7875,4316.0,3403.0
"Indiana, Pike",5926,2125.0,3627.0
"Indiana, Porter",73039,37252.0,34406.0
"Indiana, Posey",12226,4533.0,7430.0
"Indiana, Pulaski",5399,1899.0,3366.0
"Indiana, Putnam",13829,4507.0,9005.0
"Indiana, Randolph",10189,3769.0,6218.0
"Indiana, Ripley",10983,3241.0,7484.0
"Indiana, Rush",7026,2221.0,4633.0
"Indiana, St. Joseph",110704,56460.0,52578.0
"Indiana, Scott",8720,3998.0,4539.0
"Indiana, Shelby",16760,5359.0,10978.0
"Indiana, Spencer",9728,4026.0,5515.0
"Indiana, Starke",8754,3809.0,4738.0
"Indiana, Steuben",13695,4853.0,8547.0
"Indiana, Sullivan",8290,3191.0,4902.0
"Indiana, Switzerland",3397,1437.0,1872.0
"Indiana, Tippecanoe",56896,26711.0,28757.0
"Indiana, Tipton",7365,2432.0,4773.0
"Indiana, Union",3100,1018.0,2022.0
"Indiana, Vanderburgh",72404,31725.0,39389.0
"Indiana, Vermillion",6581,2979.0,3426.0
"Indiana, Vigo",39877,19712.0,19369.0
"Indiana, Wabash",12874,3973.0,8644.0
"Indiana, Warren",3800,1324.0,2377.0
"Indiana, Warrick",24630,8793.0,15351.0
"Indiana, Washington",10737,3909.0,6533.0
"Indiana, Wayne",25477,10591.0,14321.0
"Indiana, Wells",12935,3436.0,9256.0
"Indiana, White",9903,3637.0,5970.0
"Indiana, Whitley",15011,4420.0,10258.0
"Iowa, Adair",3996,1790.0,2114.0
"Iowa, Adams",2185,1028.0,1108.0
"Iowa, Allamakee",6934,3553.0,3264.0
"Iowa, Appanoose",6245,2951.0,3161.0
"Iowa, Audubon",3457,1611.0,1802.0
"Iowa, Benton",14023,6862.0,6940.0
"Iowa, Black Hawk",67141,39821.0,26235.0
"Iowa, Boone",14388,7512.0,6556.0
"Iowa, Bremer",13346,6763.0,6405.0
"Iowa, Buchanan",10535,5911.0,4450.0
"Iowa, Buena Vista",8383,3700.0,4554.0
"Iowa, Butler",7545,3329.0,4106.0
"Iowa, Calhoun",5230,2238.0,2891.0
"Iowa, Carroll",10674,4947.0,5601.0
"Iowa, Cass",7205,2858.0,4217.0
"Iowa, Cedar",9649,4972.0,4529.0
"Iowa, Cerro Gordo",23824,13316.0,10128.0
"Iowa, Cherokee",6415,2634.0,3662.0
"Iowa, Chickasaw",6484,3554.0,2836.0
"Iowa, Clarke",4430,2189.0,2124.0
"Iowa, Clay",8502,3385.0,4951.0
"Iowa, Clayton",9138,4806.0,4164.0
"Iowa, Clinton",25000,15141.0,9432.0
"Iowa, Crawford",6752,3066.0,3595.0
"Iowa, Dallas",38116,16576.0,20988.0
"Iowa, Davis",3773,1520.0,2138.0
"Iowa, Decatur",3833,1791.0,1947.0
"Iowa, Delaware",9378,4616.0,4636.0
"Iowa, Des Moines",20385,11888.0,8136.0
"Iowa, Dickinson",10159,4095.0,5912.0
"Iowa, Dubuque",50894,28768.0,21280.0
"Iowa, Emmet",4687,2099.0,2507.0
"Iowa, Fayette",10366,5732.0,4492.0
"Iowa, Floyd",8257,4680.0,3472.0
"Iowa, Franklin",5186,2266.0,2823.0
"Iowa, Fremont",3668,1637.0,1972.0
"Iowa, Greene",4846,2375.0,2380.0
"Iowa, Grundy",6962,2635.0,4215.0
"Iowa, Guthrie",5888,2569.0,3171.0
"Iowa, Hamilton",7927,3782.0,3991.0
"Iowa, Hancock",5925,2521.0,3317.0
"Iowa, Hardin",8898,4075.0,4670.0
"Iowa, Harrison",7322,3136.0,4065.0
"Iowa, Henry",9697,4460.0,5035.0
"Iowa, Howard",4645,2768.0,1795.0
"Iowa, Humboldt",5158,1972.0,3099.0
"Iowa, Ida",3663,1321.0,2286.0
"Iowa, Iowa",8866,4144.0,4569.0
"Iowa, Jackson",10242,5907.0,4177.0
"Iowa, Jasper",19515,10257.0,8877.0
"Iowa, Jefferson",8530,4798.0,3436.0
"Iowa, Johnson",75977,50666.0,23698.0
"Iowa, Jones",10449,5534.0,4721.0
"Iowa, Keokuk",5266,2303.0,2843.0
"Iowa, Kossuth",8923,3850.0,4937.0
"Iowa, Lee",18911,10714.0,7785.0
"Iowa, Linn",118453,68581.0,47622.0
"Iowa, Louisa",4968,2452.0,2420.0
"Iowa, Lucas",4323,1987.0,2254.0
"Iowa, Lyon",6509,1423.0,4978.0
"Iowa, Madison",8458,3630.0,4638.0
"Iowa, Mahaska",10883,4213.0,6448.0
"Iowa, Marion",17687,7507.0,9828.0
"Iowa, Marshall",19064,10257.0,8472.0
"Iowa, Mills",7212,2848.0,4216.0
"Iowa, Mitchell",5586,2831.0,2643.0
"Iowa, Monona",4742,2101.0,2557.0
"Iowa, Monroe",3830,1731.0,2026.0
"Iowa, Montgomery",5025,1922.0,3001.0
"Iowa, Muscatine",19865,11323.0,8168.0
"Iowa, O'Brien",7341,1969.0,5266.0
"Iowa, Osceola",3194,912.0,2230.0
"Iowa, Page",7079,2613.0,4348.0
"Iowa, Palo Alto",4887,2139.0,2660.0
"Iowa, Plymouth",12950,4164.0,8597.0
"Iowa, Pocahontas",4032,1523.0,2396.0
"Iowa, Polk",228882,128465.0,96096.0
"Iowa, Pottawattamie",42301,19644.0,21860.0
"Iowa, Poweshiek",9975,5357.0,4424.0
"Iowa, Ringgold",2599,1186.0,1368.0
"Iowa, Sac",5291,2122.0,3094.0
"Iowa, Scott",90263,50652.0,38251.0
"Iowa, Shelby",6483,2469.0,3911.0
"Iowa, Sioux",17308,2700.0,14407.0
"Iowa, Story",47150,26192.0,19668.0
"Iowa, Tama",9017,4768.0,4098.0
"Iowa, Taylor",2995,1262.0,1683.0
"Iowa, Union",5957,3043.0,2813.0
"Iowa, Van Buren",3569,1402.0,2064.0
"Iowa, Wapello",15770,8663.0,6789.0
"Iowa, Warren",26072,12551.0,13052.0
"Iowa, Washington",11004,5115.0,5562.0
"Iowa, Wayne",2900,1251.0,1583.0
"Iowa, Webster",18292,9537.0,8469.0
"Iowa, Winnebago",5918,2903.0,2906.0
"Iowa, Winneshiek",11084,6256.0,4622.0
"Iowa, Woodbury",45019,22302.0,21841.0
"Iowa, Worth",4172,2350.0,1744.0
"Iowa, Wright",6278,2836.0,3349.0
"Kansas, Allen",5310,1869.0,3316.0
"Kansas, Anderson",3315,944.0,2276.0
"Kansas, Atchison",6674,2567.0,3917.0
"Kansas, Barber",2314,482.0,1772.0
"Kansas, Barton",10341,2297.0,7874.0
"Kansas, Bourbon",6254,1996.0,4102.0
"Kansas, Brown",3993,1076.0,2829.0
"Kansas, Butler",26085,7282.0,18157.0
"Kansas, Chase",1271,358.0,875.0
"Kansas, Chautauqua",1630,280.0,1304.0
"Kansas, Cherokee",8571,2930.0,5456.0
"Kansas, Cheyenne",1426,233.0,1159.0
"Kansas, Clark",1017,174.0,805.0
"Kansas, Clay",3686,834.0,2788.0
"Kansas, Cloud",4058,974.0,2954.0
"Kansas, Coffey",3906,898.0,2903.0
"Kansas, Comanche",928,143.0,767.0
"Kansas, Cowley",12710,4319.0,8081.0
"Kansas, Crawford",14945,6826.0,7708.0
"Kansas, Decatur",1532,266.0,1218.0
"Kansas, Dickinson",8042,2020.0,5832.0
"Kansas, Doniphan",3403,902.0,2414.0
"Kansas, Douglas",48145,29267.0,17401.0
"Kansas, Edwards",1385,298.0,1059.0
"Kansas, Elk",1369,281.0,1049.0
"Kansas, Ellis",11714,3057.0,8399.0
"Kansas, Ellsworth",2712,702.0,1930.0
"Kansas, Finney",9084,2682.0,6219.0
"Kansas, Ford",8362,2600.0,5602.0
"Kansas, Franklin",10990,3694.0,6984.0
"Kansas, Geary",7845,3332.0,4372.0
"Kansas, Gove",1383,176.0,1168.0
"Kansas, Graham",1340,256.0,1056.0
"Kansas, Grant",2306,456.0,1811.0
"Kansas, Gray",1958,324.0,1603.0
"Kansas, Greeley",670,113.0,543.0
"Kansas, Greenwood",2123,478.0,1590.0
"Kansas, Hamilton",877,163.0,693.0
"Kansas, Harper",2389,550.0,1759.0
"Kansas, Harvey",14294,5373.0,8588.0
"Kansas, Haskell",1396,215.0,1159.0
"Kansas, Hodgeman",1060,179.0,868.0
"Kansas, Jackson",5561,1901.0,3527.0
"Kansas, Jefferson",8013,2977.0,4827.0
"Kansas, Jewell",1497,229.0,1235.0
"Kansas, Johnson",274365,110526.0,158401.0
"Kansas, Kearny",1386,268.0,1097.0
"Kansas, Kingman",3231,733.0,2397.0
"Kansas, Kiowa",1144,163.0,976.0
"Kansas, Labette",8037,3117.0,4742.0
"Kansas, Lane",928,172.0,739.0
"Kansas, Leavenworth",29085,11357.0,17059.0
"Kansas, Lincoln",1483,289.0,1165.0
"Kansas, Linn",4467,1170.0,3177.0
"Kansas, Logan",1350,197.0,1126.0
"Kansas, Lyon",11875,5111.0,6470.0
"Kansas, McPherson",12297,3449.0,8545.0
"Kansas, Marion",5409,1385.0,3889.0
"Kansas, Marshall",4773,1469.0,3195.0
"Kansas, Meade",1709,258.0,1428.0
"Kansas, Miami",14856,4712.0,9858.0
"Kansas, Mitchell",2965,584.0,2327.0
"Kansas, Montgomery",12417,3501.0,8630.0
"Kansas, Morris",2562,718.0,1773.0
"Kansas, Morton",1278,189.0,1072.0
"Kansas, Nemaha",5026,1000.0,3930.0
"Kansas, Neosho",6480,2050.0,4272.0
"Kansas, Ness",1444,218.0,1209.0
"Kansas, Norton",2325,398.0,1878.0
"Kansas, Osage",6906,2268.0,4427.0
"Kansas, Osborne",1838,324.0,1479.0
"Kansas, Ottawa",2933,558.0,2295.0
"Kansas, Pawnee",2608,718.0,1836.0
"Kansas, Phillips",2565,382.0,2135.0
"Kansas, Pottawatomie",9479,2335.0,6804.0
"Kansas, Pratt",3801,980.0,2771.0
"Kansas, Rawlins",1444,190.0,1223.0
"Kansas, Reno",24422,8085.0,15718.0
"Kansas, Republic",2686,477.0,2134.0
"Kansas, Rice",3681,911.0,2676.0
"Kansas, Riley",21101,8977.0,11507.0
"Kansas, Rooks",2460,361.0,2038.0
"Kansas, Rush",1570,367.0,1166.0
"Kansas, Russell",3200,593.0,2553.0
"Kansas, Saline",21496,7040.0,13840.0
"Kansas, Scott",2052,277.0,1728.0
"Kansas, Sedgwick",182895,71977.0,106506.0
"Kansas, Seward",5176,1490.0,3617.0
"Kansas, Shawnee",76508,36975.0,37782.0
"Kansas, Sheridan",1342,168.0,1154.0
"Kansas, Sherman",2623,577.0,1976.0
"Kansas, Smith",2023,358.0,1624.0
"Kansas, Stafford",1839,404.0,1385.0
"Kansas, Stanton",759,143.0,605.0
"Kansas, Stevens",2034,252.0,1749.0
"Kansas, Sumner",9141,2658.0,6260.0
"Kansas, Thomas",3474,598.0,2788.0
"Kansas, Trego",1579,291.0,1261.0
"Kansas, Wabaunsee",3267,918.0,2256.0
"Kansas, Wallace",798,68.0,719.0
"Kansas, Washington",2889,524.0,2316.0
"Kansas, Wichita",987,157.0,821.0
"Kansas, Wilson",3717,818.0,2825.0
"Kansas, Woodson",1447,380.0,1035.0
"Kansas, Wyandotte",50738,34302.0,15496.0
"Kentucky, Adair",7600,1660.0,5841.0
"Kentucky, Allen",7100,1808.0,5184.0
"Kentucky, Anderson",10320,3315.0,6822.0
"Kentucky, Ballard",3895,1189.0,2647.0
"Kentucky, Barren",16568,5400.0,10922.0
"Kentucky, Bath",4122,1770.0,2275.0
"Kentucky, Bell",9482,2224.0,7127.0
"Kentucky, Boone",52511,15629.0,35922.0
"Kentucky, Bourbon",7923,3075.0,4692.0
"Kentucky, Boyd",19049,7776.0,10884.0
"Kentucky, Boyle",12373,4471.0,7703.0
"Kentucky, Bracken",3232,1147.0,2029.0
"Kentucky, Breathitt",5008,1562.0,3318.0
"Kentucky, Breckinridge",7969,2825.0,5025.0
"Kentucky, Bullitt",31779,9971.0,21306.0
"Kentucky, Butler",5060,1293.0,3716.0
"Kentucky, Caldwell",5860,1852.0,3904.0
"Kentucky, Calloway",15072,5317.0,9440.0
"Kentucky, Campbell",40177,15080.0,24240.0
"Kentucky, Carlisle",2619,750.0,1835.0
"Kentucky, Carroll",3680,1629.0,1999.0
"Kentucky, Carter",8908,3383.0,5279.0
"Kentucky, Casey",6091,1086.0,4904.0
"Kentucky, Christian",21955,8252.0,13475.0
"Kentucky, Clark",15416,5228.0,9931.0
"Kentucky, Clay",7383,1111.0,6176.0
"Kentucky, Clinton",4393,752.0,3569.0
"Kentucky, Crittenden",3854,960.0,2839.0
"Kentucky, Cumberland",2854,599.0,2216.0
"Kentucky, Daviess",42087,16208.0,25092.0
"Kentucky, Edmonson",4668,1374.0,3232.0
"Kentucky, Elliott",2399,1186.0,1126.0
"Kentucky, Estill",5184,1356.0,3749.0
"Kentucky, Fayette",125866,62080.0,60795.0
"Kentucky, Fleming",5782,1911.0,3780.0
"Kentucky, Floyd",14890,4733.0,9784.0
"Kentucky, Franklin",23337,11535.0,11345.0
"Kentucky, Fulton",2481,1022.0,1425.0
"Kentucky, Gallatin",3061,1238.0,1758.0
"Kentucky, Garrard",7077,1661.0,5310.0
"Kentucky, Grant",8608,2810.0,5664.0
"Kentucky, Graves",15503,4547.0,10699.0
"Kentucky, Grayson",9271,2744.0,6404.0
"Kentucky, Green",4856,1165.0,3634.0
"Kentucky, Greenup",15168,6027.0,8855.0
"Kentucky, Hancock",4134,1833.0,2212.0
"Kentucky, Hardin",39218,15214.0,23357.0
"Kentucky, Harlan",10657,1830.0,8652.0
"Kentucky, Harrison",7163,2471.0,4556.0
"Kentucky, Hart",6622,2283.0,4257.0
"Kentucky, Henderson",18622,8091.0,10296.0
"Kentucky, Henry",6590,2530.0,3940.0
"Kentucky, Hickman",2139,686.0,1431.0
"Kentucky, Hopkins",19767,5789.0,13681.0
"Kentucky, Jackson",5061,612.0,4365.0
"Kentucky, Jefferson",339579,186181.0,148423.0
"Kentucky, Jessamine",20633,6001.0,14233.0
"Kentucky, Johnson",9035,1723.0,7095.0
"Kentucky, Kenton",67704,24920.0,41389.0
"Kentucky, Knott",5693,1420.0,4130.0
"Kentucky, Knox",11100,2484.0,8467.0
"Kentucky, Larue",5764,1733.0,3911.0
"Kentucky, Laurel",22408,3905.0,18151.0
"Kentucky, Lawrence",5592,1520.0,3995.0
"Kentucky, Lee",2623,595.0,1977.0
"Kentucky, Leslie",4950,433.0,4439.0
"Kentucky, Letcher",8758,1702.0,6811.0
"Kentucky, Lewis",4769,1342.0,3326.0
"Kentucky, Lincoln",9152,2582.0,6416.0
"Kentucky, Livingston",4511,1346.0,3089.0
"Kentucky, Logan",10510,3469.0,6899.0
"Kentucky, Lyon",3839,1373.0,2412.0
"Kentucky, McCracken",30551,10062.0,19979.0
"Kentucky, McCreary",5707,1069.0,4564.0
"Kentucky, McLean",4200,1432.0,2705.0
"Kentucky, Madison",33322,11512.0,21128.0
"Kentucky, Magoffin",4906,1433.0,3391.0
"Kentucky, Marion",7318,3418.0,3800.0
"Kentucky, Marshall",15719,5022.0,10402.0
"Kentucky, Martin",3824,574.0,3180.0
"Kentucky, Mason",6881,2592.0,4197.0
"Kentucky, Meade",10916,4122.0,6606.0
"Kentucky, Menifee",2598,1048.0,1484.0
"Kentucky, Mercer",9939,2966.0,6820.0
"Kentucky, Metcalfe",4184,1425.0,2676.0
"Kentucky, Monroe",4746,936.0,3762.0
"Kentucky, Montgomery",10248,3701.0,6398.0
"Kentucky, Morgan",4472,1369.0,3021.0
"Kentucky, Muhlenberg",12739,4771.0,7762.0
"Kentucky, Nelson",18533,7611.0,10673.0
"Kentucky, Nicholas",2581,948.0,1583.0
"Kentucky, Ohio",9646,2987.0,6470.0
"Kentucky, Oldham",29884,9240.0,20179.0
"Kentucky, Owen",4557,1501.0,2971.0
"Kentucky, Owsley",1580,283.0,1279.0
"Kentucky, Pendleton",5534,1859.0,3556.0
"Kentucky, Perry",10241,2047.0,8040.0
"Kentucky, Pike",23636,5646.0,17590.0
"Kentucky, Powell",4481,1620.0,2766.0
"Kentucky, Pulaski",26003,4976.0,20714.0
"Kentucky, Robertson",935,340.0,579.0
"Kentucky, Rockcastle",6216,1097.0,5028.0
"Kentucky, Rowan",7665,3438.0,4035.0
"Kentucky, Russell",7909,1445.0,6346.0
"Kentucky, Scott",20573,7532.0,12679.0
"Kentucky, Shelby",18663,6634.0,11790.0
"Kentucky, Simpson",7093,2650.0,4355.0
"Kentucky, Spencer",8431,2549.0,5726.0
"Kentucky, Taylor",10950,3285.0,7551.0
"Kentucky, Todd",4718,1403.0,3247.0
"Kentucky, Trigg",6742,2115.0,4520.0
"Kentucky, Trimble",3543,1355.0,2133.0
"Kentucky, Union",5979,1942.0,3955.0
"Kentucky, Warren",43903,16805.0,26384.0
"Kentucky, Washington",5219,1669.0,3495.0
"Kentucky, Wayne",7210,1855.0,5289.0
"Kentucky, Webster",5470,1765.0,3607.0
"Kentucky, Whitley",13072,2683.0,10232.0
"Kentucky, Wolfe",2559,976.0,1542.0
"Kentucky, Woodford",12332,4883.0,7219.0
"Maine, Androscoggin",52862,28989.0,22232.0
"Maine, Aroostook",33860,17777.0,15196.0
"Maine, Cumberland",163786,101950.0,57821.0
"Maine, Franklin",16282,9367.0,6369.0
"Maine, Hancock",30799,17569.0,12324.0
"Maine, Kennebec",63497,35068.0,26519.0
"Maine, Knox",22067,13223.0,8248.0
"Maine, Lincoln",20757,11315.0,8899.0
"Maine, Oxford",29420,16330.0,11996.0
"Maine, Penobscot",77306,38811.0,36547.0
"Maine, Piscataquis",8955,4149.0,4530.0
"Maine, Sagadahoc",20794,11821.0,8429.0
"Maine, Somerset",24787,12216.0,11800.0
"Maine, Waldo",21061,11296.0,9058.0
"Maine, Washington",15836,7803.0,7550.0
"Maine, York",108057,61551.0,43900.0
"Maryland, Allegany",29850,9805.0,19230.0
"Maryland, Anne Arundel",260155,126635.0,126832.0
"Maryland, Baltimore",384782,220322.0,154908.0
"Maryland, Calvert",45518,20529.0,23952.0
"Maryland, Caroline",13357,4970.0,8098.0
"Maryland, Carroll",87536,27939.0,56761.0
"Maryland, Cecil",42480,16557.0,24806.0
"Maryland, Charles",75222,48774.0,25178.0
"Maryland, Dorchester",15444,7257.0,7976.0
"Maryland, Frederick",117115,55146.0,58798.0
"Maryland, Garrett",13157,3124.0,9743.0
"Maryland, Harford",125954,49729.0,72911.0
"Maryland, Howard",153108,91393.0,57758.0
"Maryland, Kent",9904,4842.0,4870.0
"Maryland, Montgomery",455992,323400.0,123353.0
"Maryland, Prince George's",387744,347938.0,35734.0
"Maryland, Queen Anne's",24888,8556.0,15823.0
"Maryland, St. Mary's",47824,19711.0,26797.0
"Maryland, Somerset",10399,5240.0,5042.0
"Maryland, Talbot",20459,8808.0,11339.0
"Maryland, Washington",62755,25042.0,36074.0
"Maryland, Wicomico",42259,19635.0,21764.0
"Maryland, Worcester",27420,11014.0,15951.0
"Massachusetts, Barnstable",133115,70822.0,60446.0
"Massachusetts, Berkshire",64486,48843.0,14252.0
"Massachusetts, Bristol",241509,142962.0,93752.0
"Massachusetts, Dukes",10968,7978.0,2792.0
"Massachusetts, Essex",366357,210302.0,150480.0
"Massachusetts, Franklin",37758,27072.0,9344.0
"Massachusetts, Hampden",200399,123619.0,73392.0
"Massachusetts, Hampshire",81621,57359.0,21480.0
"Massachusetts, Middlesex",754170,471804.0,267321.0
"Massachusetts, Nantucket",6120,3830.0,2187.0
"Massachusetts, Norfolk",356523,202714.0,148393.0
"Massachusetts, Plymouth",256531,131845.0,121086.0
"Massachusetts, Suffolk",289098,223896.0,59999.0
"Massachusetts, Worcester",369112,198244.0,163390.0
"Michigan, Alcona",6104,2472.0,3571.0
"Michigan, Alger",4618,2212.0,2330.0
"Michigan, Allegan",52619,20806.0,31123.0
"Michigan, Alpena",14014,6549.0,7298.0
"Michigan, Antrim",13195,5107.0,7917.0
"Michigan, Arenac",7841,3669.0,4057.0
"Michigan, Baraga",3490,1574.0,1866.0
"Michigan, Barry",28512,11491.0,16655.0
"Michigan, Bay",53381,27877.0,24911.0
"Michigan, Benzie",9901,4685.0,5075.0
"Michigan, Berrien",72497,33465.0,38209.0
"Michigan, Branch",17147,6913.0,10035.0
"Michigan, Calhoun",58327,29267.0,28333.0
"Michigan, Cass",22490,9591.0,12659.0
"Michigan, Charlevoix",14090,5939.0,8000.0
"Michigan, Cheboygan",13311,5831.0,7286.0
"Michigan, Chippewa",15564,7100.0,8278.0
"Michigan, Clare",13504,6338.0,6988.0
"Michigan, Clinton",39235,18191.0,20650.0
"Michigan, Crawford",6814,2994.0,3744.0
"Michigan, Delta",18050,8330.0,9534.0
"Michigan, Dickinson",12810,4952.0,7688.0
"Michigan, Eaton",54788,27913.0,26197.0
"Michigan, Emmet",17709,7225.0,10253.0
"Michigan, Genesee",202933,128978.0,71808.0
"Michigan, Gladwin",12583,5760.0,6661.0
"Michigan, Gogebic",7576,4058.0,3444.0
"Michigan, Grand Traverse",47999,20875.0,26534.0
"Michigan, Gratiot",16035,7610.0,8241.0
"Michigan, Hillsdale",19100,7106.0,11727.0
"Michigan, Houghton",15282,6801.0,8196.0
"Michigan, Huron",15484,6518.0,8806.0
"Michigan, Ingham",127910,80847.0,45306.0
"Michigan, Ionia",25761,11018.0,14315.0
