Location,total_votes,2012_democrat_votes,2012_republican_votes
"Alabama, Perry",6099,4568.0,1506.0
"Alabama, Pickens",9611,4455.0,5124.0
"Alabama, Pike",14107,6035.0,7963.0
"Alabama, Randolph",10398,3078.0,7224.0
"Alabama, Russell",18879,10500.0,8278.0
"Alabama, St. Clair",35148,5801.0,29031.0
"Alabama, Shelby",92507,20051.0,71436.0
"Alabama, Sumter",7027,5421.0,1586.0
"Alabama, Talladega",33373,13905.0,19246.0
"Alabama, Tallapoosa",18829,6319.0,12396.0
"Alabama, Tuscaloosa",78590,32048.0,45748.0
"Alabama, Walker",28521,6557.0,21651.0
"Alabama, Washington",8778,2976.0,5761.0
"Alabama, Wilcox",6551,4868.0,1679.0
"Alabama, Winston",9714,1286.0,8312.0
"Arizona, Apache",25848,17147.0,8250.0
"Arizona, Cochise",49003,18546.0,29497.0
"Arizona, Coconino",51731,29257.0,21220.0
"Arizona, Gila",21528,7697.0,13455.0
"Arizona, Graham",11855,3609.0,8076.0
"Arizona, Greenlee",2974,1310.0,1592.0
"Arizona, La Paz",5717,1880.0,3714.0
"Arizona, Maricopa",1376558,602288.0,749885.0
"Arizona, Mohave",70010,19533.0,49168.0
"Arizona, Navajo",37335,16945.0,19884.0
"Arizona, Pima",382250,201251.0,174779.0
"Arizona, Pinal",108315,44306.0,62079.0
"Arizona, Santa Cruz",13894,9486.0,4235.0
"Arizona, Yavapai",100283,33918.0,64468.0
"Arizona, Yuma",41953,18059.0,23352.0
"Arkansas, Arkansas",6494,2455.0,3897.0
"Arkansas, Ashley",7921,2859.0,4867.0
"Arkansas, Baxter",19339,5172.0,13688.0
"Arkansas, Benton",79257,22636.0,54646.0
"Arkansas, Boone",15391,3772.0,11159.0
"Arkansas, Bradley",3652,1449.0,2134.0
"Arkansas, Calhoun",2174,660.0,1458.0
"Arkansas, Carroll",10183,3696.0,6125.0
"Arkansas, Chicot",4361,2649.0,1670.0
"Arkansas, Clark",8409,3811.0,4343.0
"Arkansas, Clay",5110,1738.0,3225.0
"Arkansas, Cleburne",11647,2620.0,8693.0
"Arkansas, Cleveland",3266,845.0,2313.0
"Arkansas, Columbia",9455,3557.0,5790.0
"Arkansas, Conway",7730,3005.0,4514.0
"Arkansas, Craighead",31700,10527.0,20350.0
"Arkansas, Crawford",20591,4881.0,15145.0
"Arkansas, Crittenden",16716,9487.0,6998.0
"Arkansas, Cross",6681,2279.0,4269.0
"Arkansas, Dallas",3084,1337.0,1665.0
"Arkansas, Desha",4420,2443.0,1896.0
"Arkansas, Drew",6633,2630.0,3887.0
"Arkansas, Faulkner",41460,13621.0,26722.0
"Arkansas, Franklin",6540,1726.0,4631.0
"Arkansas, Fulton",4522,1452.0,2949.0
"Arkansas, Garland",40728,13804.0,26014.0
"Arkansas, Grant",6479,1468.0,4829.0
"Arkansas, Greene",13761,4000.0,9071.0
"Arkansas, Hempstead",6921,2468.0,4284.0
"Arkansas, Hot Spring",11260,3830.0,7097.0
"Arkansas, Howard",4462,1471.0,2892.0
"Arkansas, Independence",12397,3281.0,8728.0
"Arkansas, Izard",5278,1524.0,3575.0
"Arkansas, Jackson",5347,2095.0,3072.0
"Arkansas, Jefferson",27383,17470.0,9520.0
"Arkansas, Johnson",8098,2799.0,5064.0
"Arkansas, Lafayette",2929,1173.0,1713.0
"Arkansas, Lawrence",5540,1788.0,3536.0
"Arkansas, Lee",3424,2107.0,1280.0
"Arkansas, Lincoln",3726,1425.0,2199.0
"Arkansas, Little River",5051,1552.0,3385.0
"Arkansas, Logan",7331,2009.0,5079.0
"Arkansas, Lonoke",24114,5625.0,17880.0
"Arkansas, Madison",6568,2099.0,4263.0
"Arkansas, Marion",7051,2037.0,4774.0
"Arkansas, Miller",15329,4518.0,10622.0
"Arkansas, Mississippi",13375,6467.0,6603.0
"Arkansas, Monroe",3230,1583.0,1585.0
"Arkansas, Montgomery",3404,920.0,2369.0
"Arkansas, Nevada",3384,1314.0,1996.0
"Arkansas, Newton",3661,993.0,2508.0
"Arkansas, Ouachita",10315,4633.0,5521.0
"Arkansas, Perry",3938,1187.0,2581.0
"Arkansas, Phillips",7930,5202.0,2598.0
"Arkansas, Pike",3788,851.0,2847.0
"Arkansas, Poinsett",7560,2390.0,4974.0
"Arkansas, Polk",7726,1556.0,5955.0
"Arkansas, Pope",20439,5126.0,14763.0
"Arkansas, Prairie",3141,880.0,2153.0
"Arkansas, Pulaski",159381,87248.0,68984.0
"Arkansas, Randolph",5956,2046.0,3701.0
"Arkansas, St. Francis",8362,4910.0,3368.0
"Arkansas, Saline",47062,12869.0,32963.0
"Arkansas, Scott",3640,897.0,2631.0
"Arkansas, Searcy",3694,814.0,2699.0
"Arkansas, Sebastian",43362,13092.0,29169.0
"Arkansas, Sevier",4330,1042.0,3136.0
"Arkansas, Sharp",7283,2092.0,4921.0
"Arkansas, Stone",5354,1356.0,3776.0
"Arkansas, Union",17177,6196.0,10699.0
"Arkansas, Van Buren",6430,1832.0,4365.0
"Arkansas, Washington",70460,28236.0,39688.0
"Arkansas, White",26514,5765.0,20011.0
"Arkansas, Woodruff",2685,1340.0,1227.0
"Arkansas, Yell",5974,1722.0,4042.0
"California, Alameda",595642,469684.0,108182.0
"California, Alpine",653,389.0,236.0
"California, Amador",17649,6830.0,10281.0
"California, Butte",90752,42669.0,44479.0
"California, Calaveras",21786,8670.0,12365.0
"California, Colusa",6034,2314.0,3601.0
"California, Contra Costa",438226,290824.0,136517.0
"California, Del Norte",8770,3791.0,4614.0
"California, El Dorado",88774,35166.0,50973.0
"California, Fresno",258827,129129.0,124490.0
"California, Glenn",9211,3301.0,5632.0
"California, Humboldt",57470,34457.0,18825.0
"California, Imperial",38565,25136.0,12777.0
"California, Inyo",8036,3422.0,4340.0
"California, Kern",221472,89495.0,126618.0
"California, Kings",31418,12979.0,17671.0
"California, Lake",23391,13163.0,9200.0
"California, Lassen",10683,3053.0,7296.0
"California, Los Angeles",3181067,2216903.0,885333.0
"California, Madera",39866,16018.0,22852.0
"California, Marin",134516,99896.0,30880.0
"California, Mariposa",9000,3498.0,5140.0
"California, Mendocino",35017,23193.0,9658.0
"California, Merced",62057,33005.0,27581.0
"California, Modoc",3986,1111.0,2777.0
"California, Mono",5181,2733.0,2285.0
"California, Monterey",123518,82920.0,37390.0
"California, Napa",56968,35870.0,19526.0
"California, Nevada",51676,24663.0,24986.0
"California, Orange",1122664,512440.0,582332.0
"California, Placer",171322,66818.0,99921.0
"California, Plumas",10047,4026.0,5721.0
"California, Riverside",661907,329063.0,318127.0
"California, Sacramento",516809,300503.0,202514.0
"California, San Benito",19044,11276.0,7343.0
"California, San Bernardino",581517,305109.0,262358.0
"California, San Diego",1192282,626957.0,536726.0
"California, San Francisco",361209,301723.0,47076.0
"California, San Joaquin",204697,114121.0,86071.0
"California, San Luis Obispo",125638,61258.0,59967.0
"California, San Mateo",285720,206085.0,72756.0
"California, Santa Barbara",163320,94129.0,64606.0
"California, Santa Clara",643091,450818.0,174843.0
"California, Santa Cruz",120095,90805.0,24047.0
"California, Shasta",76335,25819.0,48067.0
"California, Sierra",1795,653.0,1056.0
"California, Siskiyou",19910,8046.0,11077.0
"California, Solano",152444,96783.0,52092.0
"California, Sonoma",216508,153942.0,54784.0
"California, Stanislaus",155369,77724.0,73459.0
"California, Sutter",31026,12192.0,18122.0
"California, Tehama",22977,7934.0,14235.0
"California, Trinity",5674,2674.0,2716.0
"California, Tulare",101100,41752.0,56956.0
"California, Tuolumne",24687,9998.0,13880.0
"California, Ventura",326974,170929.0,147958.0
"California, Yolo",74475,48715.0,23368.0
"California, Yuba",19700,7711.0,11275.0
"Colorado, Adams",176230,100649.0,70972.0
"Colorado, Alamosa",6715,3811.0,2705.0
"Colorado, Arapahoe",285516,153905.0,125588.0
"Colorado, Archuleta",6734,2679.0,3872.0
"Colorado, Baca",2106,467.0,1559.0
"Colorado, Bent",1942,815.0,1075.0
"Colorado, Boulder",179499,125091.0,49981.0
"Colorado, Broomfield",32777,16966.0,15008.0
"Colorado, Chaffee",10462,5086.0,5070.0
"Colorado, Cheyenne",1093,172.0,889.0
"Colorado, Clear Creek",5743,3119.0,2430.0
"Colorado, Conejos",4101,2213.0,1835.0
"Colorado, Costilla",1837,1340.0,446.0
"Colorado, Crowley",1502,535.0,924.0
"Colorado, Custer",2715,868.0,1788.0
"Colorado, Delta",15925,4622.0,10915.0
"Colorado, Denver",301694,222018.0,73111.0
"Colorado, Dolores",1245,334.0,859.0
"Colorado, Douglas",167781,60991.0,104204.0
"Colorado, Eagle",22668,12792.0,9411.0
"Colorado, Elbert",14178,3603.0,10266.0
"Colorado, El Paso",290175,111819.0,170952.0
"Colorado, Fremont",20416,6704.0,13174.0
"Colorado, Garfield",24408,11305.0,12535.0
"Colorado, Gilpin",3338,1892.0,1346.0
"Colorado, Grand",8187,3684.0,4253.0
"Colorado, Gunnison",8667,5044.0,3341.0
"Colorado, Hinsdale",600,229.0,353.0
"Colorado, Huerfano",3714,1953.0,1646.0
"Colorado, Jackson",848,216.0,600.0
"Colorado, Jefferson",311052,159296.0,144197.0
"Colorado, Kiowa",821,118.0,677.0
"Colorado, Kit Carson",3702,838.0,2785.0
"Colorado, Lake",3040,1839.0,1098.0
"Colorado, La Plata",29184,15489.0,12794.0
"Colorado, Larimer",180180,92747.0,82376.0
"Colorado, Las Animas",6862,3445.0,3263.0
"Colorado, Lincoln",2287,552.0,1687.0
"Colorado, Logan",9124,2712.0,6179.0
"Colorado, Mesa",72947,23846.0,47472.0
"Colorado, Mineral",650,291.0,344.0
"Colorado, Moffat",6168,1330.0,4695.0
"Colorado, Montezuma",12318,4542.0,7401.0
"Colorado, Montrose",20130,6138.0,13552.0
"Colorado, Morgan",10777,3912.0,6602.0
"Colorado, Otero",8192,3647.0,4382.0
"Colorado, Ouray",3202,1646.0,1481.0
"Colorado, Park",9366,3862.0,5236.0
"Colorado, Phillips",2265,588.0,1637.0
"Colorado, Pitkin",10075,6849.0,3024.0
"Colorado, Prowers",4863,1519.0,3230.0
"Colorado, Pueblo",76194,42551.0,31894.0
"Colorado, Rio Blanco",3369,568.0,2724.0
"Colorado, Rio Grande",5533,2478.0,2918.0
"Colorado, Routt",13317,7547.0,5469.0
"Colorado, Saguache",2930,1864.0,964.0
"Colorado, San Juan",506,266.0,212.0
"Colorado, San Miguel",4256,2992.0,1154.0
"Colorado, Sedgwick",1338,419.0,881.0
"Colorado, Summit",15312,9347.0,5571.0
"Colorado, Teller",13407,4333.0,8702.0
"Colorado, Washington",2591,468.0,2076.0
"Colorado, Weld",115866,49050.0,63775.0
"Colorado, Yuma",4577,987.0,3490.0
"Connecticut, Fairfield",396130,217294.0,175168.0
"Connecticut, Hartford",392240,244639.0,143238.0
"Connecticut, Litchfield",92427,43856.0,47201.0
"Connecticut, Middlesex",83538,47855.0,34591.0
"Connecticut, New Haven",361026,218972.0,138357.0
"Connecticut, New London",115102,67144.0,46119.0
"Connecticut, Tolland",46588,25957.0,19768.0
"Connecticut, Windham",46494,25957.0,19768.0
"Delaware, Kent",68696,35527.0,32135.0
"Delaware, New Castle",252012,167082.0,81230.0
"Delaware, Sussex",93229,39975.0,52119.0
"District of Columbia, District of Columbia",293764,267070.0,21381.0
"Florida, Alachua",120418,69699.0,48797.0
"Florida, Baker",11368,2311.0,8975.0
"Florida, Bay",79861,22051.0,56876.0
"Florida, Bradford",11635,3325.0,8219.0
"Florida, Brevard",285559,122993.0,159300.0
"Florida, Broward",756422,508312.0,244101.0
"Florida, Calhoun",6152,1664.0,4366.0
"Florida, Charlotte",84682,35906.0,47996.0
"Florida, Citrus",73935,28460.0,44662.0
"Florida, Clay",96589,25759.0,70022.0
"Florida, Collier",149112,51698.0,96520.0
"Florida, Columbia",27163,8462.0,18429.0
"Florida, Dixie",6941,1798.0,5052.0
"Florida, Duval",411848,196737.0,211615.0
"Florida, Escambia",148502,58185.0,88711.0
"Florida, Flagler",50595,23207.0,26969.0
"Florida, Franklin",5474,1845.0,3570.0
"Florida, Gadsden",22499,15770.0,6630.0
"Florida, Gilchrist",7909,1885.0,5917.0
"Florida, Glades",3989,1603.0,2344.0
"Florida, Gulf",7108,2014.0,4995.0
"Florida, Hamilton",5407,2228.0,3138.0
"Florida, Hardee",7226,2463.0,4696.0
"Florida, Hendry",10185,4751.0,5355.0
"Florida, Hernando",83667,37830.0,44938.0
"Florida, Highlands",42444,16148.0,25915.0
"Florida, Hillsborough",542102,286467.0,250186.0
"Florida, Holmes",8274,1264.0,6919.0
"Florida, Indian River",71464,27492.0,43450.0
"Florida, Jackson",20941,7342.0,13418.0
"Florida, Jefferson",7808,3945.0,3808.0
"Florida, Lafayette",3399,687.0,2668.0
"Florida, Lake",150811,61799.0,87643.0
"Florida, Lee",266166,110157.0,154163.0
"Florida, Leon",148353,90881.0,55805.0
"Florida, Levy",18399,6119.0,12054.0
"Florida, Liberty",3284,942.0,2301.0
"Florida, Madison",8715,4176.0,4474.0
"Florida, Manatee",153491,66503.0,85627.0
"Florida, Marion",161385,66831.0,93043.0
"Florida, Martin",78873,30107.0,48183.0
"Florida, Miami-Dade",878314,541440.0,332981.0
"Florida, Monroe",39057,19404.0,19234.0
"Florida, Nassau",40528,10251.0,29929.0
"Florida, Okaloosa",94798,23421.0,70168.0
"Florida, Okeechobee",12324,4856.0,7328.0
"Florida, Orange",466359,273665.0,188589.0
"Florida, Osceola",108698,67239.0,40592.0
"Florida, Palm Beach",600721,349651.0,247398.0
"Florida, Pasco",213573,98263.0,112427.0
"Florida, Pinellas",457702,239104.0,213258.0
"Florida, Polk",248683,114622.0,131577.0
"Florida, Putnam",31324,11667.0,19326.0
"Florida, St. Johns",114795,35190.0,78513.0
"Florida, St. Lucie",123027,65869.0,56202.0
"Florida, Santa Rosa",76846,17768.0,58186.0
"Florida, Sarasota",207480,95119.0,110504.0
"Florida, Seminole",208620,96445.0,109943.0
"Florida, Sumter",60479,19524.0,40646.0
"Florida, Suwannee",17629,4751.0,12672.0
"Florida, Taylor",9120,2764.0,6249.0
"Florida, Union",5393,1339.0,3980.0
"Florida, Volusia",234536,114748.0,117490.0
"Florida, Wakulla",14660,5175.0,9290.0
"Florida, Walton",28494,6671.0,21490.0
"Florida, Washington",10999,2820.0,8038.0
"Georgia, Appling",7086,1758.0,5233.0
"Georgia, Atkinson",2902,930.0,1938.0
"Georgia, Bacon",3931,791.0,3093.0
"Georgia, Baker",1589,794.0,785.0
"Georgia, Baldwin",16238,8483.0,7589.0
"Georgia, Banks",6195,780.0,5354.0
"Georgia, Barrow",25199,6028.0,18725.0
"Georgia, Bartow",35802,8396.0,26876.0
"Georgia, Ben Hill",5956,2512.0,3396.0
"Georgia, Berrien",6201,1273.0,4843.0
"Georgia, Bibb",64718,38585.0,25623.0
"Georgia, Bleckley",4907,1269.0,3587.0
"Georgia, Brantley",6002,939.0,4964.0
"Georgia, Brooks",6742,3138.0,3554.0
"Georgia, Bryan",13453,3707.0,9560.0
"Georgia, Bulloch",24085,9593.0,14174.0
"Georgia, Burke",9779,5405.0,4301.0
"Georgia, Butts",9381,2968.0,6306.0
"Georgia, Calhoun",2188,1298.0,883.0
"Georgia, Camden",17983,6377.0,11343.0
"Georgia, Candler",3528,1157.0,2344.0
"Georgia, Carroll",41549,12688.0,28280.0
"Georgia, Catoosa",23678,5365.0,17858.0
"Georgia, Charlton",3764,1197.0,2527.0
"Georgia, Chatham",108628,60246.0,47204.0
"Georgia, Chattahoochee",1490,729.0,735.0
"Georgia, Chattooga",7822,2232.0,5452.0
"Georgia, Cherokee",98220,19841.0,76514.0
"Georgia, Clarke",40368,25431.0,13815.0
"Georgia, Clay",1402,862.0,537.0
"Georgia, Clayton",96067,81479.0,14164.0
"Georgia, Clinch",2472,852.0,1598.0
"Georgia, Cobb",310116,133124.0,171722.0
"Georgia, Coffee",14454,5057.0,9248.0
"Georgia, Colquitt",13328,3973.0,9243.0
"Georgia, Columbia",58923,16451.0,41765.0
"Georgia, Cook",6031,2042.0,3935.0
"Georgia, Coweta",55555,15168.0,39653.0
"Georgia, Crawford",5133,1706.0,3368.0
"Georgia, Crisp",7396,3167.0,4182.0
"Georgia, Dade",6020,1411.0,4471.0
"Georgia, Dawson",10244,1241.0,8847.0
"Georgia, Decatur",10485,4591.0,5824.0
"Georgia, DeKalb",306265,238224.0,64392.0
"Georgia, Dodge",7733,2442.0,5214.0
"Georgia, Dooly",4298,2285.0,1985.0
"Georgia, Dougherty",37919,26295.0,11449.0
"Georgia, Douglas",55267,28441.0,26241.0
"Georgia, Early",5353,2765.0,2557.0
"Georgia, Echols",1102,173.0,917.0
"Georgia, Effingham",20816,4947.0,15596.0
"Georgia, Elbert",8143,3181.0,4859.0
"Georgia, Emanuel",8083,2927.0,5100.0
"Georgia, Evans",3563,1268.0,2268.0
"Georgia, Fannin",10017,2028.0,7857.0
"Georgia, Fayette",58568,19736.0,38075.0
"Georgia, Floyd",32829,9640.0,22733.0
"Georgia, Forsyth",81731,14571.0,65908.0
"Georgia, Franklin",7762,1499.0,6114.0
"Georgia, Fulton",397413,255470.0,137124.0
"Georgia, Gilmer",11018,1958.0,8926.0
"Georgia, Glascock",1333,176.0,1135.0
"Georgia, Glynn",33133,11950.0,20893.0
"Georgia, Gordon",16897,3440.0,13197.0
"Georgia, Grady",9396,3419.0,5924.0
"Georgia, Greene",8323,3201.0,5071.0
"Georgia, Gwinnett",296728,132509.0,159855.0
"Georgia, Habersham",14641,2301.0,12166.0
"Georgia, Hall",61364,12999.0,47481.0
"Georgia, Hancock",4088,3308.0,769.0
"Georgia, Haralson",10376,1789.0,8446.0
"Georgia, Harris",15488,4145.0,11197.0
"Georgia, Hart",9511,2870.0,6517.0
"Georgia, Heard",4172,948.0,3160.0
"Georgia, Henry",91378,43761.0,46774.0
"Georgia, Houston",58056,22702.0,34662.0
"Georgia, Irwin",3709,1141.0,2538.0
"Georgia, Jackson",23704,4238.0,19135.0
"Georgia, Jasper",6031,1845.0,4136.0
"Georgia, Jeff Davis",5336,1275.0,3996.0
"Georgia, Jefferson",7298,4261.0,2999.0
"Georgia, Jenkins",3390,1488.0,1887.0
"Georgia, Johnson",3772,1305.0,2440.0
"Georgia, Jones",12105,4274.0,7744.0
"Georgia, Lamar",7592,2602.0,4899.0
"Georgia, Lanier",2972,1114.0,1820.0
"Georgia, Laurens",19604,7513.0,11950.0
"Georgia, Lee",13628,3196.0,10314.0
"Georgia, Liberty",16170,10457.0,5565.0
"Georgia, Lincoln",4426,1586.0,2807.0
"Georgia, Long",3802,1442.0,2306.0
"Georgia, Lowndes",39137,17470.0,21327.0
"Georgia, Lumpkin",10905,2055.0,8647.0
"Georgia, McDuffie",9592,4044.0,5475.0
"Georgia, McIntosh",6341,2864.0,3409.0
"Georgia, Macon",4781,3211.0,1545.0
"Georgia, Madison",11104,2494.0,8443.0
"Georgia, Marion",3170,1412.0,1733.0
"Georgia, Meriwether",9264,4331.0,4856.0
"Georgia, Miller",2775,852.0,1905.0
"Georgia, Mitchell",8275,4081.0,4155.0
"Georgia, Monroe",12277,3785.0,8361.0
"Georgia, Montgomery",3832,1135.0,2662.0
"Georgia, Morgan",9027,2753.0,6186.0
"Georgia, Murray",11217,2542.0,8443.0
"Georgia, Muscogee",70603,42573.0,27510.0
"Georgia, Newton",43234,21851.0,20982.0
"Georgia, Oconee",17817,4421.0,13098.0
"Georgia, Oglethorpe",6273,1914.0,4251.0
"Georgia, Paulding",57399,15825.0,40846.0
"Georgia, Peach",11516,6148.0,5287.0
"Georgia, Pickens",12680,1975.0,10547.0
"Georgia, Pierce",6846,1124.0,5667.0
"Georgia, Pike",8109,1356.0,6668.0
"Georgia, Polk",13608,3615.0,9811.0
"Georgia, Pulaski",3682,1219.0,2444.0
"Georgia, Putnam",9222,2926.0,6215.0
"Georgia, Quitman",1128,612.0,510.0
"Georgia, Rabun",7463,1559.0,5754.0
"Georgia, Randolph",3058,1770.0,1271.0
"Georgia, Richmond",79020,52560.0,25845.0
"Georgia, Rockdale",38085,22023.0,15716.0
"Georgia, Schley",1748,448.0,1286.0
"Georgia, Screven",6100,2774.0,3287.0
"Georgia, Seminole",3769,1478.0,2245.0
"Georgia, Spalding",25088,9898.0,14911.0
"Georgia, Stephens",9498,2131.0,7221.0
"Georgia, Stewart",2076,1323.0,745.0
"Georgia, Sumter",11831,6375.0,5378.0
"Georgia, Talbot",3491,2265.0,1202.0
"Georgia, Taliaferro",963,636.0,323.0
"Georgia, Tattnall",6667,1897.0,4706.0
"Georgia, Taylor",3538,1572.0,1948.0
"Georgia, Telfair",4336,1805.0,2480.0
"Georgia, Terrell",4398,2544.0,1834.0
"Georgia, Thomas",18953,7653.0,11156.0
"Georgia, Tift",13927,4660.0,9185.0
"Georgia, Toombs",9344,2746.0,6524.0
"Georgia, Towns",6211,1273.0,4876.0
"Georgia, Treutlen",2750,1074.0,1652.0
"Georgia, Troup",25986,10547.0,15179.0
"Georgia, Turner",3559,1510.0,2028.0
"Georgia, Twiggs",4202,2270.0,1907.0
"Georgia, Union",11079,2139.0,8773.0
"Georgia, Upson",11263,3959.0,7230.0
"Georgia, Walker",21896,5274.0,16247.0
"Georgia, Walton",37612,8148.0,29036.0
"Georgia, Ware",11939,3900.0,7941.0
"Georgia, Warren",2526,1529.0,990.0
"Georgia, Washington",8808,4714.0,4035.0
"Georgia, Wayne",10269,2596.0,7557.0
"Georgia, Webster",1187,582.0,601.0
"Georgia, Wheeler",2160,772.0,1366.0
"Georgia, White",10488,1671.0,8651.0
"Georgia, Whitfield",26876,7210.0,19305.0
"Georgia, Wilcox",3129,1060.0,2053.0
"Georgia, Wilkes",4761,2087.0,2635.0
"Georgia, Wilkinson",4450,2181.0,2246.0
"Georgia, Worth",8419,2487.0,5869.0
"Hawaii, Hawaii",63454,47224.0,14753.0
"Hawaii, Honolulu",296742,204349.0,88461.0
"Hawaii, Kauai",25372,18641.0,6121.0
"Hawaii, Maui",48653,36052.0,11602.0
"Idaho, Ada",180546,77137.0,97554.0
"Idaho, Adams",2060,577.0,1413.0
"Idaho, Bannock",35260,13214.0,21010.0
"Idaho, Bear Lake",2822,302.0,2489.0
"Idaho, Benewah",3884,1164.0,2596.0
"Idaho, Bingham",17603,3822.0,13440.0
"Idaho, Blaine",10194,5992.0,3939.0
"Idaho, Boise",3445,1053.0,2284.0
"Idaho, Bonner",18536,6500.0,11367.0
"Idaho, Bonneville",43213,9903.0,32276.0
"Idaho, Boundary",4544,1225.0,3138.0
"Idaho, Butte",1286,258.0,1001.0
"Idaho, Camas",578,159.0,402.0
"Idaho, Canyon",66090,19866.0,44369.0
"Idaho, Caribou",3052,386.0,2608.0
"Idaho, Cassia",8396,1098.0,7154.0
"Idaho, Clark",328,66.0,235.0
"Idaho, Clearwater",3696,1032.0,2541.0
"Idaho, Custer",2352,530.0,1744.0
"Idaho, Elmore",8001,2513.0,5227.0
"Idaho, Franklin",5600,325.0,5195.0
"Idaho, Fremont",5802,810.0,4907.0
"Idaho, Gem",7490,1957.0,5311.0
"Idaho, Gooding",5118,1287.0,3696.0
"Idaho, Idaho",7837,1708.0,5921.0
"Idaho, Jefferson",11381,1303.0,9895.0
"Idaho, Jerome",6681,1699.0,4804.0
"Idaho, Kootenai",59828,18851.0,39381.0
"Idaho, Latah",16759,8306.0,7589.0
"Idaho, Lemhi",4110,960.0,3029.0
"Idaho, Lewis",1614,396.0,1173.0
"Idaho, Lincoln",1662,469.0,1141.0
"Idaho, Madison",14412,832.0,13445.0
"Idaho, Minidoka",6973,1390.0,5442.0
"Idaho, Nez Perce",16848,6451.0,9967.0
"Idaho, Oneida",2089,217.0,1838.0
"Idaho, Owyhee",3724,833.0,2794.0
"Idaho, Payette",8495,2271.0,6004.0
"Idaho, Power",2903,982.0,1870.0
"Idaho, Shoshone",5148,2277.0,2699.0
"Idaho, Teton",4523,1926.0,2458.0
"Idaho, Twin Falls",28142,7541.0,19773.0
"Idaho, Valley",4919,2095.0,2664.0
"Idaho, Washington",4330,1104.0,3128.0
"Illinois, Adams",30607,9648.0,20416.0
"Illinois, Alexander",3501,1965.0,1487.0
"Illinois, Bond",7336,3020.0,4095.0
"Illinois, Boone",21365,9883.0,11096.0
"Illinois, Brown",2364,787.0,1513.0
"Illinois, Bureau",16631,8134.0,8164.0
"Illinois, Calhoun",2576,1080.0,1440.0
"Illinois, Carroll",7386,3665.0,3555.0
"Illinois, Cass",4862,2053.0,2707.0
"Illinois, Champaign",78359,40831.0,35312.0
"Illinois, Christian",14701,5494.0,8885.0
"Illinois, Clark",7860,2591.0,5144.0
"Illinois, Clay",5908,1584.0,4190.0
"Illinois, Clinton",16450,5596.0,10524.0
"Illinois, Coles",21358,9262.0,11631.0
"Illinois, Cook",2011597,1488537.0,495542.0
"Illinois, Crawford",8609,2858.0,5585.0
"Illinois, Cumberland",5295,1641.0,3509.0
"Illinois, DeKalb",41092,21207.0,18934.0
"Illinois, De Witt",7345,2601.0,4579.0
"Illinois, Douglas",7897,2430.0,5334.0
"Illinois, DuPage",401079,199460.0,195046.0
"Illinois, Edgar",7819,2565.0,5132.0
"Illinois, Edwards",3228,754.0,2405.0
"Illinois, Effingham",16613,3861.0,12501.0
